0.09244698058 	6.125e-01 
0.09257989312 	6.120e-01 
0.07593175887 	6.685e-01 
0.06384186281 	7.128e-01 
0.08679788653 	6.311e-01 
0.09707256805 	5.976e-01 
0.07632966997 	6.671e-01 
0.107656394 	5.650e-01 
0.1134148365 	5.480e-01 
0.09884301963 	5.920e-01 
0.1139612011 	5.464e-01 
0.114582177 	5.446e-01 
0.1166763525 	5.386e-01 
0.1180042274 	5.348e-01 
0.1185444443 	5.333e-01 
0.1193130461 	5.311e-01 
0.1290305752 	5.045e-01 
0.1281716253 	5.068e-01 
0.1234135904 	5.197e-01 
0.1231319821 	5.205e-01 
0.1310014911 	4.992e-01 
0.1299218791 	5.021e-01 
0.1242929655 	5.173e-01 
0.132207686 	4.960e-01 
0.1324005173 	4.955e-01 
0.1329588593 	4.941e-01 
0.1362592187 	4.855e-01 
0.1409302699 	4.736e-01 
0.1414096197 	4.724e-01 
0.1416477232 	4.718e-01 
0.1438771092 	4.663e-01 
0.1452644188 	4.628e-01 
0.146346003 	4.602e-01 
0.1466814459 	4.594e-01 
0.1476744945 	4.570e-01 
0.1499419677 	4.515e-01 
0.1479839761 	4.562e-01 
0.1526105923 	4.452e-01 
0.1523503116 	4.458e-01 
0.1510867735 	4.488e-01 
0.1531074268 	4.440e-01 
0.1531118717 	4.440e-01 
0.1533486333 	4.434e-01 
0.1543233659 	4.411e-01 
0.1534042152 	4.433e-01 
0.1548732639 	4.399e-01 
0.1559304199 	4.374e-01 
0.1560421303 	4.371e-01 
0.1561756732 	4.368e-01 
0.1587739344 	4.308e-01 
0.1592197992 	4.298e-01 
0.1593571409 	4.295e-01 
0.159389895 	4.294e-01 
0.1611825007 	4.254e-01 
0.1644867515 	4.180e-01 
0.1644080482 	4.182e-01 
0.1617814102 	4.240e-01 
0.1624039814 	4.226e-01 
0.1640930822 	4.189e-01 
0.1654538312 	4.159e-01 
0.1665337106 	4.135e-01 
0.1634425626 	4.203e-01 
0.1675650332 	4.112e-01 
0.1676366451 	4.111e-01 
0.1684948133 	4.092e-01 
0.168626128 	4.089e-01 
0.1687749129 	4.086e-01 
0.169469776 	4.071e-01 
0.1706315861 	4.046e-01 
0.1689010057 	4.083e-01 
0.1708654222 	4.041e-01 
0.1714271506 	4.029e-01 
0.1713906599 	4.030e-01 
0.1714628181 	4.028e-01 
0.1716446599 	4.024e-01 
0.1715614677 	4.026e-01 
0.1722934036 	4.010e-01 
0.173280315 	3.989e-01 
0.1739591189 	3.975e-01 
0.1740323498 	3.974e-01 
0.1734503218 	3.986e-01 
0.1745453068 	3.963e-01 
0.1745109139 	3.964e-01 
0.1743379562 	3.967e-01 
0.1750078508 	3.953e-01 
0.1753253341 	3.946e-01 
0.1755249717 	3.942e-01 
0.1756517738 	3.940e-01 
0.1758392187 	3.936e-01 
0.175986913 	3.933e-01 
0.1764965342 	3.922e-01 
0.1768113809 	3.915e-01 
0.1771274491 	3.909e-01 
0.1774122504 	3.903e-01 
0.1784945801 	3.881e-01 
0.1785789754 	3.879e-01 
0.1788594684 	3.873e-01 
0.1804007398 	3.842e-01 
0.1801680426 	3.846e-01 
0.1807462625 	3.835e-01 
0.1797259952 	3.855e-01 
0.1815353313 	3.819e-01 
0.1820770678 	3.808e-01 
0.1819242582 	3.811e-01 
0.1822765946 	3.804e-01 
0.1837792202 	3.773e-01 
0.1838699765 	3.772e-01 
0.1841374877 	3.766e-01 
0.1847754233 	3.754e-01 
0.1847886791 	3.753e-01 
0.1852340725 	3.744e-01 
0.1856078096 	3.737e-01 
0.1860366755 	3.729e-01 
0.186234626 	3.725e-01 
0.1872799566 	3.704e-01 
0.1875620583 	3.698e-01 
0.1878005807 	3.694e-01 
0.1873397248 	3.703e-01 
0.1877277403 	3.695e-01 
0.1885886653 	3.678e-01 
0.1880343365 	3.689e-01 
0.1886447889 	3.677e-01 
0.1888748259 	3.673e-01 
0.1902527527 	3.646e-01 
0.1901480061 	3.648e-01 
0.1904876139 	3.642e-01 
0.1910629411 	3.630e-01 
0.1913896151 	3.624e-01 
0.19243176 	3.604e-01 
0.1917405024 	3.617e-01 
0.192468036 	3.603e-01 
0.1929879944 	3.594e-01 
0.1929949601 	3.593e-01 
0.194373101 	3.567e-01 
0.1933264334 	3.587e-01 
0.1945374354 	3.564e-01 
0.1943856054 	3.567e-01 
0.1946801432 	3.561e-01 
0.1948253745 	3.559e-01 
0.1948475699 	3.558e-01 
0.1950401819 	3.555e-01 
0.1960800208 	3.535e-01 
0.1954515041 	3.547e-01 
0.1949618973 	3.556e-01 
0.1960862292 	3.535e-01 
0.1962718638 	3.532e-01 
0.1966490288 	3.524e-01 
