num       tox                 	h0         	stress vth value	 stress ids value 	aged vth value 	   aged ids value 
1036 	0.3125934879  	0.3125934879 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
656 	0.3134688577  	0.3134688577 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
452 	0.3126746744  	0.3126746744 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1322 	0.3130912242  	0.3130912242 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
49 	0.3129847959  	0.3129847959 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
735 	0.3133441628  	0.3133441628 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1212 	0.3126427005  	0.3126427005 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1037 	0.3124904949  	0.3124904949 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
997 	0.3123232931  	0.3123232931 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
69 	0.3136233098  	0.3136233098 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1011 	0.3136242739  	0.3136242739 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1430 	0.3138265186  	0.3138265186 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1278 	0.3138554645  	0.3138554645 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
62 	0.3138718992  	0.3138718992 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
63 	0.3137494369  	0.3137494369 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
893 	0.3138809652  	0.3138809652 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
159 	0.3139684167  	0.3139684167 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1777 	0.3139371743  	0.3139371743 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1250 	0.3141540695  	0.3141540695 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
520 	0.3141931344  	0.3141931344 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
26 	0.3150680781  	0.3150680781 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
66 	0.3142275372  	0.3142275372 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1590 	0.3142997107  	0.3142997107 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
854 	0.314623862  	0.314623862 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1040 	0.3143902348  	0.3143902348 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
491 	0.3145252512  	0.3145252512 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1091 	0.315713003  	0.315713003 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1015 	0.3154617126  	0.3154617126 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
841 	0.3158314843  	0.3158314843 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1585 	0.315090203  	0.315090203 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1611 	0.3151721886  	0.3151721886 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
692 	0.3154440657  	0.3154440657 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1613 	0.3154471383  	0.3154471383 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1323 	0.3152577856  	0.3152577856 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1418 	0.3160061767  	0.3160061767 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
846 	0.3160420493  	0.3160420493 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1675 	0.3164474877  	0.3164474877 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1595 	0.3167572204  	0.3167572204 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
273 	0.3162205974  	0.3162205974 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1968 	0.3167531417  	0.3167531417 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
147 	0.3169453833  	0.3169453833 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1109 	0.3179052488  	0.3179052488 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1003 	0.3180236061  	0.3180236061 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1512 	0.3181531343  	0.3181531343 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
676 	0.3180437475  	0.3180437475 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
370 	0.3175053108  	0.3175053108 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1890 	0.317923323  	0.317923323 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
566 	0.3176469261  	0.3176469261 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1629 	0.3183006298  	0.3183006298 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
667 	0.3184164694  	0.3184164694 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
550 	0.3184613248  	0.3184613248 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
252 	0.3185664586  	0.3185664586 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1626 	0.3187904034  	0.3187904034 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
46 	0.3188267102  	0.3188267102 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1093 	0.3183061516  	0.3183061516 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
133 	0.3188856763  	0.3188856763 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1567 	0.3189449949  	0.3189449949 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1652 	0.3190705375  	0.3190705375 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
111 	0.3190686128  	0.3190686128 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1232 	0.3192372838  	0.3192372838 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1448 	0.3193532373  	0.3193532373 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
280 	0.3194261541  	0.3194261541 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
602 	0.3193621229  	0.3193621229 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
172 	0.3195424189  	0.3195424189 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
41 	0.3190915559  	0.3190915559 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
90 	0.319577557  	0.319577557 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1148 	0.3196141872  	0.3196141872 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
581 	0.31963798  	0.31963798 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
108 	0.3198045291  	0.3198045291 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
490 	0.3199525155  	0.3199525155 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1231 	0.3199780145  	0.3199780145 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
720 	0.3200009313  	0.3200009313 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
188 	0.3203674886  	0.3203674886 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1670 	0.3203738591  	0.3203738591 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
823 	0.3208976935  	0.3208976935 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1029 	0.3204625542  	0.3204625542 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
130 	0.3208335672  	0.3208335672 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
306 	0.3210037098  	0.3210037098 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
131 	0.3209695926  	0.3209695926 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
988 	0.3212389439  	0.3212389439 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
715 	0.3222901593  	0.3222901593 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1577 	0.3214225805  	0.3214225805 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
653 	0.3212388304  	0.3212388304 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1842 	0.3222311029  	0.3222311029 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1173 	0.3212219793  	0.3212219793 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1801 	0.3217841128  	0.3217841128 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1505 	0.3217328451  	0.3217328451 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1831 	0.3220860446  	0.3220860446 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
829 	0.3216648348  	0.3216648348 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
476 	0.3226176363  	0.3226176363 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1008 	0.3226763852  	0.3226763852 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1065 	0.3230969304  	0.3230969304 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1484 	0.3234426889  	0.3234426889 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1317 	0.3213564316  	0.3213564316 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1945 	0.3216499379  	0.3216499379 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
864 	0.3230594485  	0.3230594485 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
337 	0.3213431089  	0.3213431089 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
603 	0.321409269  	0.321409269 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1829 	0.3236056294  	0.3236056294 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
589 	0.3233102351  	0.3233102351 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1086 	0.3240282374  	0.3240282374 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
914 	0.3237447734  	0.3237447734 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
378 	0.3238834114  	0.3238834114 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1988 	0.3240141498  	0.3240141498 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
309 	0.3238604772  	0.3238604772 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
208 	0.3238160754  	0.3238160754 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
742 	0.3241498252  	0.3241498252 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
707 	0.3241153863  	0.3241153863 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1759 	0.3242010179  	0.3242010179 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
684 	0.3241949636  	0.3241949636 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1716 	0.3242073261  	0.3242073261 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1476 	0.3243495916  	0.3243495916 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1523 	0.324404736  	0.324404736 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
317 	0.3248869606  	0.3248869606 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1724 	0.325557001  	0.325557001 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
175 	0.3254009529  	0.3254009529 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
651 	0.3256053395  	0.3256053395 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1633 	0.3249691414  	0.3249691414 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
583 	0.3247181997  	0.3247181997 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1464 	0.3248246125  	0.3248246125 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
928 	0.3256466293  	0.3256466293 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1638 	0.3257875535  	0.3257875535 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1440 	0.3258682082  	0.3258682082 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1881 	0.3259388508  	0.3259388508 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
952 	0.325997935  	0.325997935 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
605 	0.3260317313  	0.3260317313 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1171 	0.3261233421  	0.3261233421 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1358 	0.3264132179  	0.3264132179 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1071 	0.3262000515  	0.3262000515 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1857 	0.3262963216  	0.3262963216 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
321 	0.3264356291  	0.3264356291 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
329 	0.3266525992  	0.3266525992 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
821 	0.3269292393  	0.3269292393 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1134 	0.3270846076  	0.3270846076 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
664 	0.3270910471  	0.3270910471 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
630 	0.3273132202  	0.3273132202 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1700 	0.3272378089  	0.3272378089 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
597 	0.327906409  	0.327906409 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
18 	0.3276933872  	0.3276933872 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1070 	0.3281574939  	0.3281574939 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1179 	0.327854997  	0.327854997 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1155 	0.3276386603  	0.3276386603 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
345 	0.3276118342  	0.3276118342 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
385 	0.3282836175  	0.3282836175 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1392 	0.3284818737  	0.3284818737 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1235 	0.3284196193  	0.3284196193 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
21 	0.3284569628  	0.3284569628 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1400 	0.3283804431  	0.3283804431 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1862 	0.3285638357  	0.3285638357 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1546 	0.3288383882  	0.3288383882 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
393 	0.3285841463  	0.3285841463 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
100 	0.3285750012  	0.3285750012 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1708 	0.3290213281  	0.3290213281 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1549 	0.3294473745  	0.3294473745 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
71 	0.3294700161  	0.3294700161 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1647 	0.3292847568  	0.3292847568 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1062 	0.3296548562  	0.3296548562 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
350 	0.3295587057  	0.3295587057 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1295 	0.3285702181  	0.3285702181 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1078 	0.3297188279  	0.3297188279 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1407 	0.3296261864  	0.3296261864 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
871 	0.3298767354  	0.3298767354 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
541 	0.329934641  	0.329934641 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1764 	0.3296535917  	0.3296535917 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1755 	0.3299995988  	0.3299995988 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
314 	0.3304310419  	0.3304310419 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1826 	0.3302965799  	0.3302965799 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
594 	0.3303236885  	0.3303236885 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1996 	0.3301542214  	0.3301542214 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
756 	0.330343736  	0.330343736 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
807 	0.3301277763  	0.3301277763 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
483 	0.3304703707  	0.3304703707 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
511 	0.3305135236  	0.3305135236 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1260 	0.3309777099  	0.3309777099 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1531 	0.3305141463  	0.3305141463 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1623 	0.3314089254  	0.3314089254 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
595 	0.331467244  	0.331467244 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
298 	0.3313149437  	0.3313149437 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
671 	0.3315391819  	0.3315391819 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
504 	0.3315841335  	0.3315841335 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1932 	0.3329922675  	0.3329922675 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1335 	0.3325805982  	0.3325805982 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1057 	0.3316226059  	0.3316226059 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
272 	0.3322962404  	0.3322962404 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1870 	0.3330537094  	0.3330537094 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1911 	0.3330938257  	0.3330938257 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1871 	0.3320230526  	0.3320230526 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1807 	0.3331678214  	0.3331678214 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1181 	0.3320080647  	0.3320080647 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1281 	0.3328877184  	0.3328877184 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1467 	0.3336236667  	0.3336236667 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
216 	0.3321128941  	0.3321128941 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1350 	0.3335367119  	0.3335367119 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1399 	0.33412128  	0.33412128 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
980 	0.3339834591  	0.3339834591 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
938 	0.3341667124  	0.3341667124 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1834 	0.3342628516  	0.3342628516 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1511 	0.3344073972  	0.3344073972 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1286 	0.3320848329  	0.3320848329 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
195 	0.3339010616  	0.3339010616 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
885 	0.3344557313  	0.3344557313 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
931 	0.3345687396  	0.3345687396 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1343 	0.3340265244  	0.3340265244 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1101 	0.3346538659  	0.3346538659 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1513 	0.3346845823  	0.3346845823 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
574 	0.3348552934  	0.3348552934 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
482 	0.3348918801  	0.3348918801 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
882 	0.3350074594  	0.3350074594 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
223 	0.3350819373  	0.3350819373 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
253 	0.3350506006  	0.3350506006 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
121 	0.3353711804  	0.3353711804 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
862 	0.3354495367  	0.3354495367 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
126 	0.3357328714  	0.3357328714 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
700 	0.335905402  	0.335905402 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1098 	0.3359252067  	0.3359252067 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
278 	0.3358227897  	0.3358227897 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1605 	0.3361802569  	0.3361802569 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
944 	0.3361891193  	0.3361891193 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
427 	0.3363478721  	0.3363478721 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1837 	0.3355231839  	0.3355231839 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
569 	0.3362171693  	0.3362171693 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1785 	0.3364837791  	0.3364837791 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
54 	0.33626201  	0.33626201 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
180 	0.336554043  	0.336554043 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1865 	0.3365635134  	0.3365635134 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
798 	0.337068846  	0.337068846 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1152 	0.3367378163  	0.3367378163 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
922 	0.3369799278  	0.3369799278 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
512 	0.337166378  	0.337166378 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
281 	0.3374113997  	0.3374113997 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
793 	0.3374564692  	0.3374564692 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1028 	0.3375476784  	0.3375476784 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1937 	0.3379484599  	0.3379484599 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1893 	0.3375806795  	0.3375806795 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1728 	0.3384816049  	0.3384816049 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
7 	0.3379757643  	0.3379757643 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1539 	0.3381203161  	0.3381203161 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1111 	0.3382704458  	0.3382704458 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
849 	0.3382197698  	0.3382197698 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
404 	0.3385664304  	0.3385664304 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
728 	0.338576832  	0.338576832 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1389 	0.3386966505  	0.3386966505 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
82 	0.3385301339  	0.3385301339 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1960 	0.3393010795  	0.3393010795 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1800 	0.3393258958  	0.3393258958 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
995 	0.3393495807  	0.3393495807 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
924 	0.3396707128  	0.3396707128 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1621 	0.3395166444  	0.3395166444 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
961 	0.3394443107  	0.3394443107 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
288 	0.3402326024  	0.3402326024 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1683 	0.3398270393  	0.3398270393 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1009 	0.340457771  	0.340457771 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1026 	0.3403500371  	0.3403500371 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1047 	0.340253788  	0.340253788 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1497 	0.3397773715  	0.3397773715 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
139 	0.3399542814  	0.3399542814 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1569 	0.3408215918  	0.3408215918 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
872 	0.3407218814  	0.3407218814 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1188 	0.3408912968  	0.3408912968 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
643 	0.340918679  	0.340918679 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
750 	0.3391089136  	0.3391089136 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
