num       tox                 	h0         	stress vth value	 stress ids value 	aged vth value 	   aged ids value 
1133 	0.2528229314  	0.2528229314 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
168 	0.2528510045  	0.2528510045 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1131 	0.2529387611  	0.2529387611 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1501 	0.252921308  	0.252921308 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1108 	0.2525736029  	0.2525736029 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1324 	0.2529694385  	0.2529694385 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1408 	0.2531218851  	0.2531218851 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
621 	0.2531906365  	0.2531906365 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
292 	0.2532834047  	0.2532834047 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
627 	0.2534243405  	0.2534243405 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
677 	0.2535291546  	0.2535291546 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
752 	0.2535424107  	0.2535424107 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1072 	0.2537974344  	0.2537974344 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1628 	0.2539017663  	0.2539017663 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
965 	0.2539070676  	0.2539070676 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1303 	0.2543304723  	0.2543304723 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
201 	0.2543733256  	0.2543733256 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1238 	0.2544616402  	0.2544616402 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
690 	0.2545123562  	0.2545123562 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
791 	0.2552338349  	0.2552338349 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
732 	0.255385634  	0.255385634 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
469 	0.2554171027  	0.2554171027 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
173 	0.2548992451  	0.2548992451 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1852 	0.2555271991  	0.2555271991 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1758 	0.2555502428  	0.2555502428 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1394 	0.2554893561  	0.2554893561 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1722 	0.2556314783  	0.2556314783 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
559 	0.2557949952  	0.2557949952 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1656 	0.2561922676  	0.2561922676 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1551 	0.2560699246  	0.2560699246 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1291 	0.2561485336  	0.2561485336 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1094 	0.2563008437  	0.2563008437 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1637 	0.2563134241  	0.2563134241 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
970 	0.2564717653  	0.2564717653 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1321 	0.2573503351  	0.2573503351 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1846 	0.2569091366  	0.2569091366 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
102 	0.2566144243  	0.2566144243 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
542 	0.2565344914  	0.2565344914 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
886 	0.2565370238  	0.2565370238 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1275 	0.2565162299  	0.2565162299 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1362 	0.2573123834  	0.2573123834 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
546 	0.2580799816  	0.2580799816 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1264 	0.2581220749  	0.2581220749 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
471 	0.2581289508  	0.2581289508 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1573 	0.2582113967  	0.2582113967 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
235 	0.2582772826  	0.2582772826 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1367 	0.2582838545  	0.2582838545 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
588 	0.2583032493  	0.2583032493 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1779 	0.2583182799  	0.2583182799 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
480 	0.2586344131  	0.2586344131 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
548 	0.2584427752  	0.2584427752 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
86 	0.258345393  	0.258345393 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
171 	0.2587818135  	0.2587818135 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
565 	0.2588559768  	0.2588559768 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
668 	0.2588555932  	0.2588555932 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
464 	0.2589506722  	0.2589506722 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
641 	0.2604068571  	0.2604068571 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1054 	0.2589693046  	0.2589693046 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1462 	0.2593226085  	0.2593226085 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1305 	0.2603017701  	0.2603017701 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
13 	0.2601621666  	0.2601621666 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
22 	0.2595399388  	0.2595399388 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1717 	0.2595841357  	0.2595841357 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1466 	0.2605465789  	0.2605465789 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
198 	0.2605805354  	0.2605805354 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
251 	0.2606986313  	0.2606986313 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
219 	0.2606876816  	0.2606876816 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1557 	0.2606755122  	0.2606755122 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1614 	0.2617056628  	0.2617056628 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1465 	0.2617339194  	0.2617339194 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
748 	0.2618284331  	0.2618284331 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1282 	0.2619873838  	0.2619873838 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1550 	0.2624138527  	0.2624138527 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
655 	0.2620685057  	0.2620685057 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
123 	0.2624011859  	0.2624011859 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1788 	0.2624782463  	0.2624782463 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
514 	0.2608998145  	0.2608998145 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
929 	0.26236658  	0.26236658 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
874 	0.2626133361  	0.2626133361 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1740 	0.262552843  	0.262552843 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1880 	0.2627968522  	0.2627968522 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
517 	0.2628523706  	0.2628523706 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
162 	0.2626281364  	0.2626281364 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1127 	0.262689002  	0.262689002 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1069 	0.2629907694  	0.2629907694 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
552 	0.2629993951  	0.2629993951 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
615 	0.2628689949  	0.2628689949 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1089 	0.2630068679  	0.2630068679 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1268 	0.2632667274  	0.2632667274 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1220 	0.2632858019  	0.2632858019 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
61 	0.2633049636  	0.2633049636 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
212 	0.2637784227  	0.2637784227 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1468 	0.2634753381  	0.2634753381 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1757 	0.2637169029  	0.2637169029 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1183 	0.2633796004  	0.2633796004 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
122 	0.2638208683  	0.2638208683 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
797 	0.2634775721  	0.2634775721 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1390 	0.2642276314  	0.2642276314 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
562 	0.2643495073  	0.2643495073 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
263 	0.264305284  	0.264305284 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
606 	0.2642786791  	0.2642786791 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1452 	0.2668366847  	0.2668366847 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
739 	0.2669500264  	0.2669500264 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
277 	0.2672744194  	0.2672744194 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1928 	0.2666289264  	0.2666289264 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
338 	0.2652024535  	0.2652024535 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
325 	0.2647294935  	0.2647294935 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1309 	0.2657035045  	0.2657035045 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
878 	0.2653111298  	0.2653111298 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1931 	0.2653133889  	0.2653133889 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
327 	0.2665592956  	0.2665592956 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
375 	0.2668259775  	0.2668259775 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1227 	0.2667669779  	0.2667669779 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
320 	0.2639095995  	0.2639095995 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
484 	0.2659329056  	0.2659329056 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
184 	0.2654311257  	0.2654311257 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1082 	0.2674016689  	0.2674016689 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1745 	0.2653433991  	0.2653433991 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1963 	0.2675092223  	0.2675092223 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1913 	0.2676942232  	0.2676942232 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
248 	0.2677746697  	0.2677746697 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
881 	0.2677852488  	0.2677852488 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1731 	0.2678058832  	0.2678058832 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
716 	0.2679379518  	0.2679379518 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1491 	0.2681004008  	0.2681004008 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
932 	0.2684018071  	0.2684018071 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1589 	0.2684736974  	0.2684736974 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1885 	0.2685237848  	0.2685237848 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1894 	0.2686275141  	0.2686275141 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1814 	0.26873595  	0.26873595 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1327 	0.2679917933  	0.2679917933 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1715 	0.268811191  	0.268811191 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1472 	0.2688226703  	0.2688226703 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
703 	0.2688455608  	0.2688455608 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1662 	0.2689313819  	0.2689313819 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1490 	0.2688581456  	0.2688581456 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
585 	0.269151055  	0.269151055 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
341 	0.2691334463  	0.2691334463 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
136 	0.2690059741  	0.2690059741 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1680 	0.2692830029  	0.2692830029 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1516 	0.2693809556  	0.2693809556 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
801 	0.2695915876  	0.2695915876 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1025 	0.2695735651  	0.2695735651 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
70 	0.271281434  	0.271281434 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1436 	0.2712539774  	0.2712539774 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
357 	0.2703864006  	0.2703864006 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1809 	0.2705831596  	0.2705831596 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
896 	0.2702361823  	0.2702361823 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1712 	0.270264297  	0.270264297 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
313 	0.2697242994  	0.2697242994 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1066 	0.2697000547  	0.2697000547 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
984 	0.2696370287  	0.2696370287 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1137 	0.2697929835  	0.2697929835 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1151 	0.270719085  	0.270719085 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
617 	0.2709202701  	0.2709202701 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1696 	0.2710117713  	0.2710117713 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
822 	0.2711211373  	0.2711211373 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1142 	0.2711433628  	0.2711433628 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
601 	0.2697985035  	0.2697985035 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1547 	0.2713698591  	0.2713698591 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
527 	0.2699149571  	0.2699149571 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1471 	0.271513838  	0.271513838 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
454 	0.2715460112  	0.2715460112 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
125 	0.2713990159  	0.2713990159 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
622 	0.2715858974  	0.2715858974 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
816 	0.2716780045  	0.2716780045 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1000 	0.2716504105  	0.2716504105 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
723 	0.2713550339  	0.2713550339 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
794 	0.2722585989  	0.2722585989 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1825 	0.2721017251  	0.2721017251 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
354 	0.2726448003  	0.2726448003 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1543 	0.2720624566  	0.2720624566 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1120 	0.2729492554  	0.2729492554 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
153 	0.2724310966  	0.2724310966 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
228 	0.2730144358  	0.2730144358 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1271 	0.2730370345  	0.2730370345 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1156 	0.2730353425  	0.2730353425 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1365 	0.2732867248  	0.2732867248 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1385 	0.2735183168  	0.2735183168 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
979 	0.2735554578  	0.2735554578 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
400 	0.2736307901  	0.2736307901 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1337 	0.2739574446  	0.2739574446 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1624 	0.2739273626  	0.2739273626 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1383 	0.2736151472  	0.2736151472 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1993 	0.2740713389  	0.2740713389 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
403 	0.27405915  	0.27405915 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
270 	0.2739995782  	0.2739995782 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1022 	0.2744889425  	0.2744889425 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
533 	0.2744044565  	0.2744044565 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
318 	0.2742243326  	0.2742243326 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1050 	0.2745005354  	0.2745005354 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1805 	0.2746688221  	0.2746688221 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
255 	0.2746993407  	0.2746993407 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
911 	0.2751074816  	0.2751074816 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
154 	0.2755093699  	0.2755093699 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1866 	0.2754045781  	0.2754045781 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1830 	0.2755757947  	0.2755757947 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
265 	0.2755813316  	0.2755813316 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
451 	0.2756407349  	0.2756407349 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
448 	0.275592803  	0.275592803 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1012 	0.275642149  	0.275642149 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1947 	0.2719732276  	0.2719732276 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1391 	0.275692321  	0.275692321 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
428 	0.2759126258  	0.2759126258 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1575 	0.2759178415  	0.2759178415 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
861 	0.2763318023  	0.2763318023 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
895 	0.274691315  	0.274691315 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1053 	0.2753856577  	0.2753856577 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
935 	0.2764767627  	0.2764767627 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
927 	0.2772589329  	0.2772589329 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1349 	0.2763359942  	0.2763359942 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1917 	0.2770122658  	0.2770122658 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
907 	0.2767569139  	0.2767569139 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
387 	0.2773024688  	0.2773024688 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
774 	0.2767630909  	0.2767630909 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
673 	0.275988454  	0.275988454 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1770 	0.277318154  	0.277318154 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1914 	0.2776170015  	0.2776170015 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1956 	0.2774428056  	0.2774428056 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
991 	0.2774484919  	0.2774484919 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
302 	0.2777307139  	0.2777307139 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
335 	0.2778602283  	0.2778602283 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
241 	0.2780212044  	0.2780212044 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1520 	0.2778284978  	0.2778284978 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
343 	0.2784468207  	0.2784468207 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1198 	0.2785024795  	0.2785024795 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
551 	0.278366856  	0.278366856 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1591 	0.2781955197  	0.2781955197 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
382 	0.2790637584  	0.2790637584 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
639 	0.2788269043  	0.2788269043 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
948 	0.2788731553  	0.2788731553 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
396 	0.2789856594  	0.2789856594 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
442 	0.2790818737  	0.2790818737 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1397 	0.2791216148  	0.2791216148 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1443 	0.2792171939  	0.2792171939 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1869 	0.2792939956  	0.2792939956 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
900 	0.2792924466  	0.2792924466 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1954 	0.2793532938  	0.2793532938 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1769 	0.2794986479  	0.2794986479 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
444 	0.2793696336  	0.2793696336 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
626 	0.2797950355  	0.2797950355 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
955 	0.2798670134  	0.2798670134 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
528 	0.2798836618  	0.2798836618 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1630 	0.2802032542  	0.2802032542 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
97 	0.2803064253  	0.2803064253 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1658 	0.2803577925  	0.2803577925 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
733 	0.2802604284  	0.2802604284 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
923 	0.2802298387  	0.2802298387 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
242 	0.280473823  	0.280473823 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1331 	0.2805430143  	0.2805430143 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1032 	0.2804860106  	0.2804860106 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
435 	0.2806205564  	0.2806205564 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1540 	0.2807044957  	0.2807044957 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1599 	0.2809158552  	0.2809158552 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1192 	0.2807571898  	0.2807571898 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
842 	0.2807616611  	0.2807616611 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1130 	0.2810527038  	0.2810527038 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1772 	0.2809112914  	0.2809112914 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1655 	0.2808326139  	0.2808326139 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1427 	0.2815905328  	0.2815905328 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
287 	0.2815929258  	0.2815929258 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
