num 	nn0 	nn0 	age_value 
621 	0.2531906365 	0.2531906365 	4.975979e-03 	
292 	0.2532834047 	0.2532834047 	4.975979e-03 	
627 	0.2534243405 	0.2534243405 	4.975979e-03 	
677 	0.2535291546 	0.2535291546 	4.975979e-03 	
752 	0.2535424107 	0.2535424107 	4.975979e-03 	
1072 	0.2537974344 	0.2537974344 	4.975979e-03 	
1628 	0.2539017663 	0.2539017663 	4.975979e-03 	
965 	0.2539070676 	0.2539070676 	4.975979e-03 	
1303 	0.2543304723 	0.2543304723 	4.975979e-03 	
201 	0.2543733256 	0.2543733256 	4.975979e-03 	
1238 	0.2544616402 	0.2544616402 	4.975979e-03 	
690 	0.2545123562 	0.2545123562 	4.975979e-03 	
791 	0.2552338349 	0.2552338349 	4.975979e-03 	
732 	0.255385634 	0.255385634 	4.975979e-03 	
469 	0.2554171027 	0.2554171027 	4.975979e-03 	
173 	0.2548992451 	0.2548992451 	4.975979e-03 	
1852 	0.2555271991 	0.2555271991 	4.975979e-03 	
1758 	0.2555502428 	0.2555502428 	4.975979e-03 	
1394 	0.2554893561 	0.2554893561 	4.975979e-03 	
1722 	0.2556314783 	0.2556314783 	4.975979e-03 	
559 	0.2557949952 	0.2557949952 	4.975979e-03 	
1656 	0.2561922676 	0.2561922676 	4.975979e-03 	
1551 	0.2560699246 	0.2560699246 	4.975979e-03 	
1291 	0.2561485336 	0.2561485336 	4.975979e-03 	
1094 	0.2563008437 	0.2563008437 	4.975979e-03 	
1637 	0.2563134241 	0.2563134241 	4.975979e-03 	
970 	0.2564717653 	0.2564717653 	4.975979e-03 	
1321 	0.2573503351 	0.2573503351 	4.975979e-03 	
1846 	0.2569091366 	0.2569091366 	4.975979e-03 	
102 	0.2566144243 	0.2566144243 	4.975979e-03 	
542 	0.2565344914 	0.2565344914 	4.975979e-03 	
886 	0.2565370238 	0.2565370238 	4.975979e-03 	
1275 	0.2565162299 	0.2565162299 	4.975979e-03 	
1362 	0.2573123834 	0.2573123834 	4.975979e-03 	
546 	0.2580799816 	0.2580799816 	4.975979e-03 	
1264 	0.2581220749 	0.2581220749 	4.975979e-03 	
471 	0.2581289508 	0.2581289508 	4.975979e-03 	
1573 	0.2582113967 	0.2582113967 	4.975979e-03 	
235 	0.2582772826 	0.2582772826 	4.975979e-03 	
1367 	0.2582838545 	0.2582838545 	4.975979e-03 	
588 	0.2583032493 	0.2583032493 	4.975979e-03 	
1779 	0.2583182799 	0.2583182799 	4.975979e-03 	
480 	0.2586344131 	0.2586344131 	4.975979e-03 	
548 	0.2584427752 	0.2584427752 	4.975979e-03 	
86 	0.258345393 	0.258345393 	4.975979e-03 	
171 	0.2587818135 	0.2587818135 	4.975979e-03 	
565 	0.2588559768 	0.2588559768 	4.975979e-03 	
668 	0.2588555932 	0.2588555932 	4.975979e-03 	
464 	0.2589506722 	0.2589506722 	4.975979e-03 	
641 	0.2604068571 	0.2604068571 	4.975979e-03 	
1054 	0.2589693046 	0.2589693046 	4.975979e-03 	
1462 	0.2593226085 	0.2593226085 	4.975979e-03 	
1305 	0.2603017701 	0.2603017701 	4.975979e-03 	
13 	0.2601621666 	0.2601621666 	4.975979e-03 	
22 	0.2595399388 	0.2595399388 	4.975979e-03 	
1717 	0.2595841357 	0.2595841357 	4.975979e-03 	
1466 	0.2605465789 	0.2605465789 	4.975979e-03 	
198 	0.2605805354 	0.2605805354 	4.975979e-03 	
251 	0.2606986313 	0.2606986313 	4.975979e-03 	
219 	0.2606876816 	0.2606876816 	4.975979e-03 	
1557 	0.2606755122 	0.2606755122 	4.975979e-03 	
1614 	0.2617056628 	0.2617056628 	4.975979e-03 	
1465 	0.2617339194 	0.2617339194 	4.975979e-03 	
748 	0.2618284331 	0.2618284331 	4.975979e-03 	
1282 	0.2619873838 	0.2619873838 	4.975979e-03 	
1550 	0.2624138527 	0.2624138527 	4.975979e-03 	
655 	0.2620685057 	0.2620685057 	4.975979e-03 	
123 	0.2624011859 	0.2624011859 	4.975979e-03 	
1788 	0.2624782463 	0.2624782463 	4.975979e-03 	
514 	0.2608998145 	0.2608998145 	4.975979e-03 	
929 	0.26236658 	0.26236658 	4.975979e-03 	
874 	0.2626133361 	0.2626133361 	4.975979e-03 	
1740 	0.262552843 	0.262552843 	4.975979e-03 	
1880 	0.2627968522 	0.2627968522 	4.975979e-03 	
517 	0.2628523706 	0.2628523706 	4.975979e-03 	
162 	0.2626281364 	0.2626281364 	4.975979e-03 	
1127 	0.262689002 	0.262689002 	4.975979e-03 	
1069 	0.2629907694 	0.2629907694 	4.975979e-03 	
552 	0.2629993951 	0.2629993951 	4.975979e-03 	
615 	0.2628689949 	0.2628689949 	4.975979e-03 	
1089 	0.2630068679 	0.2630068679 	4.975979e-03 	
1268 	0.2632667274 	0.2632667274 	4.975979e-03 	
1220 	0.2632858019 	0.2632858019 	4.975979e-03 	
61 	0.2633049636 	0.2633049636 	4.975979e-03 	
212 	0.2637784227 	0.2637784227 	4.975979e-03 	
1468 	0.2634753381 	0.2634753381 	4.975979e-03 	
1757 	0.2637169029 	0.2637169029 	4.975979e-03 	
1183 	0.2633796004 	0.2633796004 	4.975979e-03 	
122 	0.2638208683 	0.2638208683 	4.975979e-03 	
797 	0.2634775721 	0.2634775721 	4.975979e-03 	
1390 	0.2642276314 	0.2642276314 	4.975979e-03 	
562 	0.2643495073 	0.2643495073 	4.975979e-03 	
263 	0.264305284 	0.264305284 	4.975979e-03 	
606 	0.2642786791 	0.2642786791 	4.975979e-03 	
1452 	0.2668366847 	0.2668366847 	4.975979e-03 	
739 	0.2669500264 	0.2669500264 	4.975979e-03 	
277 	0.2672744194 	0.2672744194 	4.975979e-03 	
1928 	0.2666289264 	0.2666289264 	4.975979e-03 	
338 	0.2652024535 	0.2652024535 	4.975979e-03 	
325 	0.2647294935 	0.2647294935 	4.975979e-03 	
1309 	0.2657035045 	0.2657035045 	4.975979e-03 	
878 	0.2653111298 	0.2653111298 	4.975979e-03 	
1931 	0.2653133889 	0.2653133889 	4.975979e-03 	
327 	0.2665592956 	0.2665592956 	4.975979e-03 	
375 	0.2668259775 	0.2668259775 	4.975979e-03 	
1227 	0.2667669779 	0.2667669779 	4.975979e-03 	
320 	0.2639095995 	0.2639095995 	4.975979e-03 	
484 	0.2659329056 	0.2659329056 	4.975979e-03 	
184 	0.2654311257 	0.2654311257 	4.975979e-03 	
1082 	0.2674016689 	0.2674016689 	4.975979e-03 	
1745 	0.2653433991 	0.2653433991 	4.975979e-03 	
1963 	0.2675092223 	0.2675092223 	4.975979e-03 	
1913 	0.2676942232 	0.2676942232 	4.975979e-03 	
248 	0.2677746697 	0.2677746697 	4.975979e-03 	
881 	0.2677852488 	0.2677852488 	4.975979e-03 	
1731 	0.2678058832 	0.2678058832 	4.975979e-03 	
716 	0.2679379518 	0.2679379518 	4.975979e-03 	
1491 	0.2681004008 	0.2681004008 	4.975979e-03 	
932 	0.2684018071 	0.2684018071 	4.975979e-03 	
1589 	0.2684736974 	0.2684736974 	4.975979e-03 	
1885 	0.2685237848 	0.2685237848 	4.975979e-03 	
1894 	0.2686275141 	0.2686275141 	4.975979e-03 	
1814 	0.26873595 	0.26873595 	4.975979e-03 	
1327 	0.2679917933 	0.2679917933 	4.975979e-03 	
1715 	0.268811191 	0.268811191 	4.975979e-03 	
1472 	0.2688226703 	0.2688226703 	4.975979e-03 	
703 	0.2688455608 	0.2688455608 	4.975979e-03 	
1662 	0.2689313819 	0.2689313819 	4.975979e-03 	
1490 	0.2688581456 	0.2688581456 	4.975979e-03 	
585 	0.269151055 	0.269151055 	4.975979e-03 	
341 	0.2691334463 	0.2691334463 	4.975979e-03 	
136 	0.2690059741 	0.2690059741 	4.975979e-03 	
1680 	0.2692830029 	0.2692830029 	4.975979e-03 	
1516 	0.2693809556 	0.2693809556 	4.975979e-03 	
801 	0.2695915876 	0.2695915876 	4.975979e-03 	
1025 	0.2695735651 	0.2695735651 	4.975979e-03 	
70 	0.271281434 	0.271281434 	4.975979e-03 	
1436 	0.2712539774 	0.2712539774 	4.975979e-03 	
357 	0.2703864006 	0.2703864006 	4.975979e-03 	
1809 	0.2705831596 	0.2705831596 	4.975979e-03 	
896 	0.2702361823 	0.2702361823 	4.975979e-03 	
1712 	0.270264297 	0.270264297 	4.975979e-03 	
313 	0.2697242994 	0.2697242994 	4.975979e-03 	
1066 	0.2697000547 	0.2697000547 	4.975979e-03 	
984 	0.2696370287 	0.2696370287 	4.975979e-03 	
1137 	0.2697929835 	0.2697929835 	4.975979e-03 	
1151 	0.270719085 	0.270719085 	4.975979e-03 	
617 	0.2709202701 	0.2709202701 	4.975979e-03 	
1696 	0.2710117713 	0.2710117713 	4.975979e-03 	
822 	0.2711211373 	0.2711211373 	4.975979e-03 	
1142 	0.2711433628 	0.2711433628 	4.975979e-03 	
601 	0.2697985035 	0.2697985035 	4.975979e-03 	
1547 	0.2713698591 	0.2713698591 	4.975979e-03 	
527 	0.2699149571 	0.2699149571 	4.975979e-03 	
1471 	0.271513838 	0.271513838 	4.975979e-03 	
454 	0.2715460112 	0.2715460112 	4.975979e-03 	
125 	0.2713990159 	0.2713990159 	4.975979e-03 	
622 	0.2715858974 	0.2715858974 	4.975979e-03 	
816 	0.2716780045 	0.2716780045 	4.975979e-03 	
1000 	0.2716504105 	0.2716504105 	4.975979e-03 	
723 	0.2713550339 	0.2713550339 	4.975979e-03 	
794 	0.2722585989 	0.2722585989 	4.975979e-03 	
1825 	0.2721017251 	0.2721017251 	4.975979e-03 	
354 	0.2726448003 	0.2726448003 	4.975979e-03 	
1543 	0.2720624566 	0.2720624566 	4.975979e-03 	
1120 	0.2729492554 	0.2729492554 	4.975979e-03 	
153 	0.2724310966 	0.2724310966 	4.975979e-03 	
228 	0.2730144358 	0.2730144358 	4.975979e-03 	
1271 	0.2730370345 	0.2730370345 	4.975979e-03 	
1156 	0.2730353425 	0.2730353425 	4.975979e-03 	
1365 	0.2732867248 	0.2732867248 	4.975979e-03 	
1385 	0.2735183168 	0.2735183168 	4.975979e-03 	
979 	0.2735554578 	0.2735554578 	4.975979e-03 	
400 	0.2736307901 	0.2736307901 	4.975979e-03 	
1337 	0.2739574446 	0.2739574446 	4.975979e-03 	
1624 	0.2739273626 	0.2739273626 	4.975979e-03 	
1383 	0.2736151472 	0.2736151472 	4.975979e-03 	
1993 	0.2740713389 	0.2740713389 	4.975979e-03 	
403 	0.27405915 	0.27405915 	4.975979e-03 	
270 	0.2739995782 	0.2739995782 	4.975979e-03 	
1022 	0.2744889425 	0.2744889425 	4.975979e-03 	
533 	0.2744044565 	0.2744044565 	4.975979e-03 	
318 	0.2742243326 	0.2742243326 	4.975979e-03 	
1050 	0.2745005354 	0.2745005354 	4.975979e-03 	
1805 	0.2746688221 	0.2746688221 	4.975979e-03 	
255 	0.2746993407 	0.2746993407 	4.975979e-03 	
911 	0.2751074816 	0.2751074816 	4.975979e-03 	
154 	0.2755093699 	0.2755093699 	4.975979e-03 	
1866 	0.2754045781 	0.2754045781 	4.975979e-03 	
1830 	0.2755757947 	0.2755757947 	4.975979e-03 	
265 	0.2755813316 	0.2755813316 	4.975979e-03 	
451 	0.2756407349 	0.2756407349 	4.975979e-03 	
448 	0.275592803 	0.275592803 	4.975979e-03 	
1012 	0.275642149 	0.275642149 	4.975979e-03 	
1947 	0.2719732276 	0.2719732276 	4.975979e-03 	
1391 	0.275692321 	0.275692321 	4.975979e-03 	
428 	0.2759126258 	0.2759126258 	4.975979e-03 	
1575 	0.2759178415 	0.2759178415 	4.975979e-03 	
861 	0.2763318023 	0.2763318023 	4.975979e-03 	
895 	0.274691315 	0.274691315 	4.975979e-03 	
1053 	0.2753856577 	0.2753856577 	4.975979e-03 	
935 	0.2764767627 	0.2764767627 	4.975979e-03 	
927 	0.2772589329 	0.2772589329 	4.975979e-03 	
1349 	0.2763359942 	0.2763359942 	4.975979e-03 	
1917 	0.2770122658 	0.2770122658 	4.975979e-03 	
907 	0.2767569139 	0.2767569139 	4.975979e-03 	
387 	0.2773024688 	0.2773024688 	4.975979e-03 	
774 	0.2767630909 	0.2767630909 	4.975979e-03 	
673 	0.275988454 	0.275988454 	4.975979e-03 	
1770 	0.277318154 	0.277318154 	4.975979e-03 	
1914 	0.2776170015 	0.2776170015 	4.975979e-03 	
1956 	0.2774428056 	0.2774428056 	4.975979e-03 	
991 	0.2774484919 	0.2774484919 	4.975979e-03 	
302 	0.2777307139 	0.2777307139 	4.975979e-03 	
335 	0.2778602283 	0.2778602283 	4.975979e-03 	
241 	0.2780212044 	0.2780212044 	4.975979e-03 	
1520 	0.2778284978 	0.2778284978 	4.975979e-03 	
343 	0.2784468207 	0.2784468207 	4.975979e-03 	
1198 	0.2785024795 	0.2785024795 	4.975979e-03 	
551 	0.278366856 	0.278366856 	4.975979e-03 	
1591 	0.2781955197 	0.2781955197 	4.975979e-03 	
382 	0.2790637584 	0.2790637584 	4.975979e-03 	
639 	0.2788269043 	0.2788269043 	4.975979e-03 	
948 	0.2788731553 	0.2788731553 	4.975979e-03 	
396 	0.2789856594 	0.2789856594 	4.975979e-03 	
442 	0.2790818737 	0.2790818737 	4.975979e-03 	
1397 	0.2791216148 	0.2791216148 	4.975979e-03 	
1443 	0.2792171939 	0.2792171939 	4.975979e-03 	
1869 	0.2792939956 	0.2792939956 	4.975979e-03 	
900 	0.2792924466 	0.2792924466 	4.975979e-03 	
1954 	0.2793532938 	0.2793532938 	4.975979e-03 	
1769 	0.2794986479 	0.2794986479 	4.975979e-03 	
444 	0.2793696336 	0.2793696336 	4.975979e-03 	
626 	0.2797950355 	0.2797950355 	4.975979e-03 	
955 	0.2798670134 	0.2798670134 	4.975979e-03 	
528 	0.2798836618 	0.2798836618 	4.975979e-03 	
1630 	0.2802032542 	0.2802032542 	4.975979e-03 	
97 	0.2803064253 	0.2803064253 	4.975979e-03 	
1658 	0.2803577925 	0.2803577925 	4.975979e-03 	
733 	0.2802604284 	0.2802604284 	4.975979e-03 	
923 	0.2802298387 	0.2802298387 	4.975979e-03 	
242 	0.280473823 	0.280473823 	4.975979e-03 	
1331 	0.2805430143 	0.2805430143 	4.975979e-03 	
1032 	0.2804860106 	0.2804860106 	4.975979e-03 	
435 	0.2806205564 	0.2806205564 	4.975979e-03 	
1540 	0.2807044957 	0.2807044957 	4.975979e-03 	
1599 	0.2809158552 	0.2809158552 	4.975979e-03 	
1192 	0.2807571898 	0.2807571898 	4.975979e-03 	
842 	0.2807616611 	0.2807616611 	4.975979e-03 	
1130 	0.2810527038 	0.2810527038 	4.975979e-03 	
1772 	0.2809112914 	0.2809112914 	4.975979e-03 	
1655 	0.2808326139 	0.2808326139 	4.975979e-03 	
1427 	0.2815905328 	0.2815905328 	4.975979e-03 	
287 	0.2815929258 	0.2815929258 	4.975979e-03 	
806 	0.2815419061 	0.2815419061 	4.975979e-03 	
1572 	0.2816217034 	0.2816217034 	4.975979e-03 	
1176 	0.2818346718 	0.2818346718 	4.975979e-03 	
81 	0.2822616199 	0.2822616199 	4.975979e-03 	
1796 	0.281815324 	0.281815324 	4.975979e-03 	
844 	0.2816667297 	0.2816667297 	4.975979e-03 	
1326 	0.2826698054 	0.2826698054 	4.975979e-03 	
1570 	0.2825600308 	0.2825600308 	4.975979e-03 	
3 	0.2825107641 	0.2825107641 	4.975979e-03 	
765 	0.2828254294 	0.2828254294 	4.975979e-03 	
1043 	0.2828066897 	0.2828066897 	4.975979e-03 	
523 	0.2830295307 	0.2830295307 	4.975979e-03 	
1021 	0.2828464163 	0.2828464163 	4.975979e-03 	
10 	0.2832951026 	0.2832951026 	4.975979e-03 	
835 	0.2831899082 	0.2831899082 	4.975979e-03 	
367 	0.2829681965 	0.2829681965 	4.975979e-03 	
1586 	0.2832357291 	0.2832357291 	4.975979e-03 	
1208 	0.2832954765 	0.2832954765 	4.975979e-03 	
1310 	0.2833164754 	0.2833164754 	4.975979e-03 	
1940 	0.2838102737 	0.2838102737 	4.975979e-03 	
372 	0.2838910297 	0.2838910297 	4.975979e-03 	
1342 	0.2837806353 	0.2837806353 	4.975979e-03 	
65 	0.2839091689 	0.2839091689 	4.975979e-03 	
379 	0.2839978075 	0.2839978075 	4.975979e-03 	
1554 	0.2839472291 	0.2839472291 	4.975979e-03 	
1760 	0.284087417 	0.284087417 	4.975979e-03 	
537 	0.2842636487 	0.2842636487 	4.975979e-03 	
45 	0.2843921056 	0.2843921056 	4.975979e-03 	
1088 	0.284265134 	0.284265134 	4.975979e-03 	
1320 	0.284556425 	0.284556425 	4.975979e-03 	
1422 	0.2845184387 	0.2845184387 	4.975979e-03 	
1973 	0.284480245 	0.284480245 	4.975979e-03 	
784 	0.2846003736 	0.2846003736 	4.975979e-03 	
1236 	0.2851086796 	0.2851086796 	4.975979e-03 	
1763 	0.2849379343 	0.2849379343 	4.975979e-03 	
1421 	0.2849900327 	0.2849900327 	4.975979e-03 	
1084 	0.2851673463 	0.2851673463 	4.975979e-03 	
1453 	0.2852973985 	0.2852973985 	4.975979e-03 	
688 	0.2854461819 	0.2854461819 	4.975979e-03 	
930 	0.285454849 	0.285454849 	4.975979e-03 	
1110 	0.2855270815 	0.2855270815 	4.975979e-03 	
410 	0.2857924732 	0.2857924732 	4.975979e-03 	
465 	0.2857414709 	0.2857414709 	4.975979e-03 	
877 	0.2854184422 	0.2854184422 	4.975979e-03 	
1609 	0.2860041748 	0.2860041748 	4.975979e-03 	
567 	0.28582037 	0.28582037 	4.975979e-03 	
1666 	0.2858268364 	0.2858268364 	4.975979e-03 	
1687 	0.2853231125 	0.2853231125 	4.975979e-03 	
185 	0.2859551298 	0.2859551298 	4.975979e-03 	
284 	0.2861516313 	0.2861516313 	4.975979e-03 	
1738 	0.286076578 	0.286076578 	4.975979e-03 	
60 	0.2863964753 	0.2863964753 	4.975979e-03 	
535 	0.2854711202 	0.2854711202 	4.975979e-03 	
197 	0.2863978315 	0.2863978315 	4.975979e-03 	
694 	0.2865164427 	0.2865164427 	4.975979e-03 	
1371 	0.2864068323 	0.2864068323 	4.975979e-03 	
340 	0.2868258583 	0.2868258583 	4.975979e-03 	
1221 	0.2867120815 	0.2867120815 	4.975979e-03 	
58 	0.2870173853 	0.2870173853 	4.975979e-03 	
788 	0.2871500418 	0.2871500418 	4.975979e-03 	
1855 	0.2871095686 	0.2871095686 	4.975979e-03 	
564 	0.2871823172 	0.2871823172 	4.975979e-03 	
647 	0.2881491217 	0.2881491217 	4.975979e-03 	
1509 	0.2884313316 	0.2884313316 	4.975979e-03 	
0 	0.2884872068 	0.2884872068 	4.975979e-03 	
1075 	0.2885410036 	0.2885410036 	4.975979e-03 	
549 	0.2887314855 	0.2887314855 	4.975979e-03 	
1450 	0.28876267 	0.28876267 	4.975979e-03 	
519 	0.2887917039 	0.2887917039 	4.975979e-03 	
190 	0.2887878308 	0.2887878308 	4.975979e-03 	
1234 	0.2889801754 	0.2889801754 	4.975979e-03 	
968 	0.2891356625 	0.2891356625 	4.975979e-03 	
414 	0.2890426858 	0.2890426858 	4.975979e-03 	
607 	0.2885422796 	0.2885422796 	4.975979e-03 	
1411 	0.2893706983 	0.2893706983 	4.975979e-03 	
845 	0.2892468965 	0.2892468965 	4.975979e-03 	
672 	0.2903166827 	0.2903166827 	4.975979e-03 	
1972 	0.290423692 	0.290423692 	4.975979e-03 	
409 	0.2898854546 	0.2898854546 	4.975979e-03 	
1741 	0.2893747662 	0.2893747662 	4.975979e-03 	
1536 	0.2893927162 	0.2893927162 	4.975979e-03 	
818 	0.2902360405 	0.2902360405 	4.975979e-03 	
1376 	0.2900445317 	0.2900445317 	4.975979e-03 	
761 	0.2903980447 	0.2903980447 	4.975979e-03 	
1841 	0.290529863 	0.290529863 	4.975979e-03 	
811 	0.290596396 	0.290596396 	4.975979e-03 	
1625 	0.2903182158 	0.2903182158 	4.975979e-03 	
1239 	0.290586589 	0.290586589 	4.975979e-03 	
918 	0.2907300052 	0.2907300052 	4.975979e-03 	
600 	0.2904462992 	0.2904462992 	4.975979e-03 	
766 	0.2908129401 	0.2908129401 	4.975979e-03 	
291 	0.2909461615 	0.2909461615 	4.975979e-03 	
1756 	0.2909570812 	0.2909570812 	4.975979e-03 	
1975 	0.2909952274 	0.2909952274 	4.975979e-03 	
1259 	0.2910689263 	0.2910689263 	4.975979e-03 	
867 	0.2912166695 	0.2912166695 	4.975979e-03 	
1657 	0.2910731203 	0.2910731203 	4.975979e-03 	
1851 	0.2911504793 	0.2911504793 	4.975979e-03 	
501 	0.2913762901 	0.2913762901 	4.975979e-03 	
1273 	0.2912479266 	0.2912479266 	4.975979e-03 	
1697 	0.2914049657 	0.2914049657 	4.975979e-03 	
1900 	0.2920313449 	0.2920313449 	4.975979e-03 	
990 	0.2921625608 	0.2921625608 	4.975979e-03 	
1487 	0.2922272519 	0.2922272519 	4.975979e-03 	
1926 	0.2925758949 	0.2925758949 	4.975979e-03 	
498 	0.2924941776 	0.2924941776 	4.975979e-03 	
755 	0.2922522624 	0.2922522624 	4.975979e-03 	
42 	0.2925035725 	0.2925035725 	4.975979e-03 	
210 	0.2926509601 	0.2926509601 	4.975979e-03 	
1510 	0.2930407159 	0.2930407159 	4.975979e-03 	
1294 	0.2929369851 	0.2929369851 	4.975979e-03 	
1292 	0.2930943593 	0.2930943593 	4.975979e-03 	
1665 	0.2931413178 	0.2931413178 	4.975979e-03 	
579 	0.2934806958 	0.2934806958 	4.975979e-03 	
640 	0.2933220322 	0.2933220322 	4.975979e-03 	
1478 	0.2935178093 	0.2935178093 	4.975979e-03 	
113 	0.2931957793 	0.2931957793 	4.975979e-03 	
1263 	0.2935928512 	0.2935928512 	4.975979e-03 	
1718 	0.2935561952 	0.2935561952 	4.975979e-03 	
1527 	0.2938258075 	0.2938258075 	4.975979e-03 	
1875 	0.2935950116 	0.2935950116 	4.975979e-03 	
1068 	0.2940223409 	0.2940223409 	4.975979e-03 	
1702 	0.2938283266 	0.2938283266 	4.975979e-03 	
1935 	0.2942461299 	0.2942461299 	4.975979e-03 	
985 	0.2950323174 	0.2950323174 	4.975979e-03 	
1921 	0.2942614793 	0.2942614793 	4.975979e-03 	
1563 	0.2946525756 	0.2946525756 	4.975979e-03 	
1288 	0.2945759871 	0.2945759871 	4.975979e-03 	
917 	0.2944168405 	0.2944168405 	4.975979e-03 	
1473 	0.2958954033 	0.2958954033 	4.975979e-03 	
31 	0.2954145529 	0.2954145529 	4.975979e-03 	
213 	0.2945008074 	0.2945008074 	4.975979e-03 	
322 	0.2962625926 	0.2962625926 	4.975979e-03 	
1967 	0.2944883786 	0.2944883786 	4.975979e-03 	
312 	0.2963228449 	0.2963228449 	4.975979e-03 	
497 	0.2936908879 	0.2936908879 	4.975979e-03 	
903 	0.296388597 	0.296388597 	4.975979e-03 	
888 	0.2959731226 	0.2959731226 	4.975979e-03 	
632 	0.2944960437 	0.2944960437 	4.975979e-03 	
1644 	0.296393091 	0.296393091 	4.975979e-03 	
1085 	0.2959780424 	0.2959780424 	4.975979e-03 	
1824 	0.2965164424 	0.2965164424 	4.975979e-03 	
196 	0.296501244 	0.296501244 	4.975979e-03 	
590 	0.2964095016 	0.2964095016 	4.975979e-03 	
290 	0.2965829139 	0.2965829139 	4.975979e-03 	
1998 	0.2966455789 	0.2966455789 	4.975979e-03 	
157 	0.2971119428 	0.2971119428 	4.975979e-03 	
116 	0.296704292 	0.296704292 	4.975979e-03 	
151 	0.2972014974 	0.2972014974 	4.975979e-03 	
1882 	0.297562308 	0.297562308 	4.975979e-03 	
487 	0.2973774964 	0.2973774964 	4.975979e-03 	
493 	0.2978440296 	0.2978440296 	4.975979e-03 	
1907 	0.2978357896 	0.2978357896 	4.975979e-03 	
1106 	0.2979148632 	0.2979148632 	4.975979e-03 	
658 	0.2978495162 	0.2978495162 	4.975979e-03 	
1351 	0.2979286146 	0.2979286146 	4.975979e-03 	
1162 	0.2976803699 	0.2976803699 	4.975979e-03 	
762 	0.2979259802 	0.2979259802 	4.975979e-03 	
1403 	0.2979410136 	0.2979410136 	4.975979e-03 	
1124 	0.2979598539 	0.2979598539 	4.975979e-03 	
199 	0.2980658879 	0.2980658879 	4.975979e-03 	
1165 	0.2981433234 	0.2981433234 	4.975979e-03 	
1196 	0.2982800543 	0.2982800543 	4.975979e-03 	
1115 	0.2981618409 	0.2981618409 	4.975979e-03 	
949 	0.2984124969 	0.2984124969 	4.975979e-03 	
1380 	0.2983671951 	0.2983671951 	4.975979e-03 	
85 	0.2985840618 	0.2985840618 	4.975979e-03 	
413 	0.298573551 	0.298573551 	4.975979e-03 	
1243 	0.2986170464 	0.2986170464 	4.975979e-03 	
545 	0.2985842289 	0.2985842289 	4.975979e-03 	
24 	0.2985368837 	0.2985368837 	4.975979e-03 	
661 	0.2986455631 	0.2986455631 	4.975979e-03 	
231 	0.2986468907 	0.2986468907 	4.975979e-03 	
1345 	0.2986679494 	0.2986679494 	4.975979e-03 	
1619 	0.298872909 	0.298872909 	4.975979e-03 	
1166 	0.2988232538 	0.2988232538 	4.975979e-03 	
1868 	0.2986709774 	0.2986709774 	4.975979e-03 	
1348 	0.2988795049 	0.2988795049 	4.975979e-03 	
650 	0.29952603 	0.29952603 	4.975979e-03 	
246 	0.2995056411 	0.2995056411 	4.975979e-03 	
1300 	0.2989785913 	0.2989785913 	4.975979e-03 	
1170 	0.2999641527 	0.2999641527 	4.975979e-03 	
946 	0.3005567698 	0.3005567698 	4.975979e-03 	
860 	0.3001220373 	0.3001220373 	4.975979e-03 	
1160 	0.3005772507 	0.3005772507 	4.975979e-03 	
1691 	0.2992217811 	0.2992217811 	4.975979e-03 	
1950 	0.2993855144 	0.2993855144 	4.975979e-03 	
1193 	0.3010609601 	0.3010609601 	4.975979e-03 	
1752 	0.3007739133 	0.3007739133 	4.975979e-03 	
1774 	0.3007139618 	0.3007139618 	4.975979e-03 	
972 	0.3009028984 	0.3009028984 	4.975979e-03 	
1922 	0.3008871589 	0.3008871589 	4.975979e-03 	
1957 	0.3011058119 	0.3011058119 	4.975979e-03 	
445 	0.3011968941 	0.3011968941 	4.975979e-03 	
1249 	0.3013966867 	0.3013966867 	4.975979e-03 	
1560 	0.3019502802 	0.3019502802 	4.975979e-03 	
28 	0.3033623461 	0.3033623461 	4.975979e-03 	
502 	0.3033665008 	0.3033665008 	4.975979e-03 	
363 	0.3036250877 	0.3036250877 	4.975979e-03 	
1845 	0.3024134418 	0.3024134418 	4.975979e-03 	
730 	0.302231878 	0.302231878 	4.975979e-03 	
662 	0.3025842129 	0.3025842129 	4.975979e-03 	
1254 	0.3019797418 	0.3019797418 	4.975979e-03 	
440 	0.3021744726 	0.3021744726 	4.975979e-03 	
1711 	0.3021397883 	0.3021397883 	4.975979e-03 	
1827 	0.3029989265 	0.3029989265 	4.975979e-03 	
737 	0.3029693932 	0.3029693932 	4.975979e-03 	
857 	0.3033266004 	0.3033266004 	4.975979e-03 	
1530 	0.3026848988 	0.3026848988 	4.975979e-03 	
80 	0.301958204 	0.301958204 	4.975979e-03 	
586 	0.3037072307 	0.3037072307 	4.975979e-03 	
507 	0.3023038271 	0.3023038271 	4.975979e-03 	
315 	0.3033050104 	0.3033050104 	4.975979e-03 	
1018 	0.3037091994 	0.3037091994 	4.975979e-03 	
819 	0.303906348 	0.303906348 	4.975979e-03 	
780 	0.3042958742 	0.3042958742 	4.975979e-03 	
1904 	0.3044273421 	0.3044273421 	4.975979e-03 	
1081 	0.3044292053 	0.3044292053 	4.975979e-03 	
1488 	0.3044463729 	0.3044463729 	4.975979e-03 	
75 	0.3039127426 	0.3039127426 	4.975979e-03 	
260 	0.3044755134 	0.3044755134 	4.975979e-03 	
555 	0.3042413312 	0.3042413312 	4.975979e-03 	
368 	0.304527548 	0.304527548 	4.975979e-03 	
