num 	nn0 	nn0 	age_value 
297 	0.304796942 	0.304796942 	4.975979e-03 	
1361 	0.3048815142 	0.3048815142 	4.975979e-03 	
192 	0.3048951362 	0.3048951362 	4.975979e-03 	
1417 	0.3053232181 	0.3053232181 	4.975979e-03 	
1952 	0.3050481948 	0.3050481948 	4.975979e-03 	
1366 	0.3054374303 	0.3054374303 	4.975979e-03 	
975 	0.3056542288 	0.3056542288 	4.975979e-03 	
1574 	0.3056761358 	0.3056761358 	4.975979e-03 	
1489 	0.3054115575 	0.3054115575 	4.975979e-03 	
296 	0.3056475703 	0.3056475703 	4.975979e-03 	
783 	0.3058349166 	0.3058349166 	4.975979e-03 	
158 	0.3057499658 	0.3057499658 	4.975979e-03 	
561 	0.3062483751 	0.3062483751 	4.975979e-03 	
1533 	0.3064386409 	0.3064386409 	4.975979e-03 	
1886 	0.3063897026 	0.3063897026 	4.975979e-03 	
905 	0.3065457031 	0.3065457031 	4.975979e-03 	
1669 	0.3067312141 	0.3067312141 	4.975979e-03 	
112 	0.3067125687 	0.3067125687 	4.975979e-03 	
1693 	0.306438785 	0.306438785 	4.975979e-03 	
326 	0.3068013524 	0.3068013524 	4.975979e-03 	
470 	0.3069275167 	0.3069275167 	4.975979e-03 	
1253 	0.3068862066 	0.3068862066 	4.975979e-03 	
689 	0.3077354856 	0.3077354856 	4.975979e-03 	
244 	0.3075664336 	0.3075664336 	4.975979e-03 	
424 	0.3071713088 	0.3071713088 	4.975979e-03 	
1135 	0.3072622531 	0.3072622531 	4.975979e-03 	
1641 	0.3074861308 	0.3074861308 	4.975979e-03 	
390 	0.3073267467 	0.3073267467 	4.975979e-03 	
1218 	0.3081597847 	0.3081597847 	4.975979e-03 	
1640 	0.3080428911 	0.3080428911 	4.975979e-03 	
1943 	0.3082601283 	0.3082601283 	4.975979e-03 	
1090 	0.3086968471 	0.3086968471 	4.975979e-03 	
1925 	0.3077721141 	0.3077721141 	4.975979e-03 	
612 	0.3078563601 	0.3078563601 	4.975979e-03 	
1608 	0.3079648662 	0.3079648662 	4.975979e-03 	
1727 	0.3088765841 	0.3088765841 	4.975979e-03 	
636 	0.3083893758 	0.3083893758 	4.975979e-03 	
1896 	0.3088798136 	0.3088798136 	4.975979e-03 	
1161 	0.3084918829 	0.3084918829 	4.975979e-03 	
1506 	0.3089996818 	0.3089996818 	4.975979e-03 	
83 	0.307787596 	0.307787596 	4.975979e-03 	
35 	0.3088644472 	0.3088644472 	4.975979e-03 	
892 	0.3090547561 	0.3090547561 	4.975979e-03 	
87 	0.3090914829 	0.3090914829 	4.975979e-03 	
1515 	0.3091667071 	0.3091667071 	4.975979e-03 	
238 	0.3093620104 	0.3093620104 	4.975979e-03 	
910 	0.3093968471 	0.3093968471 	4.975979e-03 	
331 	0.3093822437 	0.3093822437 	4.975979e-03 	
1736 	0.3097212721 	0.3097212721 	4.975979e-03 	
342 	0.3099194389 	0.3099194389 	4.975979e-03 	
1690 	0.3097312808 	0.3097312808 	4.975979e-03 	
994 	0.3099941586 	0.3099941586 	4.975979e-03 	
532 	0.3101274637 	0.3101274637 	4.975979e-03 	
1773 	0.309934598 	0.309934598 	4.975979e-03 	
360 	0.3106121853 	0.3106121853 	4.975979e-03 	
1459 	0.3100858039 	0.3100858039 	4.975979e-03 	
1792 	0.3098973538 	0.3098973538 	4.975979e-03 	
657 	0.3104892439 	0.3104892439 	4.975979e-03 	
245 	0.3105395696 	0.3105395696 	4.975979e-03 	
802 	0.31073478 	0.31073478 	4.975979e-03 	
1017 	0.3110467783 	0.3110467783 	4.975979e-03 	
913 	0.3110927149 	0.3110927149 	4.975979e-03 	
1159 	0.3113300598 	0.3113300598 	4.975979e-03 	
1425 	0.3114199632 	0.3114199632 	4.975979e-03 	
301 	0.3119872658 	0.3119872658 	4.975979e-03 	
1492 	0.3115439736 	0.3115439736 	4.975979e-03 	
1341 	0.3115959862 	0.3115959862 	4.975979e-03 	
1847 	0.3121828153 	0.3121828153 	4.975979e-03 	
1820 	0.3114223547 	0.3114223547 	4.975979e-03 	
805 	0.311172291 	0.311172291 	4.975979e-03 	
1924 	0.3122629713 	0.3122629713 	4.975979e-03 	
1782 	0.3112657907 	0.3112657907 	4.975979e-03 	
1338 	0.3113853963 	0.3113853963 	4.975979e-03 	
1224 	0.3133560666 	0.3133560666 	4.975979e-03 	
1602 	0.3134909453 	0.3134909453 	4.975979e-03 	
233 	0.3124991977 	0.3124991977 	4.975979e-03 	
712 	0.3135961904 	0.3135961904 	4.975979e-03 	
1095 	0.3130914725 	0.3130914725 	4.975979e-03 	
1036 	0.3125934879 	0.3125934879 	4.975979e-03 	
656 	0.3134688577 	0.3134688577 	4.975979e-03 	
452 	0.3126746744 	0.3126746744 	4.975979e-03 	
1322 	0.3130912242 	0.3130912242 	4.975979e-03 	
49 	0.3129847959 	0.3129847959 	4.975979e-03 	
735 	0.3133441628 	0.3133441628 	4.975979e-03 	
1212 	0.3126427005 	0.3126427005 	4.975979e-03 	
1037 	0.3124904949 	0.3124904949 	4.975979e-03 	
997 	0.3123232931 	0.3123232931 	4.975979e-03 	
69 	0.3136233098 	0.3136233098 	4.975979e-03 	
1011 	0.3136242739 	0.3136242739 	4.975979e-03 	
1430 	0.3138265186 	0.3138265186 	4.975979e-03 	
1278 	0.3138554645 	0.3138554645 	4.975979e-03 	
62 	0.3138718992 	0.3138718992 	4.975979e-03 	
63 	0.3137494369 	0.3137494369 	4.975979e-03 	
893 	0.3138809652 	0.3138809652 	4.975979e-03 	
159 	0.3139684167 	0.3139684167 	4.975979e-03 	
1777 	0.3139371743 	0.3139371743 	4.975979e-03 	
1250 	0.3141540695 	0.3141540695 	4.975979e-03 	
520 	0.3141931344 	0.3141931344 	4.975979e-03 	
26 	0.3150680781 	0.3150680781 	4.975979e-03 	
66 	0.3142275372 	0.3142275372 	4.975979e-03 	
1590 	0.3142997107 	0.3142997107 	4.975979e-03 	
854 	0.314623862 	0.314623862 	4.975979e-03 	
1040 	0.3143902348 	0.3143902348 	4.975979e-03 	
491 	0.3145252512 	0.3145252512 	4.975979e-03 	
1091 	0.315713003 	0.315713003 	4.975979e-03 	
1015 	0.3154617126 	0.3154617126 	4.975979e-03 	
841 	0.3158314843 	0.3158314843 	4.975979e-03 	
1585 	0.315090203 	0.315090203 	4.975979e-03 	
1611 	0.3151721886 	0.3151721886 	4.975979e-03 	
692 	0.3154440657 	0.3154440657 	4.975979e-03 	
1613 	0.3154471383 	0.3154471383 	4.975979e-03 	
1323 	0.3152577856 	0.3152577856 	4.975979e-03 	
1418 	0.3160061767 	0.3160061767 	4.975979e-03 	
846 	0.3160420493 	0.3160420493 	4.975979e-03 	
1675 	0.3164474877 	0.3164474877 	4.975979e-03 	
1595 	0.3167572204 	0.3167572204 	4.975979e-03 	
273 	0.3162205974 	0.3162205974 	4.975979e-03 	
1968 	0.3167531417 	0.3167531417 	4.975979e-03 	
147 	0.3169453833 	0.3169453833 	4.975979e-03 	
1109 	0.3179052488 	0.3179052488 	4.975979e-03 	
1003 	0.3180236061 	0.3180236061 	4.975979e-03 	
1512 	0.3181531343 	0.3181531343 	4.975979e-03 	
676 	0.3180437475 	0.3180437475 	4.975979e-03 	
370 	0.3175053108 	0.3175053108 	4.975979e-03 	
1890 	0.317923323 	0.317923323 	4.975979e-03 	
566 	0.3176469261 	0.3176469261 	4.975979e-03 	
1629 	0.3183006298 	0.3183006298 	4.975979e-03 	
667 	0.3184164694 	0.3184164694 	4.975979e-03 	
550 	0.3184613248 	0.3184613248 	4.975979e-03 	
252 	0.3185664586 	0.3185664586 	4.975979e-03 	
1626 	0.3187904034 	0.3187904034 	4.975979e-03 	
46 	0.3188267102 	0.3188267102 	4.975979e-03 	
1093 	0.3183061516 	0.3183061516 	4.975979e-03 	
133 	0.3188856763 	0.3188856763 	4.975979e-03 	
1567 	0.3189449949 	0.3189449949 	4.975979e-03 	
1652 	0.3190705375 	0.3190705375 	4.975979e-03 	
111 	0.3190686128 	0.3190686128 	4.975979e-03 	
1232 	0.3192372838 	0.3192372838 	4.975979e-03 	
1448 	0.3193532373 	0.3193532373 	4.975979e-03 	
280 	0.3194261541 	0.3194261541 	4.975979e-03 	
602 	0.3193621229 	0.3193621229 	4.975979e-03 	
172 	0.3195424189 	0.3195424189 	4.975979e-03 	
41 	0.3190915559 	0.3190915559 	4.975979e-03 	
90 	0.319577557 	0.319577557 	4.975979e-03 	
1148 	0.3196141872 	0.3196141872 	4.975979e-03 	
581 	0.31963798 	0.31963798 	4.975979e-03 	
108 	0.3198045291 	0.3198045291 	4.975979e-03 	
490 	0.3199525155 	0.3199525155 	4.975979e-03 	
1231 	0.3199780145 	0.3199780145 	4.975979e-03 	
720 	0.3200009313 	0.3200009313 	4.975979e-03 	
188 	0.3203674886 	0.3203674886 	4.975979e-03 	
1670 	0.3203738591 	0.3203738591 	4.975979e-03 	
823 	0.3208976935 	0.3208976935 	4.975979e-03 	
1029 	0.3204625542 	0.3204625542 	4.975979e-03 	
130 	0.3208335672 	0.3208335672 	4.975979e-03 	
306 	0.3210037098 	0.3210037098 	4.975979e-03 	
131 	0.3209695926 	0.3209695926 	4.975979e-03 	
988 	0.3212389439 	0.3212389439 	4.975979e-03 	
715 	0.3222901593 	0.3222901593 	4.975979e-03 	
1577 	0.3214225805 	0.3214225805 	4.975979e-03 	
653 	0.3212388304 	0.3212388304 	4.975979e-03 	
1842 	0.3222311029 	0.3222311029 	4.975979e-03 	
1173 	0.3212219793 	0.3212219793 	4.975979e-03 	
1801 	0.3217841128 	0.3217841128 	4.975979e-03 	
1505 	0.3217328451 	0.3217328451 	4.975979e-03 	
1831 	0.3220860446 	0.3220860446 	4.975979e-03 	
829 	0.3216648348 	0.3216648348 	4.975979e-03 	
476 	0.3226176363 	0.3226176363 	4.975979e-03 	
1008 	0.3226763852 	0.3226763852 	4.975979e-03 	
1065 	0.3230969304 	0.3230969304 	4.975979e-03 	
1484 	0.3234426889 	0.3234426889 	4.975979e-03 	
1317 	0.3213564316 	0.3213564316 	4.975979e-03 	
1945 	0.3216499379 	0.3216499379 	4.975979e-03 	
864 	0.3230594485 	0.3230594485 	4.975979e-03 	
337 	0.3213431089 	0.3213431089 	4.975979e-03 	
603 	0.321409269 	0.321409269 	4.975979e-03 	
1829 	0.3236056294 	0.3236056294 	4.975979e-03 	
589 	0.3233102351 	0.3233102351 	4.975979e-03 	
1086 	0.3240282374 	0.3240282374 	4.975979e-03 	
914 	0.3237447734 	0.3237447734 	4.975979e-03 	
378 	0.3238834114 	0.3238834114 	4.975979e-03 	
1988 	0.3240141498 	0.3240141498 	4.975979e-03 	
309 	0.3238604772 	0.3238604772 	4.975979e-03 	
208 	0.3238160754 	0.3238160754 	4.975979e-03 	
742 	0.3241498252 	0.3241498252 	4.975979e-03 	
707 	0.3241153863 	0.3241153863 	4.975979e-03 	
1759 	0.3242010179 	0.3242010179 	4.975979e-03 	
684 	0.3241949636 	0.3241949636 	4.975979e-03 	
1716 	0.3242073261 	0.3242073261 	4.975979e-03 	
1476 	0.3243495916 	0.3243495916 	4.975979e-03 	
1523 	0.324404736 	0.324404736 	4.975979e-03 	
317 	0.3248869606 	0.3248869606 	4.975979e-03 	
1724 	0.325557001 	0.325557001 	4.975979e-03 	
175 	0.3254009529 	0.3254009529 	4.975979e-03 	
651 	0.3256053395 	0.3256053395 	4.975979e-03 	
1633 	0.3249691414 	0.3249691414 	4.975979e-03 	
583 	0.3247181997 	0.3247181997 	4.975979e-03 	
1464 	0.3248246125 	0.3248246125 	4.975979e-03 	
928 	0.3256466293 	0.3256466293 	4.975979e-03 	
1638 	0.3257875535 	0.3257875535 	4.975979e-03 	
1440 	0.3258682082 	0.3258682082 	4.975979e-03 	
1881 	0.3259388508 	0.3259388508 	4.975979e-03 	
952 	0.325997935 	0.325997935 	4.975979e-03 	
605 	0.3260317313 	0.3260317313 	4.975979e-03 	
1171 	0.3261233421 	0.3261233421 	4.975979e-03 	
1358 	0.3264132179 	0.3264132179 	4.975979e-03 	
1071 	0.3262000515 	0.3262000515 	4.975979e-03 	
1857 	0.3262963216 	0.3262963216 	4.975979e-03 	
321 	0.3264356291 	0.3264356291 	4.975979e-03 	
329 	0.3266525992 	0.3266525992 	4.975979e-03 	
821 	0.3269292393 	0.3269292393 	4.975979e-03 	
1134 	0.3270846076 	0.3270846076 	4.975979e-03 	
664 	0.3270910471 	0.3270910471 	4.975979e-03 	
630 	0.3273132202 	0.3273132202 	4.975979e-03 	
1700 	0.3272378089 	0.3272378089 	4.975979e-03 	
597 	0.327906409 	0.327906409 	4.975979e-03 	
18 	0.3276933872 	0.3276933872 	4.975979e-03 	
1070 	0.3281574939 	0.3281574939 	4.975979e-03 	
1179 	0.327854997 	0.327854997 	4.975979e-03 	
1155 	0.3276386603 	0.3276386603 	4.975979e-03 	
345 	0.3276118342 	0.3276118342 	4.975979e-03 	
385 	0.3282836175 	0.3282836175 	4.975979e-03 	
1392 	0.3284818737 	0.3284818737 	4.975979e-03 	
1235 	0.3284196193 	0.3284196193 	4.975979e-03 	
21 	0.3284569628 	0.3284569628 	4.975979e-03 	
1400 	0.3283804431 	0.3283804431 	4.975979e-03 	
1862 	0.3285638357 	0.3285638357 	4.975979e-03 	
1546 	0.3288383882 	0.3288383882 	4.975979e-03 	
393 	0.3285841463 	0.3285841463 	4.975979e-03 	
100 	0.3285750012 	0.3285750012 	4.975979e-03 	
1708 	0.3290213281 	0.3290213281 	4.975979e-03 	
1549 	0.3294473745 	0.3294473745 	4.975979e-03 	
71 	0.3294700161 	0.3294700161 	4.975979e-03 	
1647 	0.3292847568 	0.3292847568 	4.975979e-03 	
1062 	0.3296548562 	0.3296548562 	4.975979e-03 	
350 	0.3295587057 	0.3295587057 	4.975979e-03 	
1295 	0.3285702181 	0.3285702181 	4.975979e-03 	
1078 	0.3297188279 	0.3297188279 	4.975979e-03 	
1407 	0.3296261864 	0.3296261864 	4.975979e-03 	
871 	0.3298767354 	0.3298767354 	4.975979e-03 	
541 	0.329934641 	0.329934641 	4.975979e-03 	
1764 	0.3296535917 	0.3296535917 	4.975979e-03 	
1755 	0.3299995988 	0.3299995988 	4.975979e-03 	
314 	0.3304310419 	0.3304310419 	4.975979e-03 	
1826 	0.3302965799 	0.3302965799 	4.975979e-03 	
594 	0.3303236885 	0.3303236885 	4.975979e-03 	
1996 	0.3301542214 	0.3301542214 	4.975979e-03 	
756 	0.330343736 	0.330343736 	4.975979e-03 	
807 	0.3301277763 	0.3301277763 	4.975979e-03 	
483 	0.3304703707 	0.3304703707 	4.975979e-03 	
511 	0.3305135236 	0.3305135236 	4.975979e-03 	
1260 	0.3309777099 	0.3309777099 	4.975979e-03 	
1531 	0.3305141463 	0.3305141463 	4.975979e-03 	
1623 	0.3314089254 	0.3314089254 	4.975979e-03 	
595 	0.331467244 	0.331467244 	4.975979e-03 	
298 	0.3313149437 	0.3313149437 	4.975979e-03 	
671 	0.3315391819 	0.3315391819 	4.975979e-03 	
504 	0.3315841335 	0.3315841335 	4.975979e-03 	
1932 	0.3329922675 	0.3329922675 	4.975979e-03 	
1335 	0.3325805982 	0.3325805982 	4.975979e-03 	
1057 	0.3316226059 	0.3316226059 	4.975979e-03 	
272 	0.3322962404 	0.3322962404 	4.975979e-03 	
1870 	0.3330537094 	0.3330537094 	4.975979e-03 	
1911 	0.3330938257 	0.3330938257 	4.975979e-03 	
1871 	0.3320230526 	0.3320230526 	4.975979e-03 	
1807 	0.3331678214 	0.3331678214 	4.975979e-03 	
1181 	0.3320080647 	0.3320080647 	4.975979e-03 	
1281 	0.3328877184 	0.3328877184 	4.975979e-03 	
1467 	0.3336236667 	0.3336236667 	4.975979e-03 	
216 	0.3321128941 	0.3321128941 	4.975979e-03 	
1350 	0.3335367119 	0.3335367119 	4.975979e-03 	
1399 	0.33412128 	0.33412128 	4.975979e-03 	
980 	0.3339834591 	0.3339834591 	4.975979e-03 	
938 	0.3341667124 	0.3341667124 	4.975979e-03 	
1834 	0.3342628516 	0.3342628516 	4.975979e-03 	
1511 	0.3344073972 	0.3344073972 	4.975979e-03 	
1286 	0.3320848329 	0.3320848329 	4.975979e-03 	
195 	0.3339010616 	0.3339010616 	4.975979e-03 	
885 	0.3344557313 	0.3344557313 	4.975979e-03 	
931 	0.3345687396 	0.3345687396 	4.975979e-03 	
1343 	0.3340265244 	0.3340265244 	4.975979e-03 	
1101 	0.3346538659 	0.3346538659 	4.975979e-03 	
1513 	0.3346845823 	0.3346845823 	4.975979e-03 	
574 	0.3348552934 	0.3348552934 	4.975979e-03 	
482 	0.3348918801 	0.3348918801 	4.975979e-03 	
882 	0.3350074594 	0.3350074594 	4.975979e-03 	
223 	0.3350819373 	0.3350819373 	4.975979e-03 	
253 	0.3350506006 	0.3350506006 	4.975979e-03 	
121 	0.3353711804 	0.3353711804 	4.975979e-03 	
862 	0.3354495367 	0.3354495367 	4.975979e-03 	
126 	0.3357328714 	0.3357328714 	4.975979e-03 	
700 	0.335905402 	0.335905402 	4.975979e-03 	
1098 	0.3359252067 	0.3359252067 	4.975979e-03 	
278 	0.3358227897 	0.3358227897 	4.975979e-03 	
1605 	0.3361802569 	0.3361802569 	4.975979e-03 	
944 	0.3361891193 	0.3361891193 	4.975979e-03 	
427 	0.3363478721 	0.3363478721 	4.975979e-03 	
1837 	0.3355231839 	0.3355231839 	4.975979e-03 	
569 	0.3362171693 	0.3362171693 	4.975979e-03 	
1785 	0.3364837791 	0.3364837791 	4.975979e-03 	
54 	0.33626201 	0.33626201 	4.975979e-03 	
180 	0.336554043 	0.336554043 	4.975979e-03 	
1865 	0.3365635134 	0.3365635134 	4.975979e-03 	
798 	0.337068846 	0.337068846 	4.975979e-03 	
1152 	0.3367378163 	0.3367378163 	4.975979e-03 	
922 	0.3369799278 	0.3369799278 	4.975979e-03 	
512 	0.337166378 	0.337166378 	4.975979e-03 	
281 	0.3374113997 	0.3374113997 	4.975979e-03 	
793 	0.3374564692 	0.3374564692 	4.975979e-03 	
1028 	0.3375476784 	0.3375476784 	4.975979e-03 	
1937 	0.3379484599 	0.3379484599 	4.975979e-03 	
1893 	0.3375806795 	0.3375806795 	4.975979e-03 	
1728 	0.3384816049 	0.3384816049 	4.975979e-03 	
7 	0.3379757643 	0.3379757643 	4.975979e-03 	
1539 	0.3381203161 	0.3381203161 	4.975979e-03 	
1111 	0.3382704458 	0.3382704458 	4.975979e-03 	
849 	0.3382197698 	0.3382197698 	4.975979e-03 	
404 	0.3385664304 	0.3385664304 	4.975979e-03 	
728 	0.338576832 	0.338576832 	4.975979e-03 	
1389 	0.3386966505 	0.3386966505 	4.975979e-03 	
82 	0.3385301339 	0.3385301339 	4.975979e-03 	
1960 	0.3393010795 	0.3393010795 	4.975979e-03 	
1800 	0.3393258958 	0.3393258958 	4.975979e-03 	
995 	0.3393495807 	0.3393495807 	4.975979e-03 	
924 	0.3396707128 	0.3396707128 	4.975979e-03 	
1621 	0.3395166444 	0.3395166444 	4.975979e-03 	
961 	0.3394443107 	0.3394443107 	4.975979e-03 	
288 	0.3402326024 	0.3402326024 	4.975979e-03 	
1683 	0.3398270393 	0.3398270393 	4.975979e-03 	
1009 	0.340457771 	0.340457771 	4.975979e-03 	
1026 	0.3403500371 	0.3403500371 	4.975979e-03 	
1047 	0.340253788 	0.340253788 	4.975979e-03 	
1497 	0.3397773715 	0.3397773715 	4.975979e-03 	
139 	0.3399542814 	0.3399542814 	4.975979e-03 	
1569 	0.3408215918 	0.3408215918 	4.975979e-03 	
872 	0.3407218814 	0.3407218814 	4.975979e-03 	
1188 	0.3408912968 	0.3408912968 	4.975979e-03 	
643 	0.340918679 	0.340918679 	4.975979e-03 	
750 	0.3391089136 	0.3391089136 	4.975979e-03 	
1386 	0.3390613389 	0.3390613389 	4.975979e-03 	
1270 	0.3418842142 	0.3418842142 	4.975979e-03 	
1806 	0.3412451132 	0.3412451132 	4.975979e-03 	
1790 	0.3410956401 	0.3410956401 	4.975979e-03 	
1587 	0.3419477449 	0.3419477449 	4.975979e-03 	
1117 	0.3417454609 	0.3417454609 	4.975979e-03 	
558 	0.3409626169 	0.3409626169 	4.975979e-03 	
1848 	0.3409707766 	0.3409707766 	4.975979e-03 	
93 	0.3420249981 	0.3420249981 	4.975979e-03 	
1076 	0.3424821655 	0.3424821655 	4.975979e-03 	
391 	0.342302436 	0.342302436 	4.975979e-03 	
1163 	0.3424278873 	0.3424278873 	4.975979e-03 	
1410 	0.342870721 	0.342870721 	4.975979e-03 	
1726 	0.3427246281 	0.3427246281 	4.975979e-03 	
1632 	0.3436535717 	0.3436535717 	4.975979e-03 	
1325 	0.3435874436 	0.3435874436 	4.975979e-03 	
1458 	0.3436527785 	0.3436527785 	4.975979e-03 	
659 	0.3430079399 	0.3430079399 	4.975979e-03 	
1412 	0.3438412373 	0.3438412373 	4.975979e-03 	
1582 	0.3431845386 	0.3431845386 	4.975979e-03 	
205 	0.342968173 	0.342968173 	4.975979e-03 	
381 	0.3430985417 	0.3430985417 	4.975979e-03 	
1447 	0.3437080825 	0.3437080825 	4.975979e-03 	
1791 	0.3439995606 	0.3439995606 	4.975979e-03 	
826 	0.3440839996 	0.3440839996 	4.975979e-03 	
1119 	0.342508201 	0.342508201 	4.975979e-03 	
503 	0.3444294533 	0.3444294533 	4.975979e-03 	
1215 	0.3447028288 	0.3447028288 	4.975979e-03 	
638 	0.3446641866 	0.3446641866 	4.975979e-03 	
1314 	0.34450353 	0.34450353 	4.975979e-03 	
1678 	0.3446522528 	0.3446522528 	4.975979e-03 	
1898 	0.3450676755 	0.3450676755 	4.975979e-03 	
38 	0.344836506 	0.344836506 	4.975979e-03 	
1672 	0.3454346381 	0.3454346381 	4.975979e-03 	
1099 	0.3450704615 	0.3450704615 	4.975979e-03 	
295 	0.3451746078 	0.3451746078 	4.975979e-03 	
150 	0.3451567626 	0.3451567626 	4.975979e-03 	
468 	0.345178623 	0.345178623 	4.975979e-03 	
1971 	0.3454675547 	0.3454675547 	4.975979e-03 	
144 	0.3457558245 	0.3457558245 	4.975979e-03 	
1618 	0.3463510585 	0.3463510585 	4.975979e-03 	
1504 	0.3460655501 	0.3460655501 	4.975979e-03 	
439 	0.3459212251 	0.3459212251 	4.975979e-03 	
1129 	0.3465064601 	0.3465064601 	4.975979e-03 	
665 	0.3466195382 	0.3466195382 	4.975979e-03 	
670 	0.346789224 	0.346789224 	4.975979e-03 	
547 	0.3468079288 	0.3468079288 	4.975979e-03 	
1603 	0.3468616198 	0.3468616198 	4.975979e-03 	
681 	0.3468762898 	0.3468762898 	4.975979e-03 	
686 	0.3469364534 	0.3469364534 	4.975979e-03 	
556 	0.3469260208 	0.3469260208 	4.975979e-03 	
1610 	0.3469794858 	0.3469794858 	4.975979e-03 	
33 	0.3470782351 	0.3470782351 	4.975979e-03 	
1616 	0.3472066931 	0.3472066931 	4.975979e-03 	
57 	0.347437485 	0.347437485 	4.975979e-03 	
20 	0.3475214956 	0.3475214956 	4.975979e-03 	
751 	0.3469067302 	0.3469067302 	4.975979e-03 	
625 	0.3469502517 	0.3469502517 	4.975979e-03 	
43 	0.3475089625 	0.3475089625 	4.975979e-03 	
27 	0.3475523473 	0.3475523473 	4.975979e-03 	
1240 	0.3476130647 	0.3476130647 	4.975979e-03 	
36 	0.347559338 	0.347559338 	4.975979e-03 	
1216 	0.347689578 	0.347689578 	4.975979e-03 	
1245 	0.3477127753 	0.3477127753 	4.975979e-03 	
1548 	0.3486010448 	0.3486010448 	4.975979e-03 	
1353 	0.348746085 	0.348746085 	4.975979e-03 	
166 	0.3481941349 	0.3481941349 	4.975979e-03 	
1242 	0.3477103798 	0.3477103798 	4.975979e-03 	
1431 	0.3488197857 	0.3488197857 	4.975979e-03 	
531 	0.3494162533 	0.3494162533 	4.975979e-03 	
538 	0.3493778655 	0.3493778655 	4.975979e-03 	
1765 	0.3494918669 	0.3494918669 	4.975979e-03 	
1749 	0.3491339914 	0.3491339914 	4.975979e-03 	
757 	0.3496755385 	0.3496755385 	4.975979e-03 	
164 	0.3495684512 	0.3495684512 	4.975979e-03 	
1783 	0.3497689199 	0.3497689199 	4.975979e-03 	
754 	0.349986977 	0.349986977 	4.975979e-03 	
1328 	0.349901337 	0.349901337 	4.975979e-03 	
457 	0.3509985587 	0.3509985587 	4.975979e-03 	
1035 	0.350165309 	0.350165309 	4.975979e-03 	
540 	0.3499023537 	0.3499023537 	4.975979e-03 	
1261 	0.3506785812 	0.3506785812 	4.975979e-03 	
1206 	0.351347359 	0.351347359 	4.975979e-03 	
462 	0.3512572843 	0.3512572843 	4.975979e-03 	
432 	0.3513711018 	0.3513711018 	4.975979e-03 	
1258 	0.3512231924 	0.3512231924 	4.975979e-03 	
1201 	0.3515492129 	0.3515492129 	4.975979e-03 	
709 	0.3518378594 	0.3518378594 	4.975979e-03 	
505 	0.3517759382 	0.3517759382 	4.975979e-03 	
1660 	0.3519862489 	0.3519862489 	4.975979e-03 	
706 	0.3520952922 	0.3520952922 	4.975979e-03 	
510 	0.3526426209 	0.3526426209 	4.975979e-03 	
1685 	0.3520068311 	0.3520068311 	4.975979e-03 	
72 	0.3527070341 	0.3527070341 	4.975979e-03 	
141 	0.3529397878 	0.3529397878 	4.975979e-03 	
1333 	0.3533999001 	0.3533999001 	4.975979e-03 	
1280 	0.3536285778 	0.3536285778 	4.975979e-03 	
1083 	0.3534899538 	0.3534899538 	4.975979e-03 	
1930 	0.3537910858 	0.3537910858 	4.975979e-03 	
1596 	0.3533991686 	0.3533991686 	4.975979e-03 	
1372 	0.3539838845 	0.3539838845 	4.975979e-03 	
1682 	0.3540603452 	0.3540603452 	4.975979e-03 	
1055 	0.3545898533 	0.3545898533 	4.975979e-03 	
1735 	0.3547513589 	0.3547513589 	4.975979e-03 	
941 	0.3545488533 	0.3545488533 	4.975979e-03 	
620 	0.3547515765 	0.3547515765 	4.975979e-03 	
1140 	0.3544416666 	0.3544416666 	4.975979e-03 	
1933 	0.3548850773 	0.3548850773 	4.975979e-03 	
1 	0.3530812122 	0.3530812122 	4.975979e-03 	
371 	0.3531923216 	0.3531923216 	4.975979e-03 	
1876 	0.3548806036 	0.3548806036 	4.975979e-03 	
836 	0.354996182 	0.354996182 	4.975979e-03 	
1363 	0.3552129975 	0.3552129975 	4.975979e-03 	
799 	0.3555332512 	0.3555332512 	4.975979e-03 	
1978 	0.3553949718 	0.3553949718 	4.975979e-03 	
1002 	0.355837428 	0.355837428 	4.975979e-03 	
138 	0.3561670576 	0.3561670576 	4.975979e-03 	
1272 	0.3561085229 	0.3561085229 	4.975979e-03 	
418 	0.3559260705 	0.3559260705 	4.975979e-03 	
460 	0.3562325926 	0.3562325926 	4.975979e-03 	
91 	0.3562759721 	0.3562759721 	4.975979e-03 	
1981 	0.3560122779 	0.3560122779 	4.975979e-03 	
421 	0.3565223557 	0.3565223557 	4.975979e-03 	
230 	0.3568353604 	0.3568353604 	4.975979e-03 	
727 	0.3569774548 	0.3569774548 	4.975979e-03 	
645 	0.3569440447 	0.3569440447 	4.975979e-03 	
884 	0.3573340269 	0.3573340269 	4.975979e-03 	
1883 	0.3575118051 	0.3575118051 	4.975979e-03 	
1899 	0.3578189819 	0.3578189819 	4.975979e-03 	
120 	0.3573187649 	0.3573187649 	4.975979e-03 	
1019 	0.3576252462 	0.3576252462 	4.975979e-03 	
352 	0.3582189306 	0.3582189306 	4.975979e-03 	
1158 	0.3576536112 	0.3576536112 	4.975979e-03 	
1743 	0.3579261301 	0.3579261301 	4.975979e-03 	
792 	0.3585218185 	0.3585218185 	4.975979e-03 	
1874 	0.3587308725 	0.3587308725 	4.975979e-03 	
1812 	0.3587833406 	0.3587833406 	4.975979e-03 	
1455 	0.3590582616 	0.3590582616 	4.975979e-03 	
