num 	nn0 	nn0 	degrad_value 
173 	0.2548992451 	0.2548992451 	2.588e-01 	
1852 	0.2555271991 	0.2555271991 	2.579e-01 	
1758 	0.2555502428 	0.2555502428 	2.579e-01 	
1394 	0.2554893561 	0.2554893561 	2.580e-01 	
1722 	0.2556314783 	0.2556314783 	2.578e-01 	
559 	0.2557949952 	0.2557949952 	2.576e-01 	
1656 	0.2561922676 	0.2561922676 	2.570e-01 	
1551 	0.2560699246 	0.2560699246 	2.572e-01 	
1291 	0.2561485336 	0.2561485336 	2.571e-01 	
1094 	0.2563008437 	0.2563008437 	2.569e-01 	
1637 	0.2563134241 	0.2563134241 	2.568e-01 	
970 	0.2564717653 	0.2564717653 	2.566e-01 	
1321 	0.2573503351 	0.2573503351 	2.554e-01 	
1846 	0.2569091366 	0.2569091366 	2.560e-01 	
102 	0.2566144243 	0.2566144243 	2.564e-01 	
542 	0.2565344914 	0.2565344914 	2.565e-01 	
886 	0.2565370238 	0.2565370238 	2.565e-01 	
1275 	0.2565162299 	0.2565162299 	2.566e-01 	
1362 	0.2573123834 	0.2573123834 	2.555e-01 	
546 	0.2580799816 	0.2580799816 	2.545e-01 	
1264 	0.2581220749 	0.2581220749 	2.544e-01 	
471 	0.2581289508 	0.2581289508 	2.544e-01 	
1573 	0.2582113967 	0.2582113967 	2.543e-01 	
235 	0.2582772826 	0.2582772826 	2.542e-01 	
1367 	0.2582838545 	0.2582838545 	2.542e-01 	
588 	0.2583032493 	0.2583032493 	2.542e-01 	
1779 	0.2583182799 	0.2583182799 	2.541e-01 	
480 	0.2586344131 	0.2586344131 	2.537e-01 	
548 	0.2584427752 	0.2584427752 	2.540e-01 	
86 	0.258345393 	0.258345393 	2.541e-01 	
171 	0.2587818135 	0.2587818135 	2.535e-01 	
565 	0.2588559768 	0.2588559768 	2.534e-01 	
668 	0.2588555932 	0.2588555932 	2.534e-01 	
464 	0.2589506722 	0.2589506722 	2.533e-01 	
641 	0.2604068571 	0.2604068571 	2.513e-01 	
1054 	0.2589693046 	0.2589693046 	2.533e-01 	
1462 	0.2593226085 	0.2593226085 	2.528e-01 	
1305 	0.2603017701 	0.2603017701 	2.515e-01 	
13 	0.2601621666 	0.2601621666 	2.517e-01 	
22 	0.2595399388 	0.2595399388 	2.525e-01 	
1717 	0.2595841357 	0.2595841357 	2.524e-01 	
1466 	0.2605465789 	0.2605465789 	2.511e-01 	
198 	0.2605805354 	0.2605805354 	2.511e-01 	
251 	0.2606986313 	0.2606986313 	2.509e-01 	
219 	0.2606876816 	0.2606876816 	2.510e-01 	
1557 	0.2606755122 	0.2606755122 	2.510e-01 	
1614 	0.2617056628 	0.2617056628 	2.496e-01 	
1465 	0.2617339194 	0.2617339194 	2.496e-01 	
748 	0.2618284331 	0.2618284331 	2.494e-01 	
1282 	0.2619873838 	0.2619873838 	2.492e-01 	
1550 	0.2624138527 	0.2624138527 	2.487e-01 	
655 	0.2620685057 	0.2620685057 	2.491e-01 	
123 	0.2624011859 	0.2624011859 	2.487e-01 	
1788 	0.2624782463 	0.2624782463 	2.486e-01 	
514 	0.2608998145 	0.2608998145 	2.507e-01 	
929 	0.26236658 	0.26236658 	2.487e-01 	
874 	0.2626133361 	0.2626133361 	2.484e-01 	
1740 	0.262552843 	0.262552843 	2.485e-01 	
1880 	0.2627968522 	0.2627968522 	2.482e-01 	
517 	0.2628523706 	0.2628523706 	2.481e-01 	
162 	0.2626281364 	0.2626281364 	2.484e-01 	
1127 	0.262689002 	0.262689002 	2.483e-01 	
1069 	0.2629907694 	0.2629907694 	2.479e-01 	
552 	0.2629993951 	0.2629993951 	2.479e-01 	
615 	0.2628689949 	0.2628689949 	2.481e-01 	
1089 	0.2630068679 	0.2630068679 	2.479e-01 	
1268 	0.2632667274 	0.2632667274 	2.476e-01 	
1220 	0.2632858019 	0.2632858019 	2.475e-01 	
61 	0.2633049636 	0.2633049636 	2.475e-01 	
212 	0.2637784227 	0.2637784227 	2.469e-01 	
1468 	0.2634753381 	0.2634753381 	2.473e-01 	
1757 	0.2637169029 	0.2637169029 	2.470e-01 	
1183 	0.2633796004 	0.2633796004 	2.474e-01 	
122 	0.2638208683 	0.2638208683 	2.468e-01 	
797 	0.2634775721 	0.2634775721 	2.473e-01 	
1390 	0.2642276314 	0.2642276314 	2.463e-01 	
562 	0.2643495073 	0.2643495073 	2.461e-01 	
263 	0.264305284 	0.264305284 	2.462e-01 	
606 	0.2642786791 	0.2642786791 	2.462e-01 	
1452 	0.2668366847 	0.2668366847 	2.429e-01 	
739 	0.2669500264 	0.2669500264 	2.428e-01 	
277 	0.2672744194 	0.2672744194 	2.423e-01 	
1928 	0.2666289264 	0.2666289264 	2.432e-01 	
338 	0.2652024535 	0.2652024535 	2.450e-01 	
325 	0.2647294935 	0.2647294935 	2.456e-01 	
1309 	0.2657035045 	0.2657035045 	2.444e-01 	
878 	0.2653111298 	0.2653111298 	2.449e-01 	
1931 	0.2653133889 	0.2653133889 	2.449e-01 	
327 	0.2665592956 	0.2665592956 	2.433e-01 	
375 	0.2668259775 	0.2668259775 	2.429e-01 	
1227 	0.2667669779 	0.2667669779 	2.430e-01 	
320 	0.2639095995 	0.2639095995 	2.467e-01 	
484 	0.2659329056 	0.2659329056 	2.441e-01 	
184 	0.2654311257 	0.2654311257 	2.447e-01 	
1082 	0.2674016689 	0.2674016689 	2.422e-01 	
1745 	0.2653433991 	0.2653433991 	2.448e-01 	
1963 	0.2675092223 	0.2675092223 	2.420e-01 	
1913 	0.2676942232 	0.2676942232 	2.418e-01 	
248 	0.2677746697 	0.2677746697 	2.417e-01 	
881 	0.2677852488 	0.2677852488 	2.417e-01 	
1731 	0.2678058832 	0.2678058832 	2.417e-01 	
716 	0.2679379518 	0.2679379518 	2.415e-01 	
1491 	0.2681004008 	0.2681004008 	2.413e-01 	
932 	0.2684018071 	0.2684018071 	2.409e-01 	
1589 	0.2684736974 	0.2684736974 	2.408e-01 	
1885 	0.2685237848 	0.2685237848 	2.407e-01 	
1894 	0.2686275141 	0.2686275141 	2.406e-01 	
1814 	0.26873595 	0.26873595 	2.405e-01 	
1327 	0.2679917933 	0.2679917933 	2.414e-01 	
1715 	0.268811191 	0.268811191 	2.404e-01 	
1472 	0.2688226703 	0.2688226703 	2.404e-01 	
703 	0.2688455608 	0.2688455608 	2.403e-01 	
1662 	0.2689313819 	0.2689313819 	2.402e-01 	
1490 	0.2688581456 	0.2688581456 	2.403e-01 	
585 	0.269151055 	0.269151055 	2.399e-01 	
341 	0.2691334463 	0.2691334463 	2.400e-01 	
136 	0.2690059741 	0.2690059741 	2.401e-01 	
1680 	0.2692830029 	0.2692830029 	2.398e-01 	
1516 	0.2693809556 	0.2693809556 	2.397e-01 	
801 	0.2695915876 	0.2695915876 	2.394e-01 	
1025 	0.2695735651 	0.2695735651 	2.394e-01 	
70 	0.271281434 	0.271281434 	2.372e-01 	
1436 	0.2712539774 	0.2712539774 	2.373e-01 	
357 	0.2703864006 	0.2703864006 	2.384e-01 	
1809 	0.2705831596 	0.2705831596 	2.381e-01 	
896 	0.2702361823 	0.2702361823 	2.386e-01 	
1712 	0.270264297 	0.270264297 	2.385e-01 	
313 	0.2697242994 	0.2697242994 	2.392e-01 	
1066 	0.2697000547 	0.2697000547 	2.392e-01 	
984 	0.2696370287 	0.2696370287 	2.393e-01 	
1137 	0.2697929835 	0.2697929835 	2.391e-01 	
1151 	0.270719085 	0.270719085 	2.380e-01 	
617 	0.2709202701 	0.2709202701 	2.377e-01 	
1696 	0.2710117713 	0.2710117713 	2.376e-01 	
822 	0.2711211373 	0.2711211373 	2.375e-01 	
1142 	0.2711433628 	0.2711433628 	2.374e-01 	
601 	0.2697985035 	0.2697985035 	2.391e-01 	
1547 	0.2713698591 	0.2713698591 	2.371e-01 	
527 	0.2699149571 	0.2699149571 	2.390e-01 	
1471 	0.271513838 	0.271513838 	2.370e-01 	
454 	0.2715460112 	0.2715460112 	2.369e-01 	
125 	0.2713990159 	0.2713990159 	2.371e-01 	
622 	0.2715858974 	0.2715858974 	2.369e-01 	
816 	0.2716780045 	0.2716780045 	2.368e-01 	
1000 	0.2716504105 	0.2716504105 	2.368e-01 	
723 	0.2713550339 	0.2713550339 	2.372e-01 	
794 	0.2722585989 	0.2722585989 	2.360e-01 	
1825 	0.2721017251 	0.2721017251 	2.362e-01 	
354 	0.2726448003 	0.2726448003 	2.355e-01 	
1543 	0.2720624566 	0.2720624566 	2.363e-01 	
1120 	0.2729492554 	0.2729492554 	2.352e-01 	
153 	0.2724310966 	0.2724310966 	2.358e-01 	
228 	0.2730144358 	0.2730144358 	2.351e-01 	
1271 	0.2730370345 	0.2730370345 	2.351e-01 	
1156 	0.2730353425 	0.2730353425 	2.351e-01 	
1365 	0.2732867248 	0.2732867248 	2.347e-01 	
1385 	0.2735183168 	0.2735183168 	2.345e-01 	
979 	0.2735554578 	0.2735554578 	2.344e-01 	
400 	0.2736307901 	0.2736307901 	2.343e-01 	
1337 	0.2739574446 	0.2739574446 	2.339e-01 	
1624 	0.2739273626 	0.2739273626 	2.339e-01 	
1383 	0.2736151472 	0.2736151472 	2.343e-01 	
1993 	0.2740713389 	0.2740713389 	2.338e-01 	
403 	0.27405915 	0.27405915 	2.338e-01 	
270 	0.2739995782 	0.2739995782 	2.339e-01 	
1022 	0.2744889425 	0.2744889425 	2.332e-01 	
533 	0.2744044565 	0.2744044565 	2.334e-01 	
318 	0.2742243326 	0.2742243326 	2.336e-01 	
1050 	0.2745005354 	0.2745005354 	2.332e-01 	
1805 	0.2746688221 	0.2746688221 	2.330e-01 	
255 	0.2746993407 	0.2746993407 	2.330e-01 	
911 	0.2751074816 	0.2751074816 	2.325e-01 	
154 	0.2755093699 	0.2755093699 	2.320e-01 	
1866 	0.2754045781 	0.2754045781 	2.321e-01 	
1830 	0.2755757947 	0.2755757947 	2.319e-01 	
265 	0.2755813316 	0.2755813316 	2.319e-01 	
451 	0.2756407349 	0.2756407349 	2.318e-01 	
448 	0.275592803 	0.275592803 	2.319e-01 	
1012 	0.275642149 	0.275642149 	2.318e-01 	
1947 	0.2719732276 	0.2719732276 	2.364e-01 	
1391 	0.275692321 	0.275692321 	2.318e-01 	
428 	0.2759126258 	0.2759126258 	2.315e-01 	
1575 	0.2759178415 	0.2759178415 	2.315e-01 	
861 	0.2763318023 	0.2763318023 	2.310e-01 	
895 	0.274691315 	0.274691315 	2.330e-01 	
1053 	0.2753856577 	0.2753856577 	2.321e-01 	
935 	0.2764767627 	0.2764767627 	2.308e-01 	
927 	0.2772589329 	0.2772589329 	2.298e-01 	
1349 	0.2763359942 	0.2763359942 	2.310e-01 	
1917 	0.2770122658 	0.2770122658 	2.301e-01 	
907 	0.2767569139 	0.2767569139 	2.305e-01 	
387 	0.2773024688 	0.2773024688 	2.298e-01 	
774 	0.2767630909 	0.2767630909 	2.305e-01 	
673 	0.275988454 	0.275988454 	2.314e-01 	
1770 	0.277318154 	0.277318154 	2.298e-01 	
1914 	0.2776170015 	0.2776170015 	2.294e-01 	
1956 	0.2774428056 	0.2774428056 	2.296e-01 	
991 	0.2774484919 	0.2774484919 	2.296e-01 	
302 	0.2777307139 	0.2777307139 	2.293e-01 	
335 	0.2778602283 	0.2778602283 	2.291e-01 	
241 	0.2780212044 	0.2780212044 	2.289e-01 	
1520 	0.2778284978 	0.2778284978 	2.292e-01 	
343 	0.2784468207 	0.2784468207 	2.284e-01 	
1198 	0.2785024795 	0.2785024795 	2.283e-01 	
551 	0.278366856 	0.278366856 	2.285e-01 	
1591 	0.2781955197 	0.2781955197 	2.287e-01 	
382 	0.2790637584 	0.2790637584 	2.277e-01 	
639 	0.2788269043 	0.2788269043 	2.279e-01 	
948 	0.2788731553 	0.2788731553 	2.279e-01 	
396 	0.2789856594 	0.2789856594 	2.278e-01 	
442 	0.2790818737 	0.2790818737 	2.276e-01 	
1397 	0.2791216148 	0.2791216148 	2.276e-01 	
1443 	0.2792171939 	0.2792171939 	2.275e-01 	
1869 	0.2792939956 	0.2792939956 	2.274e-01 	
900 	0.2792924466 	0.2792924466 	2.274e-01 	
1954 	0.2793532938 	0.2793532938 	2.273e-01 	
1769 	0.2794986479 	0.2794986479 	2.271e-01 	
444 	0.2793696336 	0.2793696336 	2.273e-01 	
626 	0.2797950355 	0.2797950355 	2.268e-01 	
955 	0.2798670134 	0.2798670134 	2.267e-01 	
528 	0.2798836618 	0.2798836618 	2.267e-01 	
1630 	0.2802032542 	0.2802032542 	2.263e-01 	
97 	0.2803064253 	0.2803064253 	2.262e-01 	
1658 	0.2803577925 	0.2803577925 	2.261e-01 	
733 	0.2802604284 	0.2802604284 	2.262e-01 	
923 	0.2802298387 	0.2802298387 	2.263e-01 	
242 	0.280473823 	0.280473823 	2.260e-01 	
1331 	0.2805430143 	0.2805430143 	2.259e-01 	
1032 	0.2804860106 	0.2804860106 	2.259e-01 	
435 	0.2806205564 	0.2806205564 	2.258e-01 	
1540 	0.2807044957 	0.2807044957 	2.257e-01 	
1599 	0.2809158552 	0.2809158552 	2.254e-01 	
1192 	0.2807571898 	0.2807571898 	2.256e-01 	
842 	0.2807616611 	0.2807616611 	2.256e-01 	
1130 	0.2810527038 	0.2810527038 	2.253e-01 	
1772 	0.2809112914 	0.2809112914 	2.254e-01 	
1655 	0.2808326139 	0.2808326139 	2.255e-01 	
1427 	0.2815905328 	0.2815905328 	2.246e-01 	
287 	0.2815929258 	0.2815929258 	2.246e-01 	
806 	0.2815419061 	0.2815419061 	2.247e-01 	
1572 	0.2816217034 	0.2816217034 	2.246e-01 	
1176 	0.2818346718 	0.2818346718 	2.243e-01 	
81 	0.2822616199 	0.2822616199 	2.238e-01 	
1796 	0.281815324 	0.281815324 	2.244e-01 	
844 	0.2816667297 	0.2816667297 	2.245e-01 	
1326 	0.2826698054 	0.2826698054 	2.233e-01 	
1570 	0.2825600308 	0.2825600308 	2.235e-01 	
3 	0.2825107641 	0.2825107641 	2.235e-01 	
765 	0.2828254294 	0.2828254294 	2.232e-01 	
1043 	0.2828066897 	0.2828066897 	2.232e-01 	
523 	0.2830295307 	0.2830295307 	2.229e-01 	
1021 	0.2828464163 	0.2828464163 	2.231e-01 	
10 	0.2832951026 	0.2832951026 	2.226e-01 	
835 	0.2831899082 	0.2831899082 	2.227e-01 	
367 	0.2829681965 	0.2829681965 	2.230e-01 	
1586 	0.2832357291 	0.2832357291 	2.227e-01 	
1208 	0.2832954765 	0.2832954765 	2.226e-01 	
1310 	0.2833164754 	0.2833164754 	2.226e-01 	
1940 	0.2838102737 	0.2838102737 	2.220e-01 	
372 	0.2838910297 	0.2838910297 	2.219e-01 	
1342 	0.2837806353 	0.2837806353 	2.220e-01 	
65 	0.2839091689 	0.2839091689 	2.219e-01 	
379 	0.2839978075 	0.2839978075 	2.218e-01 	
1554 	0.2839472291 	0.2839472291 	2.218e-01 	
1760 	0.284087417 	0.284087417 	2.217e-01 	
537 	0.2842636487 	0.2842636487 	2.215e-01 	
45 	0.2843921056 	0.2843921056 	2.213e-01 	
1088 	0.284265134 	0.284265134 	2.215e-01 	
1320 	0.284556425 	0.284556425 	2.211e-01 	
1422 	0.2845184387 	0.2845184387 	2.212e-01 	
1973 	0.284480245 	0.284480245 	2.212e-01 	
784 	0.2846003736 	0.2846003736 	2.211e-01 	
1236 	0.2851086796 	0.2851086796 	2.205e-01 	
1763 	0.2849379343 	0.2849379343 	2.207e-01 	
1421 	0.2849900327 	0.2849900327 	2.206e-01 	
1084 	0.2851673463 	0.2851673463 	2.204e-01 	
1453 	0.2852973985 	0.2852973985 	2.203e-01 	
688 	0.2854461819 	0.2854461819 	2.201e-01 	
930 	0.285454849 	0.285454849 	2.201e-01 	
1110 	0.2855270815 	0.2855270815 	2.200e-01 	
410 	0.2857924732 	0.2857924732 	2.197e-01 	
465 	0.2857414709 	0.2857414709 	2.197e-01 	
877 	0.2854184422 	0.2854184422 	2.201e-01 	
1609 	0.2860041748 	0.2860041748 	2.194e-01 	
567 	0.28582037 	0.28582037 	2.196e-01 	
1666 	0.2858268364 	0.2858268364 	2.196e-01 	
1687 	0.2853231125 	0.2853231125 	2.202e-01 	
185 	0.2859551298 	0.2859551298 	2.195e-01 	
284 	0.2861516313 	0.2861516313 	2.193e-01 	
1738 	0.286076578 	0.286076578 	2.193e-01 	
60 	0.2863964753 	0.2863964753 	2.190e-01 	
535 	0.2854711202 	0.2854711202 	2.201e-01 	
197 	0.2863978315 	0.2863978315 	2.190e-01 	
694 	0.2865164427 	0.2865164427 	2.188e-01 	
1371 	0.2864068323 	0.2864068323 	2.190e-01 	
340 	0.2868258583 	0.2868258583 	2.185e-01 	
1221 	0.2867120815 	0.2867120815 	2.186e-01 	
58 	0.2870173853 	0.2870173853 	2.183e-01 	
788 	0.2871500418 	0.2871500418 	2.181e-01 	
1855 	0.2871095686 	0.2871095686 	2.181e-01 	
564 	0.2871823172 	0.2871823172 	2.181e-01 	
647 	0.2881491217 	0.2881491217 	2.169e-01 	
1509 	0.2884313316 	0.2884313316 	2.166e-01 	
0 	0.2884872068 	0.2884872068 	2.166e-01 	
1075 	0.2885410036 	0.2885410036 	2.165e-01 	
549 	0.2887314855 	0.2887314855 	2.163e-01 	
1450 	0.28876267 	0.28876267 	2.162e-01 	
519 	0.2887917039 	0.2887917039 	2.162e-01 	
190 	0.2887878308 	0.2887878308 	2.162e-01 	
1234 	0.2889801754 	0.2889801754 	2.160e-01 	
968 	0.2891356625 	0.2891356625 	2.158e-01 	
414 	0.2890426858 	0.2890426858 	2.159e-01 	
607 	0.2885422796 	0.2885422796 	2.165e-01 	
1411 	0.2893706983 	0.2893706983 	2.155e-01 	
845 	0.2892468965 	0.2892468965 	2.157e-01 	
672 	0.2903166827 	0.2903166827 	2.145e-01 	
1972 	0.290423692 	0.290423692 	2.143e-01 	
409 	0.2898854546 	0.2898854546 	2.150e-01 	
1741 	0.2893747662 	0.2893747662 	2.155e-01 	
1536 	0.2893927162 	0.2893927162 	2.155e-01 	
818 	0.2902360405 	0.2902360405 	2.146e-01 	
1376 	0.2900445317 	0.2900445317 	2.148e-01 	
761 	0.2903980447 	0.2903980447 	2.144e-01 	
1841 	0.290529863 	0.290529863 	2.142e-01 	
811 	0.290596396 	0.290596396 	2.142e-01 	
1625 	0.2903182158 	0.2903182158 	2.145e-01 	
1239 	0.290586589 	0.290586589 	2.142e-01 	
918 	0.2907300052 	0.2907300052 	2.140e-01 	
600 	0.2904462992 	0.2904462992 	2.143e-01 	
766 	0.2908129401 	0.2908129401 	2.139e-01 	
291 	0.2909461615 	0.2909461615 	2.138e-01 	
1756 	0.2909570812 	0.2909570812 	2.137e-01 	
1975 	0.2909952274 	0.2909952274 	2.137e-01 	
1259 	0.2910689263 	0.2910689263 	2.136e-01 	
867 	0.2912166695 	0.2912166695 	2.134e-01 	
1657 	0.2910731203 	0.2910731203 	2.136e-01 	
1851 	0.2911504793 	0.2911504793 	2.135e-01 	
501 	0.2913762901 	0.2913762901 	2.133e-01 	
1273 	0.2912479266 	0.2912479266 	2.134e-01 	
1697 	0.2914049657 	0.2914049657 	2.132e-01 	
1900 	0.2920313449 	0.2920313449 	2.125e-01 	
990 	0.2921625608 	0.2921625608 	2.124e-01 	
1487 	0.2922272519 	0.2922272519 	2.123e-01 	
1926 	0.2925758949 	0.2925758949 	2.119e-01 	
498 	0.2924941776 	0.2924941776 	2.120e-01 	
755 	0.2922522624 	0.2922522624 	2.123e-01 	
42 	0.2925035725 	0.2925035725 	2.120e-01 	
210 	0.2926509601 	0.2926509601 	2.118e-01 	
1510 	0.2930407159 	0.2930407159 	2.114e-01 	
1294 	0.2929369851 	0.2929369851 	2.115e-01 	
1292 	0.2930943593 	0.2930943593 	2.113e-01 	
1665 	0.2931413178 	0.2931413178 	2.113e-01 	
579 	0.2934806958 	0.2934806958 	2.109e-01 	
640 	0.2933220322 	0.2933220322 	2.111e-01 	
1478 	0.2935178093 	0.2935178093 	2.109e-01 	
113 	0.2931957793 	0.2931957793 	2.112e-01 	
1263 	0.2935928512 	0.2935928512 	2.108e-01 	
1718 	0.2935561952 	0.2935561952 	2.108e-01 	
1527 	0.2938258075 	0.2938258075 	2.105e-01 	
1875 	0.2935950116 	0.2935950116 	2.108e-01 	
1068 	0.2940223409 	0.2940223409 	2.103e-01 	
1702 	0.2938283266 	0.2938283266 	2.105e-01 	
1935 	0.2942461299 	0.2942461299 	2.100e-01 	
985 	0.2950323174 	0.2950323174 	2.092e-01 	
1921 	0.2942614793 	0.2942614793 	2.100e-01 	
1563 	0.2946525756 	0.2946525756 	2.096e-01 	
1288 	0.2945759871 	0.2945759871 	2.097e-01 	
917 	0.2944168405 	0.2944168405 	2.099e-01 	
1473 	0.2958954033 	0.2958954033 	2.082e-01 	
31 	0.2954145529 	0.2954145529 	2.087e-01 	
213 	0.2945008074 	0.2945008074 	2.098e-01 	
322 	0.2962625926 	0.2962625926 	2.078e-01 	
1967 	0.2944883786 	0.2944883786 	2.098e-01 	
312 	0.2963228449 	0.2963228449 	2.077e-01 	
497 	0.2936908879 	0.2936908879 	2.107e-01 	
903 	0.296388597 	0.296388597 	2.077e-01 	
888 	0.2959731226 	0.2959731226 	2.081e-01 	
632 	0.2944960437 	0.2944960437 	2.098e-01 	
1644 	0.296393091 	0.296393091 	2.077e-01 	
1085 	0.2959780424 	0.2959780424 	2.081e-01 	
1824 	0.2965164424 	0.2965164424 	2.075e-01 	
196 	0.296501244 	0.296501244 	2.075e-01 	
590 	0.2964095016 	0.2964095016 	2.077e-01 	
290 	0.2965829139 	0.2965829139 	2.075e-01 	
1998 	0.2966455789 	0.2966455789 	2.074e-01 	
157 	0.2971119428 	0.2971119428 	2.069e-01 	
116 	0.296704292 	0.296704292 	2.073e-01 	
151 	0.2972014974 	0.2972014974 	2.068e-01 	
1882 	0.297562308 	0.297562308 	2.064e-01 	
487 	0.2973774964 	0.2973774964 	2.066e-01 	
493 	0.2978440296 	0.2978440296 	2.061e-01 	
1907 	0.2978357896 	0.2978357896 	2.061e-01 	
1106 	0.2979148632 	0.2979148632 	2.060e-01 	
658 	0.2978495162 	0.2978495162 	2.061e-01 	
1351 	0.2979286146 	0.2979286146 	2.060e-01 	
1162 	0.2976803699 	0.2976803699 	2.063e-01 	
762 	0.2979259802 	0.2979259802 	2.060e-01 	
1403 	0.2979410136 	0.2979410136 	2.060e-01 	
1124 	0.2979598539 	0.2979598539 	2.060e-01 	
199 	0.2980658879 	0.2980658879 	2.058e-01 	
1165 	0.2981433234 	0.2981433234 	2.057e-01 	
1196 	0.2982800543 	0.2982800543 	2.056e-01 	
1115 	0.2981618409 	0.2981618409 	2.057e-01 	
949 	0.2984124969 	0.2984124969 	2.055e-01 	
1380 	0.2983671951 	0.2983671951 	2.055e-01 	
85 	0.2985840618 	0.2985840618 	2.053e-01 	
413 	0.298573551 	0.298573551 	2.053e-01 	
1243 	0.2986170464 	0.2986170464 	2.052e-01 	
545 	0.2985842289 	0.2985842289 	2.053e-01 	
24 	0.2985368837 	0.2985368837 	2.053e-01 	
661 	0.2986455631 	0.2986455631 	2.052e-01 	
231 	0.2986468907 	0.2986468907 	2.052e-01 	
1345 	0.2986679494 	0.2986679494 	2.052e-01 	
1619 	0.298872909 	0.298872909 	2.050e-01 	
1166 	0.2988232538 	0.2988232538 	2.050e-01 	
1868 	0.2986709774 	0.2986709774 	2.052e-01 	
1348 	0.2988795049 	0.2988795049 	2.049e-01 	
650 	0.29952603 	0.29952603 	2.042e-01 	
246 	0.2995056411 	0.2995056411 	2.043e-01 	
1300 	0.2989785913 	0.2989785913 	2.048e-01 	
1170 	0.2999641527 	0.2999641527 	2.038e-01 	
946 	0.3005567698 	0.3005567698 	2.031e-01 	
860 	0.3001220373 	0.3001220373 	2.036e-01 	
1160 	0.3005772507 	0.3005772507 	2.031e-01 	
1691 	0.2992217811 	0.2992217811 	2.046e-01 	
1950 	0.2993855144 	0.2993855144 	2.044e-01 	
1193 	0.3010609601 	0.3010609601 	2.026e-01 	
1752 	0.3007739133 	0.3007739133 	2.029e-01 	
1774 	0.3007139618 	0.3007139618 	2.030e-01 	
972 	0.3009028984 	0.3009028984 	2.028e-01 	
1922 	0.3008871589 	0.3008871589 	2.028e-01 	
1957 	0.3011058119 	0.3011058119 	2.025e-01 	
445 	0.3011968941 	0.3011968941 	2.024e-01 	
1249 	0.3013966867 	0.3013966867 	2.022e-01 	
1560 	0.3019502802 	0.3019502802 	2.016e-01 	
28 	0.3033623461 	0.3033623461 	2.001e-01 	
502 	0.3033665008 	0.3033665008 	2.001e-01 	
363 	0.3036250877 	0.3036250877 	1.999e-01 	
1845 	0.3024134418 	0.3024134418 	2.011e-01 	
730 	0.302231878 	0.302231878 	2.013e-01 	
662 	0.3025842129 	0.3025842129 	2.010e-01 	
1254 	0.3019797418 	0.3019797418 	2.016e-01 	
440 	0.3021744726 	0.3021744726 	2.014e-01 	
1711 	0.3021397883 	0.3021397883 	2.014e-01 	
1827 	0.3029989265 	0.3029989265 	2.005e-01 	
737 	0.3029693932 	0.3029693932 	2.006e-01 	
857 	0.3033266004 	0.3033266004 	2.002e-01 	
1530 	0.3026848988 	0.3026848988 	2.009e-01 	
80 	0.301958204 	0.301958204 	2.016e-01 	
586 	0.3037072307 	0.3037072307 	1.998e-01 	
507 	0.3023038271 	0.3023038271 	2.013e-01 	
315 	0.3033050104 	0.3033050104 	2.002e-01 	
1018 	0.3037091994 	0.3037091994 	1.998e-01 	
819 	0.303906348 	0.303906348 	1.996e-01 	
780 	0.3042958742 	0.3042958742 	1.991e-01 	
1904 	0.3044273421 	0.3044273421 	1.990e-01 	
1081 	0.3044292053 	0.3044292053 	1.990e-01 	
1488 	0.3044463729 	0.3044463729 	1.990e-01 	
75 	0.3039127426 	0.3039127426 	1.996e-01 	
260 	0.3044755134 	0.3044755134 	1.990e-01 	
555 	0.3042413312 	0.3042413312 	1.992e-01 	
368 	0.304527548 	0.304527548 	1.989e-01 	
297 	0.304796942 	0.304796942 	1.986e-01 	
1361 	0.3048815142 	0.3048815142 	1.985e-01 	
192 	0.3048951362 	0.3048951362 	1.985e-01 	
1417 	0.3053232181 	0.3053232181 	1.981e-01 	
1952 	0.3050481948 	0.3050481948 	1.984e-01 	
1366 	0.3054374303 	0.3054374303 	1.979e-01 	
975 	0.3056542288 	0.3056542288 	1.977e-01 	
1574 	0.3056761358 	0.3056761358 	1.977e-01 	
1489 	0.3054115575 	0.3054115575 	1.980e-01 	
296 	0.3056475703 	0.3056475703 	1.977e-01 	
783 	0.3058349166 	0.3058349166 	1.975e-01 	
158 	0.3057499658 	0.3057499658 	1.976e-01 	
561 	0.3062483751 	0.3062483751 	1.971e-01 	
1533 	0.3064386409 	0.3064386409 	1.969e-01 	
1886 	0.3063897026 	0.3063897026 	1.969e-01 	
905 	0.3065457031 	0.3065457031 	1.968e-01 	
1669 	0.3067312141 	0.3067312141 	1.966e-01 	
112 	0.3067125687 	0.3067125687 	1.966e-01 	
1693 	0.306438785 	0.306438785 	1.969e-01 	
326 	0.3068013524 	0.3068013524 	1.965e-01 	
470 	0.3069275167 	0.3069275167 	1.964e-01 	
1253 	0.3068862066 	0.3068862066 	1.964e-01 	
689 	0.3077354856 	0.3077354856 	1.955e-01 	
244 	0.3075664336 	0.3075664336 	1.957e-01 	
424 	0.3071713088 	0.3071713088 	1.961e-01 	
1135 	0.3072622531 	0.3072622531 	1.960e-01 	
1641 	0.3074861308 	0.3074861308 	1.958e-01 	
390 	0.3073267467 	0.3073267467 	1.960e-01 	
1218 	0.3081597847 	0.3081597847 	1.951e-01 	
1640 	0.3080428911 	0.3080428911 	1.952e-01 	
1943 	0.3082601283 	0.3082601283 	1.950e-01 	
