num 	nn0 	nn0 	degrad_value 
1090 	0.3086968471 	0.3086968471 	1.946e-01 	
1925 	0.3077721141 	0.3077721141 	1.955e-01 	
612 	0.3078563601 	0.3078563601 	1.954e-01 	
1608 	0.3079648662 	0.3079648662 	1.953e-01 	
1727 	0.3088765841 	0.3088765841 	1.944e-01 	
636 	0.3083893758 	0.3083893758 	1.949e-01 	
1896 	0.3088798136 	0.3088798136 	1.944e-01 	
1161 	0.3084918829 	0.3084918829 	1.948e-01 	
1506 	0.3089996818 	0.3089996818 	1.942e-01 	
83 	0.307787596 	0.307787596 	1.955e-01 	
35 	0.3088644472 	0.3088644472 	1.944e-01 	
892 	0.3090547561 	0.3090547561 	1.942e-01 	
87 	0.3090914829 	0.3090914829 	1.941e-01 	
1515 	0.3091667071 	0.3091667071 	1.941e-01 	
238 	0.3093620104 	0.3093620104 	1.939e-01 	
910 	0.3093968471 	0.3093968471 	1.938e-01 	
331 	0.3093822437 	0.3093822437 	1.938e-01 	
1736 	0.3097212721 	0.3097212721 	1.935e-01 	
342 	0.3099194389 	0.3099194389 	1.933e-01 	
1690 	0.3097312808 	0.3097312808 	1.935e-01 	
994 	0.3099941586 	0.3099941586 	1.932e-01 	
532 	0.3101274637 	0.3101274637 	1.931e-01 	
1773 	0.309934598 	0.309934598 	1.933e-01 	
360 	0.3106121853 	0.3106121853 	1.926e-01 	
1459 	0.3100858039 	0.3100858039 	1.931e-01 	
1792 	0.3098973538 	0.3098973538 	1.933e-01 	
657 	0.3104892439 	0.3104892439 	1.927e-01 	
245 	0.3105395696 	0.3105395696 	1.927e-01 	
802 	0.31073478 	0.31073478 	1.925e-01 	
1017 	0.3110467783 	0.3110467783 	1.921e-01 	
913 	0.3110927149 	0.3110927149 	1.921e-01 	
1159 	0.3113300598 	0.3113300598 	1.919e-01 	
1425 	0.3114199632 	0.3114199632 	1.918e-01 	
301 	0.3119872658 	0.3119872658 	1.912e-01 	
1492 	0.3115439736 	0.3115439736 	1.916e-01 	
1341 	0.3115959862 	0.3115959862 	1.916e-01 	
1847 	0.3121828153 	0.3121828153 	1.910e-01 	
1820 	0.3114223547 	0.3114223547 	1.918e-01 	
805 	0.311172291 	0.311172291 	1.920e-01 	
1924 	0.3122629713 	0.3122629713 	1.909e-01 	
1782 	0.3112657907 	0.3112657907 	1.919e-01 	
1338 	0.3113853963 	0.3113853963 	1.918e-01 	
1224 	0.3133560666 	0.3133560666 	1.898e-01 	
1602 	0.3134909453 	0.3134909453 	1.897e-01 	
233 	0.3124991977 	0.3124991977 	1.907e-01 	
712 	0.3135961904 	0.3135961904 	1.896e-01 	
1095 	0.3130914725 	0.3130914725 	1.901e-01 	
1036 	0.3125934879 	0.3125934879 	1.906e-01 	
656 	0.3134688577 	0.3134688577 	1.897e-01 	
452 	0.3126746744 	0.3126746744 	1.905e-01 	
1322 	0.3130912242 	0.3130912242 	1.901e-01 	
49 	0.3129847959 	0.3129847959 	1.902e-01 	
735 	0.3133441628 	0.3133441628 	1.898e-01 	
1212 	0.3126427005 	0.3126427005 	1.905e-01 	
1037 	0.3124904949 	0.3124904949 	1.907e-01 	
997 	0.3123232931 	0.3123232931 	1.908e-01 	
69 	0.3136233098 	0.3136233098 	1.895e-01 	
1011 	0.3136242739 	0.3136242739 	1.895e-01 	
1430 	0.3138265186 	0.3138265186 	1.893e-01 	
1278 	0.3138554645 	0.3138554645 	1.893e-01 	
62 	0.3138718992 	0.3138718992 	1.893e-01 	
63 	0.3137494369 	0.3137494369 	1.894e-01 	
893 	0.3138809652 	0.3138809652 	1.893e-01 	
159 	0.3139684167 	0.3139684167 	1.892e-01 	
1777 	0.3139371743 	0.3139371743 	1.892e-01 	
1250 	0.3141540695 	0.3141540695 	1.890e-01 	
520 	0.3141931344 	0.3141931344 	1.890e-01 	
26 	0.3150680781 	0.3150680781 	1.881e-01 	
66 	0.3142275372 	0.3142275372 	1.889e-01 	
1590 	0.3142997107 	0.3142997107 	1.889e-01 	
854 	0.314623862 	0.314623862 	1.885e-01 	
1040 	0.3143902348 	0.3143902348 	1.888e-01 	
491 	0.3145252512 	0.3145252512 	1.886e-01 	
1091 	0.315713003 	0.315713003 	1.874e-01 	
1015 	0.3154617126 	0.3154617126 	1.877e-01 	
841 	0.3158314843 	0.3158314843 	1.873e-01 	
1585 	0.315090203 	0.315090203 	1.881e-01 	
1611 	0.3151721886 	0.3151721886 	1.880e-01 	
692 	0.3154440657 	0.3154440657 	1.877e-01 	
1613 	0.3154471383 	0.3154471383 	1.877e-01 	
1323 	0.3152577856 	0.3152577856 	1.879e-01 	
1418 	0.3160061767 	0.3160061767 	1.872e-01 	
846 	0.3160420493 	0.3160420493 	1.871e-01 	
1675 	0.3164474877 	0.3164474877 	1.867e-01 	
1595 	0.3167572204 	0.3167572204 	1.864e-01 	
273 	0.3162205974 	0.3162205974 	1.869e-01 	
1968 	0.3167531417 	0.3167531417 	1.864e-01 	
147 	0.3169453833 	0.3169453833 	1.862e-01 	
1109 	0.3179052488 	0.3179052488 	1.853e-01 	
1003 	0.3180236061 	0.3180236061 	1.852e-01 	
1512 	0.3181531343 	0.3181531343 	1.850e-01 	
676 	0.3180437475 	0.3180437475 	1.851e-01 	
370 	0.3175053108 	0.3175053108 	1.857e-01 	
1890 	0.317923323 	0.317923323 	1.853e-01 	
566 	0.3176469261 	0.3176469261 	1.855e-01 	
1629 	0.3183006298 	0.3183006298 	1.849e-01 	
667 	0.3184164694 	0.3184164694 	1.848e-01 	
550 	0.3184613248 	0.3184613248 	1.847e-01 	
252 	0.3185664586 	0.3185664586 	1.846e-01 	
1626 	0.3187904034 	0.3187904034 	1.844e-01 	
46 	0.3188267102 	0.3188267102 	1.844e-01 	
1093 	0.3183061516 	0.3183061516 	1.849e-01 	
133 	0.3188856763 	0.3188856763 	1.843e-01 	
1567 	0.3189449949 	0.3189449949 	1.843e-01 	
1652 	0.3190705375 	0.3190705375 	1.841e-01 	
111 	0.3190686128 	0.3190686128 	1.841e-01 	
1232 	0.3192372838 	0.3192372838 	1.840e-01 	
1448 	0.3193532373 	0.3193532373 	1.839e-01 	
280 	0.3194261541 	0.3194261541 	1.838e-01 	
602 	0.3193621229 	0.3193621229 	1.839e-01 	
172 	0.3195424189 	0.3195424189 	1.837e-01 	
41 	0.3190915559 	0.3190915559 	1.841e-01 	
90 	0.319577557 	0.319577557 	1.836e-01 	
1148 	0.3196141872 	0.3196141872 	1.836e-01 	
581 	0.31963798 	0.31963798 	1.836e-01 	
108 	0.3198045291 	0.3198045291 	1.834e-01 	
490 	0.3199525155 	0.3199525155 	1.833e-01 	
1231 	0.3199780145 	0.3199780145 	1.833e-01 	
720 	0.3200009313 	0.3200009313 	1.832e-01 	
188 	0.3203674886 	0.3203674886 	1.829e-01 	
1670 	0.3203738591 	0.3203738591 	1.829e-01 	
823 	0.3208976935 	0.3208976935 	1.824e-01 	
1029 	0.3204625542 	0.3204625542 	1.828e-01 	
130 	0.3208335672 	0.3208335672 	1.824e-01 	
306 	0.3210037098 	0.3210037098 	1.823e-01 	
131 	0.3209695926 	0.3209695926 	1.823e-01 	
988 	0.3212389439 	0.3212389439 	1.820e-01 	
715 	0.3222901593 	0.3222901593 	1.810e-01 	
1577 	0.3214225805 	0.3214225805 	1.819e-01 	
653 	0.3212388304 	0.3212388304 	1.820e-01 	
1842 	0.3222311029 	0.3222311029 	1.811e-01 	
1173 	0.3212219793 	0.3212219793 	1.820e-01 	
1801 	0.3217841128 	0.3217841128 	1.815e-01 	
1505 	0.3217328451 	0.3217328451 	1.816e-01 	
1831 	0.3220860446 	0.3220860446 	1.812e-01 	
829 	0.3216648348 	0.3216648348 	1.816e-01 	
476 	0.3226176363 	0.3226176363 	1.807e-01 	
1008 	0.3226763852 	0.3226763852 	1.806e-01 	
1065 	0.3230969304 	0.3230969304 	1.802e-01 	
1484 	0.3234426889 	0.3234426889 	1.799e-01 	
1317 	0.3213564316 	0.3213564316 	1.819e-01 	
1945 	0.3216499379 	0.3216499379 	1.816e-01 	
864 	0.3230594485 	0.3230594485 	1.803e-01 	
337 	0.3213431089 	0.3213431089 	1.819e-01 	
603 	0.321409269 	0.321409269 	1.819e-01 	
1829 	0.3236056294 	0.3236056294 	1.798e-01 	
589 	0.3233102351 	0.3233102351 	1.800e-01 	
1086 	0.3240282374 	0.3240282374 	1.794e-01 	
914 	0.3237447734 	0.3237447734 	1.796e-01 	
378 	0.3238834114 	0.3238834114 	1.795e-01 	
1988 	0.3240141498 	0.3240141498 	1.794e-01 	
309 	0.3238604772 	0.3238604772 	1.795e-01 	
208 	0.3238160754 	0.3238160754 	1.796e-01 	
742 	0.3241498252 	0.3241498252 	1.792e-01 	
707 	0.3241153863 	0.3241153863 	1.793e-01 	
1759 	0.3242010179 	0.3242010179 	1.792e-01 	
684 	0.3241949636 	0.3241949636 	1.792e-01 	
1716 	0.3242073261 	0.3242073261 	1.792e-01 	
1476 	0.3243495916 	0.3243495916 	1.791e-01 	
1523 	0.324404736 	0.324404736 	1.790e-01 	
317 	0.3248869606 	0.3248869606 	1.785e-01 	
1724 	0.325557001 	0.325557001 	1.779e-01 	
175 	0.3254009529 	0.3254009529 	1.781e-01 	
651 	0.3256053395 	0.3256053395 	1.779e-01 	
1633 	0.3249691414 	0.3249691414 	1.785e-01 	
583 	0.3247181997 	0.3247181997 	1.787e-01 	
1464 	0.3248246125 	0.3248246125 	1.786e-01 	
928 	0.3256466293 	0.3256466293 	1.778e-01 	
1638 	0.3257875535 	0.3257875535 	1.777e-01 	
1440 	0.3258682082 	0.3258682082 	1.776e-01 	
1881 	0.3259388508 	0.3259388508 	1.776e-01 	
952 	0.325997935 	0.325997935 	1.775e-01 	
605 	0.3260317313 	0.3260317313 	1.775e-01 	
1171 	0.3261233421 	0.3261233421 	1.774e-01 	
1358 	0.3264132179 	0.3264132179 	1.771e-01 	
1071 	0.3262000515 	0.3262000515 	1.773e-01 	
1857 	0.3262963216 	0.3262963216 	1.772e-01 	
321 	0.3264356291 	0.3264356291 	1.771e-01 	
329 	0.3266525992 	0.3266525992 	1.769e-01 	
821 	0.3269292393 	0.3269292393 	1.766e-01 	
1134 	0.3270846076 	0.3270846076 	1.765e-01 	
664 	0.3270910471 	0.3270910471 	1.765e-01 	
630 	0.3273132202 	0.3273132202 	1.763e-01 	
1700 	0.3272378089 	0.3272378089 	1.763e-01 	
597 	0.327906409 	0.327906409 	1.757e-01 	
18 	0.3276933872 	0.3276933872 	1.759e-01 	
1070 	0.3281574939 	0.3281574939 	1.755e-01 	
1179 	0.327854997 	0.327854997 	1.758e-01 	
1155 	0.3276386603 	0.3276386603 	1.760e-01 	
345 	0.3276118342 	0.3276118342 	1.760e-01 	
385 	0.3282836175 	0.3282836175 	1.754e-01 	
1392 	0.3284818737 	0.3284818737 	1.752e-01 	
1235 	0.3284196193 	0.3284196193 	1.752e-01 	
21 	0.3284569628 	0.3284569628 	1.752e-01 	
1400 	0.3283804431 	0.3283804431 	1.753e-01 	
1862 	0.3285638357 	0.3285638357 	1.751e-01 	
1546 	0.3288383882 	0.3288383882 	1.748e-01 	
393 	0.3285841463 	0.3285841463 	1.751e-01 	
100 	0.3285750012 	0.3285750012 	1.751e-01 	
1708 	0.3290213281 	0.3290213281 	1.747e-01 	
1549 	0.3294473745 	0.3294473745 	1.743e-01 	
71 	0.3294700161 	0.3294700161 	1.743e-01 	
1647 	0.3292847568 	0.3292847568 	1.744e-01 	
1062 	0.3296548562 	0.3296548562 	1.741e-01 	
350 	0.3295587057 	0.3295587057 	1.742e-01 	
1295 	0.3285702181 	0.3285702181 	1.751e-01 	
1078 	0.3297188279 	0.3297188279 	1.740e-01 	
1407 	0.3296261864 	0.3296261864 	1.741e-01 	
871 	0.3298767354 	0.3298767354 	1.739e-01 	
541 	0.329934641 	0.329934641 	1.738e-01 	
1764 	0.3296535917 	0.3296535917 	1.741e-01 	
1755 	0.3299995988 	0.3299995988 	1.738e-01 	
314 	0.3304310419 	0.3304310419 	1.734e-01 	
1826 	0.3302965799 	0.3302965799 	1.735e-01 	
594 	0.3303236885 	0.3303236885 	1.735e-01 	
1996 	0.3301542214 	0.3301542214 	1.736e-01 	
756 	0.330343736 	0.330343736 	1.735e-01 	
807 	0.3301277763 	0.3301277763 	1.737e-01 	
483 	0.3304703707 	0.3304703707 	1.733e-01 	
511 	0.3305135236 	0.3305135236 	1.733e-01 	
1260 	0.3309777099 	0.3309777099 	1.729e-01 	
1531 	0.3305141463 	0.3305141463 	1.733e-01 	
1623 	0.3314089254 	0.3314089254 	1.725e-01 	
595 	0.331467244 	0.331467244 	1.724e-01 	
298 	0.3313149437 	0.3313149437 	1.726e-01 	
671 	0.3315391819 	0.3315391819 	1.724e-01 	
504 	0.3315841335 	0.3315841335 	1.723e-01 	
1932 	0.3329922675 	0.3329922675 	1.710e-01 	
1335 	0.3325805982 	0.3325805982 	1.714e-01 	
1057 	0.3316226059 	0.3316226059 	1.723e-01 	
272 	0.3322962404 	0.3322962404 	1.717e-01 	
1870 	0.3330537094 	0.3330537094 	1.710e-01 	
1911 	0.3330938257 	0.3330938257 	1.709e-01 	
1871 	0.3320230526 	0.3320230526 	1.719e-01 	
1807 	0.3331678214 	0.3331678214 	1.709e-01 	
1181 	0.3320080647 	0.3320080647 	1.719e-01 	
1281 	0.3328877184 	0.3328877184 	1.711e-01 	
1467 	0.3336236667 	0.3336236667 	1.705e-01 	
216 	0.3321128941 	0.3321128941 	1.718e-01 	
1350 	0.3335367119 	0.3335367119 	1.705e-01 	
1399 	0.33412128 	0.33412128 	1.700e-01 	
980 	0.3339834591 	0.3339834591 	1.701e-01 	
938 	0.3341667124 	0.3341667124 	1.700e-01 	
1834 	0.3342628516 	0.3342628516 	1.699e-01 	
1511 	0.3344073972 	0.3344073972 	1.698e-01 	
1286 	0.3320848329 	0.3320848329 	1.719e-01 	
195 	0.3339010616 	0.3339010616 	1.702e-01 	
885 	0.3344557313 	0.3344557313 	1.697e-01 	
931 	0.3345687396 	0.3345687396 	1.696e-01 	
1343 	0.3340265244 	0.3340265244 	1.701e-01 	
1101 	0.3346538659 	0.3346538659 	1.695e-01 	
1513 	0.3346845823 	0.3346845823 	1.695e-01 	
574 	0.3348552934 	0.3348552934 	1.694e-01 	
482 	0.3348918801 	0.3348918801 	1.693e-01 	
882 	0.3350074594 	0.3350074594 	1.692e-01 	
223 	0.3350819373 	0.3350819373 	1.691e-01 	
253 	0.3350506006 	0.3350506006 	1.692e-01 	
121 	0.3353711804 	0.3353711804 	1.689e-01 	
862 	0.3354495367 	0.3354495367 	1.688e-01 	
126 	0.3357328714 	0.3357328714 	1.686e-01 	
700 	0.335905402 	0.335905402 	1.684e-01 	
1098 	0.3359252067 	0.3359252067 	1.684e-01 	
278 	0.3358227897 	0.3358227897 	1.685e-01 	
1605 	0.3361802569 	0.3361802569 	1.682e-01 	
944 	0.3361891193 	0.3361891193 	1.682e-01 	
427 	0.3363478721 	0.3363478721 	1.680e-01 	
1837 	0.3355231839 	0.3355231839 	1.688e-01 	
569 	0.3362171693 	0.3362171693 	1.681e-01 	
1785 	0.3364837791 	0.3364837791 	1.679e-01 	
54 	0.33626201 	0.33626201 	1.681e-01 	
180 	0.336554043 	0.336554043 	1.678e-01 	
1865 	0.3365635134 	0.3365635134 	1.678e-01 	
798 	0.337068846 	0.337068846 	1.674e-01 	
1152 	0.3367378163 	0.3367378163 	1.677e-01 	
922 	0.3369799278 	0.3369799278 	1.675e-01 	
512 	0.337166378 	0.337166378 	1.673e-01 	
281 	0.3374113997 	0.3374113997 	1.671e-01 	
793 	0.3374564692 	0.3374564692 	1.670e-01 	
1028 	0.3375476784 	0.3375476784 	1.670e-01 	
1937 	0.3379484599 	0.3379484599 	1.666e-01 	
1893 	0.3375806795 	0.3375806795 	1.669e-01 	
1728 	0.3384816049 	0.3384816049 	1.661e-01 	
7 	0.3379757643 	0.3379757643 	1.666e-01 	
1539 	0.3381203161 	0.3381203161 	1.664e-01 	
1111 	0.3382704458 	0.3382704458 	1.663e-01 	
849 	0.3382197698 	0.3382197698 	1.664e-01 	
404 	0.3385664304 	0.3385664304 	1.661e-01 	
728 	0.338576832 	0.338576832 	1.660e-01 	
1389 	0.3386966505 	0.3386966505 	1.659e-01 	
82 	0.3385301339 	0.3385301339 	1.661e-01 	
1960 	0.3393010795 	0.3393010795 	1.654e-01 	
1800 	0.3393258958 	0.3393258958 	1.654e-01 	
995 	0.3393495807 	0.3393495807 	1.654e-01 	
924 	0.3396707128 	0.3396707128 	1.651e-01 	
1621 	0.3395166444 	0.3395166444 	1.652e-01 	
961 	0.3394443107 	0.3394443107 	1.653e-01 	
288 	0.3402326024 	0.3402326024 	1.646e-01 	
1683 	0.3398270393 	0.3398270393 	1.649e-01 	
1009 	0.340457771 	0.340457771 	1.644e-01 	
1026 	0.3403500371 	0.3403500371 	1.645e-01 	
1047 	0.340253788 	0.340253788 	1.646e-01 	
1497 	0.3397773715 	0.3397773715 	1.650e-01 	
139 	0.3399542814 	0.3399542814 	1.648e-01 	
1569 	0.3408215918 	0.3408215918 	1.641e-01 	
872 	0.3407218814 	0.3407218814 	1.642e-01 	
1188 	0.3408912968 	0.3408912968 	1.640e-01 	
643 	0.340918679 	0.340918679 	1.640e-01 	
750 	0.3391089136 	0.3391089136 	1.656e-01 	
1386 	0.3390613389 	0.3390613389 	1.656e-01 	
1270 	0.3418842142 	0.3418842142 	1.632e-01 	
1806 	0.3412451132 	0.3412451132 	1.637e-01 	
1790 	0.3410956401 	0.3410956401 	1.638e-01 	
1587 	0.3419477449 	0.3419477449 	1.631e-01 	
1117 	0.3417454609 	0.3417454609 	1.633e-01 	
558 	0.3409626169 	0.3409626169 	1.640e-01 	
1848 	0.3409707766 	0.3409707766 	1.639e-01 	
93 	0.3420249981 	0.3420249981 	1.630e-01 	
1076 	0.3424821655 	0.3424821655 	1.626e-01 	
391 	0.342302436 	0.342302436 	1.628e-01 	
1163 	0.3424278873 	0.3424278873 	1.627e-01 	
1410 	0.342870721 	0.342870721 	1.623e-01 	
1726 	0.3427246281 	0.3427246281 	1.624e-01 	
1632 	0.3436535717 	0.3436535717 	1.616e-01 	
1325 	0.3435874436 	0.3435874436 	1.617e-01 	
1458 	0.3436527785 	0.3436527785 	1.616e-01 	
659 	0.3430079399 	0.3430079399 	1.622e-01 	
1412 	0.3438412373 	0.3438412373 	1.615e-01 	
1582 	0.3431845386 	0.3431845386 	1.620e-01 	
205 	0.342968173 	0.342968173 	1.622e-01 	
381 	0.3430985417 	0.3430985417 	1.621e-01 	
1447 	0.3437080825 	0.3437080825 	1.616e-01 	
1791 	0.3439995606 	0.3439995606 	1.613e-01 	
826 	0.3440839996 	0.3440839996 	1.613e-01 	
1119 	0.342508201 	0.342508201 	1.626e-01 	
503 	0.3444294533 	0.3444294533 	1.610e-01 	
1215 	0.3447028288 	0.3447028288 	1.607e-01 	
638 	0.3446641866 	0.3446641866 	1.608e-01 	
1314 	0.34450353 	0.34450353 	1.609e-01 	
1678 	0.3446522528 	0.3446522528 	1.608e-01 	
1898 	0.3450676755 	0.3450676755 	1.604e-01 	
38 	0.344836506 	0.344836506 	1.606e-01 	
1672 	0.3454346381 	0.3454346381 	1.601e-01 	
1099 	0.3450704615 	0.3450704615 	1.604e-01 	
295 	0.3451746078 	0.3451746078 	1.603e-01 	
150 	0.3451567626 	0.3451567626 	1.603e-01 	
468 	0.345178623 	0.345178623 	1.603e-01 	
1971 	0.3454675547 	0.3454675547 	1.601e-01 	
144 	0.3457558245 	0.3457558245 	1.598e-01 	
1618 	0.3463510585 	0.3463510585 	1.593e-01 	
1504 	0.3460655501 	0.3460655501 	1.596e-01 	
439 	0.3459212251 	0.3459212251 	1.597e-01 	
1129 	0.3465064601 	0.3465064601 	1.592e-01 	
665 	0.3466195382 	0.3466195382 	1.591e-01 	
670 	0.346789224 	0.346789224 	1.590e-01 	
547 	0.3468079288 	0.3468079288 	1.589e-01 	
1603 	0.3468616198 	0.3468616198 	1.589e-01 	
681 	0.3468762898 	0.3468762898 	1.589e-01 	
686 	0.3469364534 	0.3469364534 	1.588e-01 	
556 	0.3469260208 	0.3469260208 	1.589e-01 	
1610 	0.3469794858 	0.3469794858 	1.588e-01 	
33 	0.3470782351 	0.3470782351 	1.587e-01 	
1616 	0.3472066931 	0.3472066931 	1.586e-01 	
57 	0.347437485 	0.347437485 	1.584e-01 	
20 	0.3475214956 	0.3475214956 	1.583e-01 	
751 	0.3469067302 	0.3469067302 	1.589e-01 	
625 	0.3469502517 	0.3469502517 	1.588e-01 	
43 	0.3475089625 	0.3475089625 	1.584e-01 	
27 	0.3475523473 	0.3475523473 	1.583e-01 	
1240 	0.3476130647 	0.3476130647 	1.583e-01 	
36 	0.347559338 	0.347559338 	1.583e-01 	
1216 	0.347689578 	0.347689578 	1.582e-01 	
1245 	0.3477127753 	0.3477127753 	1.582e-01 	
1548 	0.3486010448 	0.3486010448 	1.574e-01 	
1353 	0.348746085 	0.348746085 	1.573e-01 	
166 	0.3481941349 	0.3481941349 	1.578e-01 	
1242 	0.3477103798 	0.3477103798 	1.582e-01 	
1431 	0.3488197857 	0.3488197857 	1.573e-01 	
531 	0.3494162533 	0.3494162533 	1.568e-01 	
538 	0.3493778655 	0.3493778655 	1.568e-01 	
1765 	0.3494918669 	0.3494918669 	1.567e-01 	
1749 	0.3491339914 	0.3491339914 	1.570e-01 	
757 	0.3496755385 	0.3496755385 	1.566e-01 	
164 	0.3495684512 	0.3495684512 	1.566e-01 	
1783 	0.3497689199 	0.3497689199 	1.565e-01 	
754 	0.349986977 	0.349986977 	1.563e-01 	
1328 	0.349901337 	0.349901337 	1.564e-01 	
457 	0.3509985587 	0.3509985587 	1.555e-01 	
1035 	0.350165309 	0.350165309 	1.561e-01 	
540 	0.3499023537 	0.3499023537 	1.564e-01 	
1261 	0.3506785812 	0.3506785812 	1.557e-01 	
1206 	0.351347359 	0.351347359 	1.552e-01 	
462 	0.3512572843 	0.3512572843 	1.552e-01 	
432 	0.3513711018 	0.3513711018 	1.551e-01 	
1258 	0.3512231924 	0.3512231924 	1.553e-01 	
1201 	0.3515492129 	0.3515492129 	1.550e-01 	
709 	0.3518378594 	0.3518378594 	1.548e-01 	
505 	0.3517759382 	0.3517759382 	1.548e-01 	
1660 	0.3519862489 	0.3519862489 	1.546e-01 	
706 	0.3520952922 	0.3520952922 	1.546e-01 	
510 	0.3526426209 	0.3526426209 	1.541e-01 	
1685 	0.3520068311 	0.3520068311 	1.546e-01 	
72 	0.3527070341 	0.3527070341 	1.541e-01 	
141 	0.3529397878 	0.3529397878 	1.539e-01 	
1333 	0.3533999001 	0.3533999001 	1.535e-01 	
1280 	0.3536285778 	0.3536285778 	1.533e-01 	
1083 	0.3534899538 	0.3534899538 	1.534e-01 	
1930 	0.3537910858 	0.3537910858 	1.532e-01 	
1596 	0.3533991686 	0.3533991686 	1.535e-01 	
1372 	0.3539838845 	0.3539838845 	1.530e-01 	
1682 	0.3540603452 	0.3540603452 	1.530e-01 	
1055 	0.3545898533 	0.3545898533 	1.525e-01 	
1735 	0.3547513589 	0.3547513589 	1.524e-01 	
941 	0.3545488533 	0.3545488533 	1.526e-01 	
620 	0.3547515765 	0.3547515765 	1.524e-01 	
1140 	0.3544416666 	0.3544416666 	1.526e-01 	
1933 	0.3548850773 	0.3548850773 	1.523e-01 	
1 	0.3530812122 	0.3530812122 	1.537e-01 	
371 	0.3531923216 	0.3531923216 	1.537e-01 	
1876 	0.3548806036 	0.3548806036 	1.523e-01 	
836 	0.354996182 	0.354996182 	1.522e-01 	
1363 	0.3552129975 	0.3552129975 	1.520e-01 	
799 	0.3555332512 	0.3555332512 	1.518e-01 	
1978 	0.3553949718 	0.3553949718 	1.519e-01 	
1002 	0.355837428 	0.355837428 	1.515e-01 	
138 	0.3561670576 	0.3561670576 	1.513e-01 	
1272 	0.3561085229 	0.3561085229 	1.513e-01 	
418 	0.3559260705 	0.3559260705 	1.514e-01 	
460 	0.3562325926 	0.3562325926 	1.512e-01 	
91 	0.3562759721 	0.3562759721 	1.512e-01 	
1981 	0.3560122779 	0.3560122779 	1.514e-01 	
421 	0.3565223557 	0.3565223557 	1.510e-01 	
230 	0.3568353604 	0.3568353604 	1.507e-01 	
727 	0.3569774548 	0.3569774548 	1.506e-01 	
645 	0.3569440447 	0.3569440447 	1.506e-01 	
884 	0.3573340269 	0.3573340269 	1.503e-01 	
1883 	0.3575118051 	0.3575118051 	1.502e-01 	
1899 	0.3578189819 	0.3578189819 	1.499e-01 	
120 	0.3573187649 	0.3573187649 	1.503e-01 	
1019 	0.3576252462 	0.3576252462 	1.501e-01 	
352 	0.3582189306 	0.3582189306 	1.496e-01 	
1158 	0.3576536112 	0.3576536112 	1.501e-01 	
1743 	0.3579261301 	0.3579261301 	1.498e-01 	
792 	0.3585218185 	0.3585218185 	1.494e-01 	
1874 	0.3587308725 	0.3587308725 	1.492e-01 	
1812 	0.3587833406 	0.3587833406 	1.492e-01 	
1455 	0.3590582616 	0.3590582616 	1.490e-01 	
1379 	0.3589497183 	0.3589497183 	1.490e-01 	
808 	0.3592846627 	0.3592846627 	1.488e-01 	
1892 	0.3598486263 	0.3598486263 	1.483e-01 	
966 	0.3594229424 	0.3594229424 	1.487e-01 	
323 	0.3591100389 	0.3591100389 	1.489e-01 	
687 	0.3588662861 	0.3588662861 	1.491e-01 	
271 	0.3612228229 	0.3612228229 	1.473e-01 	
1153 	0.3592127336 	0.3592127336 	1.488e-01 	
250 	0.3616043194 	0.3616043194 	1.470e-01 	
576 	0.3623620582 	0.3623620582 	1.464e-01 	
1433 	0.359940504 	0.359940504 	1.483e-01 	
1518 	0.3599236687 	0.3599236687 	1.483e-01 	
225 	0.361651052 	0.361651052 	1.469e-01 	
1319 	0.3600799255 	0.3600799255 	1.481e-01 	
402 	0.3605397386 	0.3605397386 	1.478e-01 	
1502 	0.3601051244 	0.3601051244 	1.481e-01 	
1650 	0.3609667723 	0.3609667723 	1.475e-01 	
1005 	0.3625451094 	0.3625451094 	1.462e-01 	
106 	0.3610181316 	0.3610181316 	1.474e-01 	
399 	0.3609978257 	0.3609978257 	1.474e-01 	
492 	0.362701117 	0.362701117 	1.461e-01 	
743 	0.3627145873 	0.3627145873 	1.461e-01 	
663 	0.3632649362 	0.3632649362 	1.457e-01 	
1388 	0.3633391572 	0.3633391572 	1.456e-01 	
405 	0.3629434743 	0.3629434743 	1.459e-01 	
1461 	0.3636911389 	0.3636911389 	1.453e-01 	
925 	0.3629172663 	0.3629172663 	1.459e-01 	
1301 	0.3645273076 	0.3645273076 	1.447e-01 	
891 	0.3644234811 	0.3644234811 	1.448e-01 	
704 	0.3637935231 	0.3637935231 	1.453e-01 	
1912 	0.3638335921 	0.3638335921 	1.452e-01 	
307 	0.3648752565 	0.3648752565 	1.444e-01 	
960 	0.3647273521 	0.3647273521 	1.445e-01 	
1561 	0.3649207846 	0.3649207846 	1.444e-01 	
838 	0.3652067627 	0.3652067627 	1.442e-01 	
1721 	0.3633667789 	0.3633667789 	1.456e-01 	
202 	0.363962857 	0.363962857 	1.451e-01 	
303 	0.3653676207 	0.3653676207 	1.441e-01 	
332 	0.3655437388 	0.3655437388 	1.439e-01 	
1014 	0.3656385023 	0.3656385023 	1.438e-01 	
380 	0.3658138454 	0.3658138454 	1.437e-01 	
736 	0.3659625354 	0.3659625354 	1.436e-01 	
1496 	0.3666737072 	0.3666737072 	1.431e-01 	
1374 	0.3666899436 	0.3666899436 	1.430e-01 	
261 	0.366697609 	0.366697609 	1.430e-01 	
987 	0.3667529286 	0.3667529286 	1.430e-01 	
1475 	0.3668098226 	0.3668098226 	1.430e-01 	
1413 	0.3668143397 	0.3668143397 	1.429e-01 	
