num       tox                 	h0         	stress vth value	 stress ids value 	aged vth value 	   aged ids value 
1752 	5.5e-09  	67199.3124 	466.826 mV             	3.18282 mA      	640.71 mV        	2.65788 mA   
1095 	5.5e-09  	67146.22142 	466.826 mV             	3.18282 mA      	640.741 mV        	2.65777 mA   
1953 	5.5e-09  	67274.46098 	466.826 mV             	3.18282 mA      	640.667 mV        	2.65805 mA   
1106 	5.5e-09  	67378.76515 	466.826 mV             	3.18282 mA      	640.607 mV        	2.65828 mA   
1741 	5.5e-09  	67398.1758 	466.826 mV             	3.18282 mA      	640.596 mV        	2.65832 mA   
400 	5.5e-09  	67411.76947 	466.826 mV             	3.18282 mA      	640.588 mV        	2.65835 mA   
277 	5.5e-09  	67446.04781 	466.826 mV             	3.18282 mA      	640.568 mV        	2.65843 mA   
1450 	5.5e-09  	67459.33195 	466.826 mV             	3.18282 mA      	640.561 mV        	2.65846 mA   
694 	5.5e-09  	67500.13595 	466.826 mV             	3.18282 mA      	640.537 mV        	2.65855 mA   
523 	5.5e-09  	67557.20428 	466.826 mV             	3.18282 mA      	640.504 mV        	2.65867 mA   
1198 	5.5e-09  	67569.12499 	466.826 mV             	3.18282 mA      	640.498 mV        	2.6587 mA   
1702 	5.5e-09  	67639.37314 	466.826 mV             	3.18282 mA      	640.457 mV        	2.65885 mA   
1572 	5.5e-09  	67599.82071 	466.826 mV             	3.18282 mA      	640.48 mV        	2.65876 mA   
1385 	5.5e-09  	67644.68805 	466.826 mV             	3.18282 mA      	640.454 mV        	2.65886 mA   
441 	5.5e-09  	67702.04777 	466.826 mV             	3.18282 mA      	640.422 mV        	2.65899 mA   
1341 	5.5e-09  	67673.26703 	466.826 mV             	3.18282 mA      	640.438 mV        	2.65893 mA   
971 	5.5e-09  	67766.5835 	466.826 mV             	3.18282 mA      	640.385 mV        	2.65913 mA   
1256 	5.5e-09  	67771.99059 	466.826 mV             	3.18282 mA      	640.382 mV        	2.65914 mA   
386 	5.5e-09  	67780.99275 	466.826 mV             	3.18282 mA      	640.377 mV        	2.65916 mA   
1263 	5.5e-09  	67868.26428 	466.826 mV             	3.18282 mA      	640.327 mV        	2.65935 mA   
734 	5.5e-09  	67879.96896 	466.826 mV             	3.18282 mA      	640.32 mV        	2.65938 mA   
1197 	5.5e-09  	68006.4069 	466.826 mV             	3.18282 mA      	640.248 mV        	2.65965 mA   
776 	5.5e-09  	68047.39146 	466.826 mV             	3.18282 mA      	640.225 mV        	2.65974 mA   
611 	5.5e-09  	68051.44056 	466.826 mV             	3.18282 mA      	640.223 mV        	2.65975 mA   
1092 	5.5e-09  	68145.3793 	466.826 mV             	3.18282 mA      	640.169 mV        	2.65995 mA   
455 	5.5e-09  	68208.19748 	466.826 mV             	3.18282 mA      	640.134 mV        	2.66009 mA   
1516 	5.5e-09  	68285.81675 	466.826 mV             	3.18282 mA      	640.09 mV        	2.66026 mA   
122 	5.5e-09  	68196.99363 	466.826 mV             	3.18282 mA      	640.14 mV        	2.66007 mA   
84 	5.5e-09  	68294.63307 	466.826 mV             	3.18282 mA      	640.085 mV        	2.66028 mA   
1894 	5.5e-09  	68399.41661 	466.826 mV             	3.18282 mA      	640.026 mV        	2.6605 mA   
1515 	5.5e-09  	68425.253 	466.826 mV             	3.18282 mA      	640.011 mV        	2.66056 mA   
466 	5.5e-09  	68473.66574 	466.826 mV             	3.18282 mA      	639.984 mV        	2.66066 mA   
508 	5.5e-09  	68492.96351 	466.826 mV             	3.18282 mA      	639.973 mV        	2.66071 mA   
189 	5.5e-09  	68614.52019 	466.826 mV             	3.18282 mA      	639.904 mV        	2.66097 mA   
1495 	5.5e-09  	68621.23288 	466.826 mV             	3.18282 mA      	639.901 mV        	2.66098 mA   
1327 	5.5e-09  	68663.25425 	466.826 mV             	3.18282 mA      	639.877 mV        	2.66107 mA   
107 	5.5e-09  	68724.16431 	466.826 mV             	3.18282 mA      	639.843 mV        	2.6612 mA   
451 	5.5e-09  	68781.06467 	466.826 mV             	3.18282 mA      	639.811 mV        	2.66132 mA   
693 	5.5e-09  	68762.32165 	466.826 mV             	3.18282 mA      	639.821 mV        	2.66128 mA   
382 	5.5e-09  	68819.81841 	466.826 mV             	3.18282 mA      	639.789 mV        	2.66141 mA   
1221 	5.5e-09  	68824.58047 	466.826 mV             	3.18282 mA      	639.786 mV        	2.66142 mA   
1612 	5.5e-09  	68875.83387 	466.826 mV             	3.18282 mA      	639.758 mV        	2.66153 mA   
1473 	5.5e-09  	68877.73725 	466.826 mV             	3.18282 mA      	639.757 mV        	2.66153 mA   
452 	5.5e-09  	68887.3591 	466.826 mV             	3.18282 mA      	639.751 mV        	2.66155 mA   
1651 	5.5e-09  	68921.88225 	466.826 mV             	3.18282 mA      	639.732 mV        	2.66163 mA   
60 	5.5e-09  	68926.4695 	466.826 mV             	3.18282 mA      	639.729 mV        	2.66164 mA   
886 	5.5e-09  	68944.85815 	466.826 mV             	3.18282 mA      	639.719 mV        	2.66167 mA   
1043 	5.5e-09  	68949.16618 	466.826 mV             	3.18282 mA      	639.717 mV        	2.66168 mA   
1285 	5.5e-09  	68985.55576 	466.826 mV             	3.18282 mA      	639.696 mV        	2.66176 mA   
1449 	5.5e-09  	68990.15807 	466.826 mV             	3.18282 mA      	639.694 mV        	2.66177 mA   
1081 	5.5e-09  	69056.53528 	466.826 mV             	3.18282 mA      	639.657 mV        	2.66191 mA   
1742 	5.5e-09  	69044.30755 	466.826 mV             	3.18282 mA      	639.663 mV        	2.66189 mA   
1679 	5.5e-09  	69098.76385 	466.826 mV             	3.18282 mA      	639.633 mV        	2.662 mA   
1222 	5.5e-09  	69100.7266 	466.826 mV             	3.18282 mA      	639.632 mV        	2.66201 mA   
1805 	5.5e-09  	69139.3416 	466.826 mV             	3.18282 mA      	639.61 mV        	2.66209 mA   
248 	5.5e-09  	69153.97112 	466.826 mV             	3.18282 mA      	639.602 mV        	2.66212 mA   
560 	5.5e-09  	69225.69449 	466.826 mV             	3.18282 mA      	639.562 mV        	2.66227 mA   
797 	5.5e-09  	69230.83802 	466.826 mV             	3.18282 mA      	639.559 mV        	2.66228 mA   
312 	5.5e-09  	69289.02796 	466.826 mV             	3.18282 mA      	639.527 mV        	2.66241 mA   
615 	5.5e-09  	69310.67315 	466.826 mV             	3.18282 mA      	639.515 mV        	2.66245 mA   
214 	5.5e-09  	69336.59854 	466.826 mV             	3.18282 mA      	639.501 mV        	2.66251 mA   
1088 	5.5e-09  	69340.0646 	466.826 mV             	3.18282 mA      	639.499 mV        	2.66252 mA   
604 	5.5e-09  	69359.47925 	466.826 mV             	3.18282 mA      	639.488 mV        	2.66256 mA   
192 	5.5e-09  	69398.79577 	466.826 mV             	3.18282 mA      	639.466 mV        	2.66264 mA   
186 	5.5e-09  	69404.64971 	466.826 mV             	3.18282 mA      	639.463 mV        	2.66265 mA   
972 	5.5e-09  	69416.06662 	466.826 mV             	3.18282 mA      	639.456 mV        	2.66268 mA   
336 	5.5e-09  	69433.00896 	466.826 mV             	3.18282 mA      	639.447 mV        	2.66271 mA   
1012 	5.5e-09  	69471.16249 	466.826 mV             	3.18282 mA      	639.426 mV        	2.66279 mA   
1701 	5.5e-09  	69584.91709 	466.826 mV             	3.18282 mA      	639.363 mV        	2.66303 mA   
1454 	5.5e-09  	69610.47471 	466.826 mV             	3.18282 mA      	639.349 mV        	2.66309 mA   
1655 	5.5e-09  	69623.37326 	466.826 mV             	3.18282 mA      	639.342 mV        	2.66312 mA   
1737 	5.5e-09  	69681.95878 	466.826 mV             	3.18282 mA      	639.309 mV        	2.66324 mA   
546 	5.5e-09  	69777.47998 	466.826 mV             	3.18282 mA      	639.256 mV        	2.66344 mA   
985 	5.5e-09  	69698.4026 	466.826 mV             	3.18282 mA      	639.3 mV        	2.66327 mA   
1147 	5.5e-09  	69780.92117 	466.826 mV             	3.18282 mA      	639.255 mV        	2.66345 mA   
927 	5.5e-09  	69800.20672 	466.826 mV             	3.18282 mA      	639.244 mV        	2.66349 mA   
1025 	5.5e-09  	69857.26959 	466.826 mV             	3.18282 mA      	639.212 mV        	2.66361 mA   
1390 	5.5e-09  	69878.41641 	466.826 mV             	3.18282 mA      	639.201 mV        	2.66365 mA   
805 	5.5e-09  	69905.8737 	466.826 mV             	3.18282 mA      	639.186 mV        	2.66371 mA   
1491 	5.5e-09  	69933.31751 	466.826 mV             	3.18282 mA      	639.171 mV        	2.66377 mA   
1105 	5.5e-09  	70030.48815 	466.826 mV             	3.18282 mA      	639.117 mV        	2.66397 mA   
1474 	5.5e-09  	70049.62903 	466.826 mV             	3.18282 mA      	639.107 mV        	2.66401 mA   
185 	5.5e-09  	70050.91162 	466.826 mV             	3.18282 mA      	639.106 mV        	2.66402 mA   
1064 	5.5e-09  	70103.5411 	466.826 mV             	3.18282 mA      	639.077 mV        	2.66413 mA   
986 	5.5e-09  	70143.36562 	466.826 mV             	3.18282 mA      	639.055 mV        	2.66421 mA   
209 	5.5e-09  	70200.65331 	466.826 mV             	3.18282 mA      	639.024 mV        	2.66433 mA   
679 	5.5e-09  	70271.4368 	466.826 mV             	3.18282 mA      	638.985 mV        	2.66448 mA   
1698 	5.5e-09  	70287.01265 	466.826 mV             	3.18282 mA      	638.977 mV        	2.66451 mA   
820 	5.5e-09  	70342.48158 	466.826 mV             	3.18282 mA      	638.946 mV        	2.66462 mA   
1299 	5.5e-09  	70324.78038 	466.826 mV             	3.18282 mA      	638.956 mV        	2.66459 mA   
1151 	5.5e-09  	70390.63434 	466.826 mV             	3.18282 mA      	638.92 mV        	2.66472 mA   
168 	5.5e-09  	70468.37976 	466.826 mV             	3.18282 mA      	638.877 mV        	2.66489 mA   
1845 	5.5e-09  	70524.86598 	466.826 mV             	3.18282 mA      	638.847 mV        	2.665 mA   
863 	5.5e-09  	70583.44722 	466.826 mV             	3.18282 mA      	638.815 mV        	2.66513 mA   
1824 	5.5e-09  	70564.69608 	466.826 mV             	3.18282 mA      	638.825 mV        	2.66509 mA   
259 	5.5e-09  	70618.34134 	466.826 mV             	3.18282 mA      	638.796 mV        	2.6652 mA   
585 	5.5e-09  	70642.56489 	466.826 mV             	3.18282 mA      	638.783 mV        	2.66525 mA   
989 	5.5e-09  	70681.41134 	466.826 mV             	3.18282 mA      	638.761 mV        	2.66533 mA   
1477 	5.5e-09  	70687.1375 	466.826 mV             	3.18282 mA      	638.758 mV        	2.66534 mA   
1130 	5.5e-09  	70736.52763 	466.826 mV             	3.18282 mA      	638.731 mV        	2.66544 mA   
1453 	5.5e-09  	70771.67653 	466.826 mV             	3.18282 mA      	638.712 mV        	2.66552 mA   
210 	5.5e-09  	70710.92333 	466.826 mV             	3.18282 mA      	638.745 mV        	2.66539 mA   
316 	5.5e-09  	70790.95232 	466.826 mV             	3.18282 mA      	638.702 mV        	2.66556 mA   
1997 	5.5e-09  	70797.05629 	466.826 mV             	3.18282 mA      	638.699 mV        	2.66557 mA   
1738 	5.5e-09  	70800.96356 	466.826 mV             	3.18282 mA      	638.697 mV        	2.66558 mA   
946 	5.5e-09  	70808.28243 	466.826 mV             	3.18282 mA      	638.693 mV        	2.66559 mA   
1365 	5.5e-09  	70835.68178 	466.826 mV             	3.18282 mA      	638.678 mV        	2.66565 mA   
1712 	5.5e-09  	70881.80712 	466.826 mV             	3.18282 mA      	638.653 mV        	2.66574 mA   
507 	5.5e-09  	70946.63369 	466.826 mV             	3.18282 mA      	638.618 mV        	2.66588 mA   
1719 	5.5e-09  	70970.90752 	466.826 mV             	3.18282 mA      	638.604 mV        	2.66593 mA   
1886 	5.5e-09  	70951.78776 	466.826 mV             	3.18282 mA      	638.615 mV        	2.66589 mA   
600 	5.5e-09  	70971.86479 	466.826 mV             	3.18282 mA      	638.604 mV        	2.66593 mA   
1907 	5.5e-09  	70973.65475 	466.826 mV             	3.18282 mA      	638.603 mV        	2.66593 mA   
945 	5.5e-09  	70987.5413 	466.826 mV             	3.18282 mA      	638.595 mV        	2.66596 mA   
1828 	5.5e-09  	70994.09084 	466.826 mV             	3.18282 mA      	638.592 mV        	2.66597 mA   
1864 	5.5e-09  	71069.70983 	466.826 mV             	3.18282 mA      	638.551 mV        	2.66613 mA   
1082 	5.5e-09  	71079.32105 	466.826 mV             	3.18282 mA      	638.546 mV        	2.66615 mA   
1846 	5.5e-09  	71116.26684 	466.826 mV             	3.18282 mA      	638.526 mV        	2.66623 mA   
779 	5.5e-09  	71147.82576 	466.826 mV             	3.18282 mA      	638.509 mV        	2.66629 mA   
1011 	5.5e-09  	71161.86845 	466.826 mV             	3.18282 mA      	638.501 mV        	2.66632 mA   
770 	5.5e-09  	71249.60761 	466.826 mV             	3.18282 mA      	638.454 mV        	2.6665 mA   
626 	5.5e-09  	71261.48338 	466.826 mV             	3.18282 mA      	638.448 mV        	2.66652 mA   
1931 	5.5e-09  	71269.19766 	466.826 mV             	3.18282 mA      	638.443 mV        	2.66654 mA   
1697 	5.5e-09  	71282.86234 	466.826 mV             	3.18282 mA      	638.436 mV        	2.66657 mA   
1519 	5.5e-09  	71309.85777 	466.826 mV             	3.18282 mA      	638.422 mV        	2.66662 mA   
340 	5.5e-09  	71391.69713 	466.826 mV             	3.18282 mA      	638.378 mV        	2.66679 mA   
1958 	5.5e-09  	71360.79829 	466.826 mV             	3.18282 mA      	638.394 mV        	2.66673 mA   
1819 	5.5e-09  	71400.02852 	466.826 mV             	3.18282 mA      	638.373 mV        	2.66681 mA   
428 	5.5e-09  	71441.35361 	466.826 mV             	3.18282 mA      	638.351 mV        	2.66689 mA   
1760 	5.5e-09  	71444.86477 	466.826 mV             	3.18282 mA      	638.349 mV        	2.6669 mA   
1998 	5.5e-09  	71454.09801 	466.826 mV             	3.18282 mA      	638.344 mV        	2.66692 mA   
392 	5.5e-09  	71456.76673 	466.826 mV             	3.18282 mA      	638.343 mV        	2.66692 mA   
1393 	5.5e-09  	71496.6713 	466.826 mV             	3.18282 mA      	638.321 mV        	2.66701 mA   
846 	5.5e-09  	71520.17378 	466.826 mV             	3.18282 mA      	638.309 mV        	2.66705 mA   
950 	5.5e-09  	71531.46575 	466.826 mV             	3.18282 mA      	638.303 mV        	2.66708 mA   
932 	5.5e-09  	71561.78218 	466.826 mV             	3.18282 mA      	638.286 mV        	2.66714 mA   
537 	5.5e-09  	71568.77096 	466.826 mV             	3.18282 mA      	638.283 mV        	2.66715 mA   
1239 	5.5e-09  	71573.1092 	466.826 mV             	3.18282 mA      	638.28 mV        	2.66716 mA   
1885 	5.5e-09  	71649.91652 	466.826 mV             	3.18282 mA      	638.239 mV        	2.66732 mA   
1468 	5.5e-09  	71592.70325 	466.826 mV             	3.18282 mA      	638.27 mV        	2.6672 mA   
446 	5.5e-09  	71638.87597 	466.826 mV             	3.18282 mA      	638.245 mV        	2.6673 mA   
860 	5.5e-09  	71670.60628 	466.826 mV             	3.18282 mA      	638.228 mV        	2.66736 mA   
729 	5.5e-09  	71800.42991 	466.826 mV             	3.18282 mA      	638.159 mV        	2.66762 mA   
101 	5.5e-09  	71801.59299 	466.826 mV             	3.18282 mA      	638.158 mV        	2.66763 mA   
1194 	5.5e-09  	71841.04439 	466.826 mV             	3.18282 mA      	638.137 mV        	2.66771 mA   
1342 	5.5e-09  	71900.38841 	466.826 mV             	3.18282 mA      	638.105 mV        	2.66783 mA   
1362 	5.5e-09  	71803.87026 	466.826 mV             	3.18282 mA      	638.157 mV        	2.66763 mA   
1478 	5.5e-09  	71901.92073 	466.826 mV             	3.18282 mA      	638.105 mV        	2.66783 mA   
1935 	5.5e-09  	71907.39012 	466.826 mV             	3.18282 mA      	638.102 mV        	2.66784 mA   
1957 	5.5e-09  	71944.62167 	466.826 mV             	3.18282 mA      	638.082 mV        	2.66792 mA   
1348 	5.5e-09  	71962.96249 	466.826 mV             	3.18282 mA      	638.072 mV        	2.66795 mA   
325 	5.5e-09  	72010.75287 	466.826 mV             	3.18282 mA      	638.047 mV        	2.66805 mA   
783 	5.5e-09  	72030.83263 	466.826 mV             	3.18282 mA      	638.036 mV        	2.66809 mA   
1180 	5.5e-09  	72050.99391 	466.826 mV             	3.18282 mA      	638.025 mV        	2.66813 mA   
806 	5.5e-09  	72061.30099 	466.826 mV             	3.18282 mA      	638.02 mV        	2.66815 mA   
199 	5.5e-09  	72125.50388 	466.826 mV             	3.18282 mA      	637.986 mV        	2.66828 mA   
1306 	5.5e-09  	72134.29781 	466.826 mV             	3.18282 mA      	637.981 mV        	2.6683 mA   
1568 	5.5e-09  	72140.15174 	466.826 mV             	3.18282 mA      	637.978 mV        	2.66831 mA   
959 	5.5e-09  	72183.94436 	466.826 mV             	3.18282 mA      	637.955 mV        	2.6684 mA   
990 	5.5e-09  	72159.90528 	466.826 mV             	3.18282 mA      	637.967 mV        	2.66835 mA   
0 	5.5e-09  	72185.60638 	466.826 mV             	3.18282 mA      	637.954 mV        	2.6684 mA   
14 	5.5e-09  	72214.61628 	466.826 mV             	3.18282 mA      	637.938 mV        	2.66846 mA   
1324 	5.5e-09  	72193.59228 	466.826 mV             	3.18282 mA      	637.949 mV        	2.66842 mA   
1361 	5.5e-09  	72220.24842 	466.826 mV             	3.18282 mA      	637.935 mV        	2.66847 mA   
1936 	5.5e-09  	72224.37583 	466.826 mV             	3.18282 mA      	637.933 mV        	2.66848 mA   
923 	5.5e-09  	72225.40559 	466.826 mV             	3.18282 mA      	637.933 mV        	2.66848 mA   
367 	5.5e-09  	72234.65087 	466.826 mV             	3.18282 mA      	637.928 mV        	2.6685 mA   
326 	5.5e-09  	72277.42206 	466.826 mV             	3.18282 mA      	637.905 mV        	2.66859 mA   
1575 	5.5e-09  	72305.93986 	466.826 mV             	3.18282 mA      	637.89 mV        	2.66865 mA   
1707 	5.5e-09  	72311.95451 	466.826 mV             	3.18282 mA      	637.887 mV        	2.66866 mA   
469 	5.5e-09  	72402.43995 	466.826 mV             	3.18282 mA      	637.839 mV        	2.66884 mA   
1558 	5.5e-09  	72412.58624 	466.826 mV             	3.18282 mA      	637.833 mV        	2.66886 mA   
403 	5.5e-09  	72430.09637 	466.826 mV             	3.18282 mA      	637.824 mV        	2.6689 mA   
567 	5.5e-09  	72438.58687 	466.826 mV             	3.18282 mA      	637.82 mV        	2.66891 mA   
518 	5.5e-09  	72449.39064 	466.826 mV             	3.18282 mA      	637.814 mV        	2.66894 mA   
867 	5.5e-09  	72475.70287 	466.826 mV             	3.18282 mA      	637.8 mV        	2.66899 mA   
1411 	5.5e-09  	72534.81345 	466.826 mV             	3.18282 mA      	637.769 mV        	2.66911 mA   
1784 	5.5e-09  	72532.30192 	466.826 mV             	3.18282 mA      	637.77 mV        	2.6691 mA   
873 	5.5e-09  	72524.73997 	466.826 mV             	3.18282 mA      	637.774 mV        	2.66909 mA   
79 	5.5e-09  	72557.38595 	466.826 mV             	3.18282 mA      	637.757 mV        	2.66915 mA   
1208 	5.5e-09  	72609.60212 	466.826 mV             	3.18282 mA      	637.729 mV        	2.66926 mA   
513 	5.5e-09  	72586.55647 	466.826 mV             	3.18282 mA      	637.742 mV        	2.66921 mA   
690 	5.5e-09  	72625.66004 	466.826 mV             	3.18282 mA      	637.721 mV        	2.66929 mA   
87 	5.5e-09  	72644.86256 	466.826 mV             	3.18282 mA      	637.711 mV        	2.66933 mA   
1492 	5.5e-09  	72742.39844 	466.826 mV             	3.18282 mA      	637.66 mV        	2.66952 mA   
1403 	5.5e-09  	72683.97878 	466.826 mV             	3.18282 mA      	637.69 mV        	2.66941 mA   
302 	5.5e-09  	72747.86356 	466.826 mV             	3.18282 mA      	637.657 mV        	2.66953 mA   
