num 	tox 	h0 	age_value 
815 	5.5e-09 	73857.38393 	5.619768e-03 	
618 	5.5e-09 	73853.19886 	5.620087e-03 	
1004 	5.5e-09 	73863.30497 	5.619318e-03 	
689 	5.5e-09 	73946.57683 	5.612990e-03 	
549 	5.5e-09 	73885.53491 	5.617627e-03 	
1585 	5.5e-09 	73887.97862 	5.617441e-03 	
802 	5.5e-09 	73914.05536 	5.615459e-03 	
353 	5.5e-09 	73959.80844 	5.611985e-03 	
1110 	5.5e-09 	73982.29314 	5.610280e-03 	
358 	5.5e-09 	74016.23208 	5.607707e-03 	
224 	5.5e-09 	74062.92758 	5.604172e-03 	
343 	5.5e-09 	74014.8043 	5.607816e-03 	
493 	5.5e-09 	74144.43499 	5.598011e-03 	
151 	5.5e-09 	74135.69367 	5.598671e-03 	
1432 	5.5e-09 	74095.15665 	5.601734e-03 	
1608 	5.5e-09 	74122.41874 	5.599674e-03 	
819 	5.5e-09 	74198.66305 	5.593920e-03 	
153 	5.5e-09 	74219.94273 	5.592316e-03 	
650 	5.5e-09 	74202.41987 	5.593637e-03 	
1054 	5.5e-09 	74265.73918 	5.588867e-03 	
45 	5.5e-09 	74321.06557 	5.584707e-03 	
1483 	5.5e-09 	74323.09418 	5.584555e-03 	
1236 	5.5e-09 	74328.55613 	5.584144e-03 	
755 	5.5e-09 	74341.88956 	5.583143e-03 	
1560 	5.5e-09 	74347.462 	5.582724e-03 	
266 	5.5e-09 	74349.83988 	5.582546e-03 	
1756 	5.5e-09 	74358.10943 	5.581925e-03 	
1120 	5.5e-09 	74373.028 	5.580805e-03 	
1630 	5.5e-09 	74390.48964 	5.579495e-03 	
1049 	5.5e-09 	74408.94548 	5.578111e-03 	
269 	5.5e-09 	74439.36364 	5.575832e-03 	
1218 	5.5e-09 	74489.47878 	5.572080e-03 	
1626 	5.5e-09 	74521.18953 	5.569709e-03 	
1300 	5.5e-09 	74526.90817 	5.569282e-03 	
475 	5.5e-09 	74540.7837 	5.568245e-03 	
737 	5.5e-09 	74552.51887 	5.567369e-03 	
968 	5.5e-09 	74565.05972 	5.566433e-03 	
1913 	5.5e-09 	74588.94417 	5.564650e-03 	
242 	5.5e-09 	74589.92394 	5.564577e-03 	
260 	5.5e-09 	74591.17378 	5.564484e-03 	
1104 	5.5e-09 	74594.68212 	5.564222e-03 	
1259 	5.5e-09 	74657.61541 	5.559532e-03 	
1763 	5.5e-09 	74671.54986 	5.558494e-03 	
1987 	5.5e-09 	74646.92317 	5.560328e-03 	
1950 	5.5e-09 	74645.27311 	5.560451e-03 	
773 	5.5e-09 	74686.45098 	5.557385e-03 	
1212 	5.5e-09 	74704.21 	5.556064e-03 	
590 	5.5e-09 	74717.93506 	5.555043e-03 	
1918 	5.5e-09 	74741.99859 	5.553255e-03 	
1524 	5.5e-09 	74775.27109 	5.550784e-03 	
1439 	5.5e-09 	74776.35239 	5.550704e-03 	
550 	5.5e-09 	74833.17995 	5.546489e-03 	
1770 	5.5e-09 	74845.73685 	5.545558e-03 	
169 	5.5e-09 	74873.00136 	5.543539e-03 	
315 	5.5e-09 	74936.74093 	5.538823e-03 	
1841 	5.5e-09 	74891.10419 	5.542199e-03 	
841 	5.5e-09 	75000.90175 	5.534085e-03 	
1085 	5.5e-09 	75001.71445 	5.534025e-03 	
896 	5.5e-09 	74983.02255 	5.535405e-03 	
1398 	5.5e-09 	74937.84596 	5.538742e-03 	
974 	5.5e-09 	75081.18892 	5.528167e-03 	
1754 	5.5e-09 	75051.17264 	5.530378e-03 	
196 	5.5e-09 	75094.87764 	5.527160e-03 	
1351 	5.5e-09 	75106.8513 	5.526278e-03 	
975 	5.5e-09 	75096.06308 	5.527072e-03 	
1271 	5.5e-09 	75107.06594 	5.526263e-03 	
111 	5.5e-09 	75025.44046 	5.532275e-03 	
69 	5.5e-09 	75153.99731 	5.522812e-03 	
1533 	5.5e-09 	75108.78068 	5.526136e-03 	
98 	5.5e-09 	75201.84988 	5.519297e-03 	
667 	5.5e-09 	75181.95784 	5.520758e-03 	
119 	5.5e-09 	75213.1086 	5.518471e-03 	
910 	5.5e-09 	75225.33611 	5.517574e-03 	
1827 	5.5e-09 	75263.67186 	5.514764e-03 	
287 	5.5e-09 	75280.15543 	5.513556e-03 	
1968 	5.5e-09 	75263.72698 	5.514760e-03 	
484 	5.5e-09 	75293.35367 	5.512590e-03 	
1109 	5.5e-09 	75304.88289 	5.511746e-03 	
1127 	5.5e-09 	75388.06526 	5.505664e-03 	
1820 	5.5e-09 	75344.9276 	5.508816e-03 	
780 	5.5e-09 	75408.08459 	5.504203e-03 	
390 	5.5e-09 	75428.40378 	5.502720e-03 	
1022 	5.5e-09 	75415.47045 	5.503663e-03 	
823 	5.5e-09 	75425.49907 	5.502932e-03 	
1904 	5.5e-09 	75508.23963 	5.496902e-03 	
372 	5.5e-09 	75492.2477 	5.498066e-03 	
1882 	5.5e-09 	75452.80751 	5.500940e-03 	
1309 	5.5e-09 	75543.17501 	5.494360e-03 	
9 	5.5e-09 	75598.2651 	5.490356e-03 	
584 	5.5e-09 	75522.06547 	5.495895e-03 	
997 	5.5e-09 	75598.51796 	5.490337e-03 	
1371 	5.5e-09 	75605.75672 	5.489812e-03 	
147 	5.5e-09 	75616.34981 	5.489043e-03 	
1223 	5.5e-09 	75606.18115 	5.489781e-03 	
1875 	5.5e-09 	75653.0691 	5.486379e-03 	
1421 	5.5e-09 	75629.16208 	5.488113e-03 	
1590 	5.5e-09 	75671.94744 	5.485010e-03 	
322 	5.5e-09 	75687.75553 	5.483864e-03 	
1713 	5.5e-09 	75674.99924 	5.484789e-03 	
1553 	5.5e-09 	75770.8834 	5.477848e-03 	
1159 	5.5e-09 	75758.20871 	5.478764e-03 	
1469 	5.5e-09 	75773.48426 	5.477660e-03 	
194 	5.5e-09 	75719.91114 	5.481535e-03 	
1690 	5.5e-09 	75696.57641 	5.483225e-03 	
1364 	5.5e-09 	75802.25847 	5.475581e-03 	
835 	5.5e-09 	75802.55077 	5.475559e-03 	
1530 	5.5e-09 	75788.20317 	5.476596e-03 	
1665 	5.5e-09 	75806.72344 	5.475258e-03 	
979 	5.5e-09 	75870.40718 	5.470662e-03 	
878 	5.5e-09 	75896.0618 	5.468813e-03 	
1675 	5.5e-09 	75835.14499 	5.473206e-03 	
883 	5.5e-09 	75906.57274 	5.468056e-03 	
744 	5.5e-09 	75923.90293 	5.466808e-03 	
905 	5.5e-09 	75989.12491 	5.462115e-03 	
46 	5.5e-09 	76032.12496 	5.459026e-03 	
172 	5.5e-09 	75931.56674 	5.466256e-03 	
1884 	5.5e-09 	75967.02514 	5.463704e-03 	
1264 	5.5e-09 	76039.41545 	5.458503e-03 	
933 	5.5e-09 	75917.76106 	5.467250e-03 	
324 	5.5e-09 	76044.46531 	5.458140e-03 	
273 	5.5e-09 	76082.61861 	5.455403e-03 	
632 	5.5e-09 	76102.26222 	5.453995e-03 	
426 	5.5e-09 	76116.50373 	5.452975e-03 	
589 	5.5e-09 	76106.74682 	5.453674e-03 	
1430 	5.5e-09 	76126.45699 	5.452262e-03 	
676 	5.5e-09 	76158.79982 	5.449946e-03 	
429 	5.5e-09 	76183.76645 	5.448160e-03 	
1900 	5.5e-09 	76219.4722 	5.445608e-03 	
1510 	5.5e-09 	76231.54294 	5.444746e-03 	
231 	5.5e-09 	76242.20438 	5.443984e-03 	
1693 	5.5e-09 	76313.38564 	5.438907e-03 	
1629 	5.5e-09 	76304.82312 	5.439517e-03 	
1967 	5.5e-09 	76295.81592 	5.440159e-03 	
233 	5.5e-09 	76346.54858 	5.436544e-03 	
413 	5.5e-09 	76314.56973 	5.438822e-03 	
639 	5.5e-09 	76339.43152 	5.437051e-03 	
1323 	5.5e-09 	76321.52155 	5.438327e-03 	
784 	5.5e-09 	76250.57765 	5.443387e-03 	
1777 	5.5e-09 	76388.79178 	5.433538e-03 	
1891 	5.5e-09 	76385.90599 	5.433743e-03 	
1488 	5.5e-09 	76354.59052 	5.435971e-03 	
1380 	5.5e-09 	76355.78419 	5.435886e-03 	
1855 	5.5e-09 	76399.6123 	5.432768e-03 	
994 	5.5e-09 	76363.84107 	5.435313e-03 	
410 	5.5e-09 	76521.85495 	5.424089e-03 	
520 	5.5e-09 	76479.83743 	5.427069e-03 	
762 	5.5e-09 	76534.19397 	5.423215e-03 	
297 	5.5e-09 	76454.87109 	5.428841e-03 	
215 	5.5e-09 	76534.89821 	5.423165e-03 	
1759 	5.5e-09 	76584.82905 	5.419629e-03 	
1716 	5.5e-09 	76473.48255 	5.427520e-03 	
63 	5.5e-09 	76620.93875 	5.417075e-03 	
1387 	5.5e-09 	76595.41814 	5.418880e-03 	
1540 	5.5e-09 	76547.88481 	5.422245e-03 	
360 	5.5e-09 	76613.53674 	5.417598e-03 	
917 	5.5e-09 	76604.77431 	5.418218e-03 	
1512 	5.5e-09 	76640.1847 	5.415715e-03 	
612 	5.5e-09 	76640.72646 	5.415676e-03 	
1890 	5.5e-09 	76659.58312 	5.414344e-03 	
502 	5.5e-09 	76689.98339 	5.412198e-03 	
800 	5.5e-09 	76691.54592 	5.412088e-03 	
765 	5.5e-09 	76700.72942 	5.411440e-03 	
1658 	5.5e-09 	76762.2608 	5.407102e-03 	
1086 	5.5e-09 	76763.33229 	5.407027e-03 	
1027 	5.5e-09 	76765.48612 	5.406875e-03 	
1425 	5.5e-09 	76770.69029 	5.406508e-03 	
1842 	5.5e-09 	76820.09311 	5.403031e-03 	
1040 	5.5e-09 	76826.99753 	5.402546e-03 	
1336 	5.5e-09 	76788.59224 	5.405248e-03 	
83 	5.5e-09 	76821.32973 	5.402944e-03 	
1494 	5.5e-09 	76806.05005 	5.404019e-03 	
1925 	5.5e-09 	76905.10772 	5.397059e-03 	
238 	5.5e-09 	76863.80091 	5.399959e-03 	
1278 	5.5e-09 	76945.58884 	5.394219e-03 	
1782 	5.5e-09 	76948.55521 	5.394011e-03 	
497 	5.5e-09 	76905.47833 	5.397033e-03 	
449 	5.5e-09 	76964.5382 	5.392891e-03 	
454 	5.5e-09 	76984.00905 	5.391527e-03 	
1214 	5.5e-09 	77008.4951 	5.389813e-03 	
252 	5.5e-09 	77049.54631 	5.386941e-03 	
1831 	5.5e-09 	77091.60289 	5.384002e-03 	
1091 	5.5e-09 	77075.13276 	5.385153e-03 	
911 	5.5e-09 	77134.32815 	5.381020e-03 	
1288 	5.5e-09 	77150.28443 	5.379907e-03 	
1922 	5.5e-09 	77157.08009 	5.379433e-03 	
1209 	5.5e-09 	77065.46863 	5.385828e-03 	
714 	5.5e-09 	77138.24072 	5.380747e-03 	
64 	5.5e-09 	77240.13046 	5.373649e-03 	
717 	5.5e-09 	77058.6333 	5.386306e-03 	
1588 	5.5e-09 	77297.33001 	5.369673e-03 	
892 	5.5e-09 	77219.2965 	5.375099e-03 	
1075 	5.5e-09 	77238.19447 	5.373784e-03 	
379 	5.5e-09 	77276.53045 	5.371118e-03 	
1631 	5.5e-09 	77306.12262 	5.369062e-03 	
1015 	5.5e-09 	77321.08053 	5.368023e-03 	
1801 	5.5e-09 	77415.31883 	5.361489e-03 	
1640 	5.5e-09 	77343.22581 	5.366486e-03 	
331 	5.5e-09 	77425.85447 	5.360759e-03 	
1611 	5.5e-09 	77474.62327 	5.357385e-03 	
928 	5.5e-09 	77440.25169 	5.359763e-03 	
818 	5.5e-09 	77521.41296 	5.354151e-03 	
1279 	5.5e-09 	77576.88399 	5.350323e-03 	
1881 	5.5e-09 	77559.9351 	5.351492e-03 	
1029 	5.5e-09 	77557.05771 	5.351691e-03 	
1464 	5.5e-09 	77462.11929 	5.358250e-03 	
112 	5.5e-09 	77458.25096 	5.358517e-03 	
903 	5.5e-09 	77494.01538 	5.356044e-03 	
844 	5.5e-09 	77535.80858 	5.353157e-03 	
378 	5.5e-09 	77594.43201 	5.349113e-03 	
152 	5.5e-09 	77651.50074 	5.345182e-03 	
1008 	5.5e-09 	77654.36574 	5.344984e-03 	
1602 	5.5e-09 	77642.30193 	5.345815e-03 	
951 	5.5e-09 	77472.50613 	5.357531e-03 	
1970 	5.5e-09 	77667.4006 	5.344087e-03 	
158 	5.5e-09 	77608.52533 	5.348141e-03 	
1959 	5.5e-09 	77680.87114 	5.343161e-03 	
1973 	5.5e-09 	77685.42237 	5.342848e-03 	
1155 	5.5e-09 	77692.25624 	5.342378e-03 	
239 	5.5e-09 	77688.10234 	5.342663e-03 	
130 	5.5e-09 	77697.29333 	5.342031e-03 	
1161 	5.5e-09 	77697.54317 	5.342014e-03 	
108 	5.5e-09 	77699.76434 	5.341861e-03 	
657 	5.5e-09 	77730.22651 	5.339768e-03 	
1567 	5.5e-09 	77769.0603 	5.337102e-03 	
49 	5.5e-09 	77755.31537 	5.338045e-03 	
1652 	5.5e-09 	77741.92958 	5.338964e-03 	
1624 	5.5e-09 	77988.19007 	5.322105e-03 	
1121 	5.5e-09 	77772.39849 	5.336872e-03 	
715 	5.5e-09 	77877.51736 	5.329669e-03 	
1166 	5.5e-09 	77829.50366 	5.332957e-03 	
555 	5.5e-09 	77867.26299 	5.330371e-03 	
678 	5.5e-09 	77892.249 	5.328661e-03 	
35 	5.5e-09 	77908.4687 	5.327551e-03 	
1173 	5.5e-09 	77989.56775 	5.322011e-03 	
662 	5.5e-09 	77884.20876 	5.329211e-03 	
1638 	5.5e-09 	77932.77531 	5.325890e-03 	
245 	5.5e-09 	77991.67309 	5.321868e-03 	
321 	5.5e-09 	78010.8251 	5.320561e-03 	
44 	5.5e-09 	78010.98793 	5.320550e-03 	
19 	5.5e-09 	78030.61823 	5.319212e-03 	
1224 	5.5e-09 	77771.41297 	5.336940e-03 	
548 	5.5e-09 	77936.24992 	5.325652e-03 	
28 	5.5e-09 	77987.47997 	5.322154e-03 	
673 	5.5e-09 	77938.75634 	5.325481e-03 	
1943 	5.5e-09 	77981.64604 	5.322552e-03 	
490 	5.5e-09 	78067.6814 	5.316686e-03 	
1234 	5.5e-09 	78060.34037 	5.317186e-03 	
1237 	5.5e-09 	78038.88385 	5.318648e-03 	
1071 	5.5e-09 	78109.9107 	5.313812e-03 	
854 	5.5e-09 	78111.99158 	5.313670e-03 	
133 	5.5e-09 	78115.32485 	5.313444e-03 	
174 	5.5e-09 	78122.11385 	5.312982e-03 	
653 	5.5e-09 	78191.21104 	5.308287e-03 	
1547 	5.5e-09 	78185.30754 	5.308688e-03 	
603 	5.5e-09 	78155.30563 	5.310725e-03 	
1773 	5.5e-09 	78188.75687 	5.308453e-03 	
1148 	5.5e-09 	78272.79264 	5.302754e-03 	
530 	5.5e-09 	78246.95723 	5.304505e-03 	
1345 	5.5e-09 	78197.58669 	5.307854e-03 	
969 	5.5e-09 	78321.75734 	5.299439e-03 	
532 	5.5e-09 	78244.38671 	5.304679e-03 	
857 	5.5e-09 	78310.2646 	5.300217e-03 	
1036 	5.5e-09 	78345.21192 	5.297852e-03 	
720 	5.5e-09 	78371.88815 	5.296049e-03 	
1034 	5.5e-09 	78397.02337 	5.294351e-03 	
539 	5.5e-09 	78297.27478 	5.301096e-03 	
1757 	5.5e-09 	78281.88381 	5.302138e-03 	
1250 	5.5e-09 	78302.13673 	5.300767e-03 	
1952 	5.5e-09 	78459.83948 	5.290112e-03 	
1945 	5.5e-09 	78465.68733 	5.289718e-03 	
1253 	5.5e-09 	78421.99606 	5.292665e-03 	
1798 	5.5e-09 	78460.60391 	5.290061e-03 	
1359 	5.5e-09 	78490.79736 	5.288026e-03 	
1691 	5.5e-09 	78477.72565 	5.288907e-03 	
1792 	5.5e-09 	78532.25938 	5.285234e-03 	
1003 	5.5e-09 	78520.20329 	5.286046e-03 	
1840 	5.5e-09 	78566.23366 	5.282949e-03 	
1633 	5.5e-09 	78523.15853 	5.285847e-03 	
440 	5.5e-09 	78573.61462 	5.282452e-03 	
90 	5.5e-09 	78579.001 	5.282090e-03 	
742 	5.5e-09 	78606.54003 	5.280240e-03 	
1196 	5.5e-09 	78655.18291 	5.276974e-03 	
1577 	5.5e-09 	78682.1864 	5.275163e-03 	
1017 	5.5e-09 	78686.16075 	5.274897e-03 	
21 	5.5e-09 	78689.00948 	5.274706e-03 	
1134 	5.5e-09 	78698.31125 	5.274082e-03 	
373 	5.5e-09 	78807.85527 	5.266751e-03 	
85 	5.5e-09 	78829.52847 	5.265303e-03 	
1084 	5.5e-09 	78852.31774 	5.263782e-03 	
864 	5.5e-09 	78787.51937 	5.268111e-03 	
1549 	5.5e-09 	78788.2097 	5.268065e-03 	
1718 	5.5e-09 	78879.34602 	5.261978e-03 	
1235 	5.5e-09 	78902.17144 	5.260456e-03 	
1484 	5.5e-09 	78886.69322 	5.261488e-03 	
1595 	5.5e-09 	78889.96723 	5.261269e-03 	
197 	5.5e-09 	78926.20159 	5.258854e-03 	
829 	5.5e-09 	78909.02592 	5.259999e-03 	
630 	5.5e-09 	78914.93627 	5.259605e-03 	
1418 	5.5e-09 	78933.17574 	5.258389e-03 	
1420 	5.5e-09 	78932.91121 	5.258407e-03 	
175 	5.5e-09 	78857.29412 	5.263449e-03 	
664 	5.5e-09 	78994.67409 	5.254296e-03 	
1574 	5.5e-09 	78972.83739 	5.255749e-03 	
1466 	5.5e-09 	78991.02951 	5.254538e-03 	
309 	5.5e-09 	78980.96376 	5.255208e-03 	
756 	5.5e-09 	79028.10168 	5.252073e-03 	
1755 	5.5e-09 	79018.36427 	5.252720e-03 	
1317 	5.5e-09 	79035.94428 	5.251552e-03 	
1135 	5.5e-09 	79045.73705 	5.250901e-03 	
298 	5.5e-09 	79096.45897 	5.247534e-03 	
306 	5.5e-09 	79151.13867 	5.243909e-03 	
1670 	5.5e-09 	79170.34732 	5.242637e-03 	
18 	5.5e-09 	79128.58025 	5.245404e-03 	
939 	5.5e-09 	79102.1896 	5.247154e-03 	
1231 	5.5e-09 	79149.83146 	5.243996e-03 	
930 	5.5e-09 	79121.2766 	5.245888e-03 	
1988 	5.5e-09 	79296.14564 	5.234320e-03 	
1664 	5.5e-09 	79242.39341 	5.237870e-03 	
476 	5.5e-09 	79222.99245 	5.239153e-03 	
286 	5.5e-09 	79228.27138 	5.238804e-03 	
1979 	5.5e-09 	79194.8387 	5.241015e-03 	
280 	5.5e-09 	79193.18962 	5.241125e-03 	
1546 	5.5e-09 	79250.41646 	5.237340e-03 	
1322 	5.5e-09 	79180.29053 	5.241978e-03 	
1407 	5.5e-09 	79189.70842 	5.241355e-03 	
1764 	5.5e-09 	79296.40417 	5.234303e-03 	
671 	5.5e-09 	79343.15275 	5.231219e-03 	
583 	5.5e-09 	79328.97118 	5.232154e-03 	
419 	5.5e-09 	79314.91257 	5.233081e-03 	
735 	5.5e-09 	79309.20867 	5.233457e-03 	
1847 	5.5e-09 	79364.31071 	5.229824e-03 	
385 	5.5e-09 	79400.80617 	5.227420e-03 	
1260 	5.5e-09 	79364.63891 	5.229802e-03 	
541 	5.5e-09 	79376.02492 	5.229052e-03 	
785 	5.5e-09 	79432.51899 	5.225333e-03 	
1093 	5.5e-09 	79409.20259 	5.226867e-03 	
1400 	5.5e-09 	79442.99941 	5.224644e-03 	
871 	5.5e-09 	79402.06664 	5.227337e-03 	
1523 	5.5e-09 	79455.457 	5.223825e-03 	
1090 	5.5e-09 	79444.96307 	5.224515e-03 	
633 	5.5e-09 	79486.7427 	5.221769e-03 	
566 	5.5e-09 	79495.60321 	5.221187e-03 	
790 	5.5e-09 	79501.52055 	5.220798e-03 	
1901 	5.5e-09 	79520.34665 	5.219562e-03 	
692 	5.5e-09 	79507.33343 	5.220416e-03 	
1613 	5.5e-09 	79558.73218 	5.217044e-03 	
62 	5.5e-09 	79613.59257 	5.213449e-03 	
1911 	5.5e-09 	79614.52991 	5.213387e-03 	
1505 	5.5e-09 	79531.93078 	5.218802e-03 	
1358 	5.5e-09 	79640.87526 	5.211663e-03 	
1440 	5.5e-09 	79667.17415 	5.209942e-03 	
1378 	5.5e-09 	79702.08218 	5.207660e-03 	
561 	5.5e-09 	79519.88731 	5.219592e-03 	
1538 	5.5e-09 	79735.46342 	5.205480e-03 	
1541 	5.5e-09 	79659.19924 	5.210464e-03 	
1559 	5.5e-09 	79721.2057 	5.206411e-03 	
188 	5.5e-09 	79688.56894 	5.208543e-03 	
504 	5.5e-09 	79651.73459 	5.210952e-03 	
412 	5.5e-09 	79745.72722 	5.204810e-03 	
1862 	5.5e-09 	79767.85821 	5.203366e-03 	
1381 	5.5e-09 	79768.47488 	5.203326e-03 	
1448 	5.5e-09 	79774.71446 	5.202919e-03 	
1295 	5.5e-09 	79808.93809 	5.200688e-03 	
764 	5.5e-09 	79815.79479 	5.200241e-03 	
952 	5.5e-09 	79826.75573 	5.199527e-03 	
350 	5.5e-09 	79849.33386 	5.198057e-03 	
511 	5.5e-09 	79850.55263 	5.197977e-03 	
1736 	5.5e-09 	79863.72579 	5.197120e-03 	
916 	5.5e-09 	79867.69544 	5.196862e-03 	
1857 	5.5e-09 	79881.00861 	5.195996e-03 	
914 	5.5e-09 	79872.03077 	5.196580e-03 	
483 	5.5e-09 	79934.97477 	5.192488e-03 	
519 	5.5e-09 	79902.7362 	5.194583e-03 	
1489 	5.5e-09 	79984.07502 	5.189300e-03 	
1281 	5.5e-09 	79991.36363 	5.188827e-03 	
345 	5.5e-09 	79967.48654 	5.190377e-03 	
296 	5.5e-09 	80057.24156 	5.184557e-03 	
337 	5.5e-09 	80050.2571 	5.185010e-03 	
195 	5.5e-09 	79997.84585 	5.188407e-03 	
1871 	5.5e-09 	80133.98928 	5.179592e-03 	
491 	5.5e-09 	80158.26831 	5.178023e-03 	
1286 	5.5e-09 	80176.97267 	5.176815e-03 	
131 	5.5e-09 	80102.55849 	5.181624e-03 	
496 	5.5e-09 	80106.10691 	5.181395e-03 	
1932 	5.5e-09 	80196.25042 	5.175571e-03 	
1623 	5.5e-09 	80201.21314 	5.175251e-03 	
594 	5.5e-09 	80194.52861 	5.175682e-03 	
1179 	5.5e-09 	80178.08634 	5.176743e-03 	
597 	5.5e-09 	80264.41739 	5.171175e-03 	
342 	5.5e-09 	80059.28436 	5.184425e-03 	
1171 	5.5e-09 	80203.65763 	5.175093e-03 	
605 	5.5e-09 	80285.44612 	5.169821e-03 	
651 	5.5e-09 	80288.50387 	5.169624e-03 	
1647 	5.5e-09 	80296.44608 	5.169113e-03 	
602 	5.5e-09 	80304.88492 	5.168569e-03 	
1057 	5.5e-09 	80305.72762 	5.168515e-03 	
882 	5.5e-09 	80366.01332 	5.164638e-03 	
1289 	5.5e-09 	80330.09695 	5.166947e-03 	
1294 	5.5e-09 	80368.35003 	5.164488e-03 	
216 	5.5e-09 	80389.437 	5.163133e-03 	
1700 	5.5e-09 	80435.96876 	5.160146e-03 	
1467 	5.5e-09 	80377.46164 	5.163902e-03 	
126 	5.5e-09 	80411.33292 	5.161727e-03 	
1708 	5.5e-09 	80418.1336 	5.161291e-03 	
1062 	5.5e-09 	80378.30676 	5.163848e-03 	
1065 	5.5e-09 	80425.31785 	5.160830e-03 	
1070 	5.5e-09 	80401.05025 	5.162387e-03 	
1924 	5.5e-09 	80450.19738 	5.159234e-03 	
203 	5.5e-09 	80437.64515 	5.160039e-03 	
208 	5.5e-09 	80499.15319 	5.156096e-03 	
931 	5.5e-09 	80503.51371 	5.155817e-03 	
938 	5.5e-09 	80558.36124 	5.152307e-03 	
885 	5.5e-09 	80522.30209 	5.154614e-03 	
980 	5.5e-09 	80575.38301 	5.151218e-03 	
1459 	5.5e-09 	80570.92487 	5.151503e-03 	
121 	5.5e-09 	80592.0698 	5.150152e-03 	
278 	5.5e-09 	80616.35761 	5.148600e-03 	
936 	5.5e-09 	80641.67245 	5.146984e-03 	
890 	5.5e-09 	80675.06908 	5.144853e-03 	
1873 	5.5e-09 	80693.1897 	5.143698e-03 	
807 	5.5e-09 	80680.51799 	5.144506e-03 	
821 	5.5e-09 	80694.07299 	5.143641e-03 	
988 	5.5e-09 	80697.3817 	5.143430e-03 	
893 	5.5e-09 	80694.62076 	5.143606e-03 	
1646 	5.5e-09 	80717.66158 	5.142138e-03 	
1641 	5.5e-09 	80740.76169 	5.140667e-03 	
118 	5.5e-09 	80759.46842 	5.139476e-03 	
1335 	5.5e-09 	80734.09585 	5.141091e-03 	
427 	5.5e-09 	80774.72749 	5.138505e-03 	
314 	5.5e-09 	80836.11423 	5.134603e-03 	
272 	5.5e-09 	80823.20799 	5.135423e-03 	
1476 	5.5e-09 	80770.82144 	5.138754e-03 	
317 	5.5e-09 	80844.36198 	5.134079e-03 	
1837 	5.5e-09 	80867.10245 	5.132636e-03 	
113 	5.5e-09 	80785.97274 	5.137790e-03 	
1152 	5.5e-09 	80886.74937 	5.131389e-03 	
793 	5.5e-09 	80920.72528 	5.129234e-03 	
1583 	5.5e-09 	80929.74269 	5.128663e-03 	
1834 	5.5e-09 	80908.91996 	5.129983e-03 	
1829 	5.5e-09 	80942.14329 	5.127877e-03 	
1727 	5.5e-09 	80937.3633 	5.128180e-03 	
1098 	5.5e-09 	80956.47851 	5.126969e-03 	
1101 	5.5e-09 	80990.00413 	5.124847e-03 	
798 	5.5e-09 	80999.84755 	5.124224e-03 	
1126 	5.5e-09 	81005.8553 	5.123844e-03 	
1160 	5.5e-09 	81009.49809 	5.123614e-03 	
1893 	5.5e-09 	81037.7138 	5.121830e-03 	
1996 	5.5e-09 	81038.83333 	5.121759e-03 	
569 	5.5e-09 	81047.82979 	5.121190e-03 	
1343 	5.5e-09 	81052.093 	5.120921e-03 	
223 	5.5e-09 	81069.70216 	5.119809e-03 	
700 	5.5e-09 	81056.09622 	5.120668e-03 	
1826 	5.5e-09 	80938.51168 	5.128107e-03 	
7 	5.5e-09 	81089.30074 	5.118571e-03 	
656 	5.5e-09 	81086.01573 	5.118779e-03 	
574 	5.5e-09 	81072.19383 	5.119651e-03 	
1513 	5.5e-09 	81154.26524 	5.114474e-03 	
1531 	5.5e-09 	81162.2519 	5.113971e-03 	
1605 	5.5e-09 	81111.40333 	5.117177e-03 	
29 	5.5e-09 	81176.38109 	5.113081e-03 	
26 	5.5e-09 	81184.78944 	5.112551e-03 	
1919 	5.5e-09 	81179.07655 	5.112911e-03 	
1243 	5.5e-09 	81207.68095 	5.111110e-03 	
71 	5.5e-09 	81187.10375 	5.112405e-03 	
180 	5.5e-09 	81277.35451 	5.106728e-03 	
54 	5.5e-09 	81168.8627 	5.113554e-03 	
359 	5.5e-09 	81227.08307 	5.109889e-03 	
244 	5.5e-09 	81282.88414 	5.106381e-03 	
393 	5.5e-09 	81333.97648 	5.103173e-03 	
1386 	5.5e-09 	81332.7716 	5.103249e-03 	
1389 	5.5e-09 	81344.88274 	5.102489e-03 	
1807 	5.5e-09 	81333.72212 	5.103189e-03 	
253 	5.5e-09 	81282.2216 	5.106423e-03 	
1539 	5.5e-09 	81321.55311 	5.103953e-03 	
404 	5.5e-09 	81313.62076 	5.104451e-03 	
1350 	5.5e-09 	81358.27016 	5.101649e-03 	
1392 	5.5e-09 	81358.45252 	5.101638e-03 	
1772 	5.5e-09 	81432.44475 	5.097002e-03 	
1747 	5.5e-09 	81432.75476 	5.096983e-03 	
1728 	5.5e-09 	81434.19692 	5.096893e-03 	
944 	5.5e-09 	81481.89642 	5.093909e-03 	
862 	5.5e-09 	81481.44034 	5.093938e-03 	
922 	5.5e-09 	81482.73312 	5.093857e-03 	
159 	5.5e-09 	81482.05426 	5.093899e-03 	
533 	5.5e-09 	81482.80176 	5.093852e-03 	
1870 	5.5e-09 	81529.85277 	5.090913e-03 	
100 	5.5e-09 	81579.55635 	5.087811e-03 	
849 	5.5e-09 	81485.69402 	5.093672e-03 	
924 	5.5e-09 	81504.22605 	5.092514e-03 	
961 	5.5e-09 	81497.14144 	5.092956e-03 	
