num 	tox 	h0 	age_value 
1497 	5.5e-09 	81582.41765 	5.087633e-03 	
1865 	5.5e-09 	81531.48832 	5.090811e-03 	
290 	5.5e-09 	81644.60187 	5.083758e-03 	
1028 	5.5e-09 	81606.81693 	5.086112e-03 	
1252 	5.5e-09 	81613.20458 	5.085713e-03 	
1037 	5.5e-09 	81607.21548 	5.086087e-03 	
1960 	5.5e-09 	81643.00612 	5.083857e-03 	
1683 	5.5e-09 	81653.38289 	5.083211e-03 	
1047 	5.5e-09 	81650.85723 	5.083368e-03 	
1026 	5.5e-09 	81659.209 	5.082848e-03 	
139 	5.5e-09 	81701.85303 	5.080195e-03 	
482 	5.5e-09 	81725.68496 	5.078714e-03 	
1793 	5.5e-09 	81738.92912 	5.077891e-03 	
1850 	5.5e-09 	81745.42232 	5.077488e-03 	
1800 	5.5e-09 	81737.05158 	5.078008e-03 	
1848 	5.5e-09 	81796.21719 	5.074335e-03 	
288 	5.5e-09 	81669.21692 	5.082225e-03 	
1111 	5.5e-09 	81801.57763 	5.074002e-03 	
1188 	5.5e-09 	81839.29394 	5.071664e-03 	
728 	5.5e-09 	81874.23049 	5.069500e-03 	
1806 	5.5e-09 	81849.40515 	5.071037e-03 	
1181 	5.5e-09 	81800.99044 	5.074038e-03 	
595 	5.5e-09 	81876.23272 	5.069376e-03 	
995 	5.5e-09 	81877.20238 	5.069316e-03 	
707 	5.5e-09 	81880.98349 	5.069081e-03 	
1009 	5.5e-09 	81888.57305 	5.068612e-03 	
1016 	5.5e-09 	81892.85377 	5.068347e-03 	
581 	5.5e-09 	81913.11609 	5.067093e-03 	
93 	5.5e-09 	82023.68511 	5.060262e-03 	
1937 	5.5e-09 	82019.75036 	5.060505e-03 	
1078 	5.5e-09 	82057.28361 	5.058190e-03 	
370 	5.5e-09 	82036.37296 	5.059480e-03 	
1076 	5.5e-09 	82081.96805 	5.056669e-03 	
1724 	5.5e-09 	82074.29548 	5.057142e-03 	
1119 	5.5e-09 	82086.01078 	5.056420e-03 	
1569 	5.5e-09 	82118.98036 	5.054390e-03 	
1726 	5.5e-09 	82124.34629 	5.054060e-03 	
391 	5.5e-09 	82138.07616 	5.053215e-03 	
643 	5.5e-09 	81899.24336 	5.067951e-03 	
1399 	5.5e-09 	82151.6377 	5.052381e-03 	
1587 	5.5e-09 	82129.5414 	5.053740e-03 	
1410 	5.5e-09 	82179.89536 	5.050644e-03 	
1456 	5.5e-09 	82185.25174 	5.050315e-03 	
205 	5.5e-09 	82165.60648 	5.051522e-03 	
1582 	5.5e-09 	82201.61486 	5.049309e-03 	
1785 	5.5e-09 	82224.52868 	5.047902e-03 	
1790 	5.5e-09 	82215.44514 	5.048460e-03 	
1511 	5.5e-09 	81948.60535 	5.064899e-03 	
872 	5.5e-09 	82265.47953 	5.045389e-03 	
750 	5.5e-09 	82269.71152 	5.045130e-03 	
512 	5.5e-09 	82274.81813 	5.044817e-03 	
1458 	5.5e-09 	82313.64067 	5.042437e-03 	
1632 	5.5e-09 	82328.89529 	5.041503e-03 	
826 	5.5e-09 	82344.13915 	5.040570e-03 	
1447 	5.5e-09 	82344.08732 	5.040573e-03 	
1270 	5.5e-09 	82389.95709 	5.037767e-03 	
1325 	5.5e-09 	82346.07902 	5.040451e-03 	
1678 	5.5e-09 	82436.96595 	5.034894e-03 	
1314 	5.5e-09 	82405.68865 	5.036805e-03 	
1791 	5.5e-09 	82395.03959 	5.037456e-03 	
1412 	5.5e-09 	82494.15863 	5.031403e-03 	
329 	5.5e-09 	82477.3543 	5.032428e-03 	
82 	5.5e-09 	81970.64963 	5.063536e-03 	
150 	5.5e-09 	82496.66632 	5.031250e-03 	
155 	5.5e-09 	82507.22082 	5.030607e-03 	
381 	5.5e-09 	82315.89866 	5.042299e-03 	
503 	5.5e-09 	82509.51196 	5.030467e-03 	
468 	5.5e-09 	82518.89012 	5.029895e-03 	
295 	5.5e-09 	82522.73758 	5.029661e-03 	
1215 	5.5e-09 	82629.94476 	5.023135e-03 	
1099 	5.5e-09 	82584.18718 	5.025918e-03 	
665 	5.5e-09 	82675.60867 	5.020361e-03 	
638 	5.5e-09 	82678.26052 	5.020200e-03 	
1117 	5.5e-09 	82684.88521 	5.019797e-03 	
1163 	5.5e-09 	82693.41993 	5.019279e-03 	
439 	5.5e-09 	82680.01362 	5.020093e-03 	
1603 	5.5e-09 	82706.11697 	5.018509e-03 	
1610 	5.5e-09 	82712.86112 	5.018100e-03 	
684 	5.5e-09 	82723.08682 	5.017479e-03 	
558 	5.5e-09 	82739.44894 	5.016487e-03 	
670 	5.5e-09 	82729.05625 	5.017117e-03 	
547 	5.5e-09 	82741.10985 	5.016386e-03 	
659 	5.5e-09 	82752.49905 	5.015696e-03 	
681 	5.5e-09 	82812.62864 	5.012054e-03 	
1898 	5.5e-09 	82739.64618 	5.016475e-03 	
1216 	5.5e-09 	82783.45058 	5.013821e-03 	
57 	5.5e-09 	82758.15842 	5.015353e-03 	
1621 	5.5e-09 	82779.1254 	5.014083e-03 	
1672 	5.5e-09 	82746.95249 	5.016032e-03 	
1504 	5.5e-09 	82761.79931 	5.015132e-03 	
43 	5.5e-09 	82804.93947 	5.012519e-03 	
1616 	5.5e-09 	82860.6844 	5.009147e-03 	
38 	5.5e-09 	82810.56026 	5.012179e-03 	
1971 	5.5e-09 	82841.01856 	5.010336e-03 	
20 	5.5e-09 	82831.09327 	5.010937e-03 	
144 	5.5e-09 	82865.95077 	5.008829e-03 	
33 	5.5e-09 	82900.33986 	5.006751e-03 	
751 	5.5e-09 	82871.92698 	5.008468e-03 	
556 	5.5e-09 	82929.32511 	5.005001e-03 	
1240 	5.5e-09 	82922.47915 	5.005414e-03 	
164 	5.5e-09 	82986.75409 	5.001538e-03 	
1242 	5.5e-09 	82989.21389 	5.001389e-03 	
1548 	5.5e-09 	83006.76614 	5.000332e-03 	
1618 	5.5e-09 	82880.80756 	5.007931e-03 	
1783 	5.5e-09 	83012.66218 	4.999977e-03 	
686 	5.5e-09 	82971.87464 	5.002435e-03 	
1431 	5.5e-09 	83005.6893 	5.000397e-03 	
27 	5.5e-09 	83015.39728 	4.999812e-03 	
754 	5.5e-09 	83083.81398 	4.995695e-03 	
1353 	5.5e-09 	83065.59821 	4.996790e-03 	
625 	5.5e-09 	83050.2936 	4.997711e-03 	
1129 	5.5e-09 	83022.26542 	4.999398e-03 	
1660 	5.5e-09 	83100.64758 	4.994683e-03 	
166 	5.5e-09 	83098.52608 	4.994810e-03 	
623 	5.5e-09 	83118.15345 	4.993631e-03 	
36 	5.5e-09 	83149.16999 	4.991768e-03 	
1765 	5.5e-09 	83048.63629 	4.997811e-03 	
540 	5.5e-09 	83096.94507 	4.994905e-03 	
757 	5.5e-09 	83164.17859 	4.990867e-03 	
1245 	5.5e-09 	83192.2876 	4.989181e-03 	
1258 	5.5e-09 	83194.09872 	4.989072e-03 	
1319 	5.5e-09 	83256.76205 	4.985317e-03 	
141 	5.5e-09 	83246.28066 	4.985945e-03 	
1682 	5.5e-09 	83204.10551 	4.988472e-03 	
1685 	5.5e-09 	83200.57163 	4.988684e-03 	
311 	5.5e-09 	83260.7365 	4.985079e-03 	
1330 	5.5e-09 	83228.4927 	4.987011e-03 	
138 	5.5e-09 	83262.6458 	4.984965e-03 	
1261 	5.5e-09 	83264.34201 	4.984863e-03 	
510 	5.5e-09 	83306.66774 	4.982331e-03 	
1749 	5.5e-09 	83328.93515 	4.980999e-03 	
505 	5.5e-09 	83365.76396 	4.978799e-03 	
1055 	5.5e-09 	83368.77395 	4.978619e-03 	
1140 	5.5e-09 	83368.9591 	4.978608e-03 	
1812 	5.5e-09 	83321.79285 	4.981426e-03 	
1333 	5.5e-09 	83369.61369 	4.978569e-03 	
1002 	5.5e-09 	83442.79624 	4.974203e-03 	
620 	5.5e-09 	83445.17595 	4.974061e-03 	
645 	5.5e-09 	83446.50224 	4.973982e-03 	
432 	5.5e-09 	83457.80677 	4.973308e-03 	
1204 	5.5e-09 	83425.22333 	4.975250e-03 	
1247 	5.5e-09 	83430.20074 	4.974954e-03 	
531 	5.5e-09 	83474.63957 	4.972305e-03 	
663 	5.5e-09 	83476.23417 	4.972210e-03 	
462 	5.5e-09 	83506.45479 	4.970411e-03 	
1005 	5.5e-09 	83473.48618 	4.972374e-03 	
91 	5.5e-09 	83541.5302 	4.968324e-03 	
1328 	5.5e-09 	83521.22406 	4.969532e-03 	
1280 	5.5e-09 	83585.0957 	4.965734e-03 	
460 	5.5e-09 	83569.40276 	4.966667e-03 	
352 	5.5e-09 	83591.68191 	4.965343e-03 	
77 	5.5e-09 	83611.85316 	4.964145e-03 	
1933 	5.5e-09 	83621.1777 	4.963592e-03 	
1201 	5.5e-09 	83730.40509 	4.957116e-03 	
1438 	5.5e-09 	83759.22694 	4.955411e-03 	
120 	5.5e-09 	83998.11909 	4.941317e-03 	
72 	5.5e-09 	83907.22865 	4.946670e-03 	
307 	5.5e-09 	83990.29564 	4.941778e-03 	
799 	5.5e-09 	83663.82758 	4.961061e-03 	
1735 	5.5e-09 	84022.85373 	4.939863e-03 	
323 	5.5e-09 	84003.73582 	4.940987e-03 	
230 	5.5e-09 	83642.50883 	4.962326e-03 	
538 	5.5e-09 	83636.16142 	4.962702e-03 	
457 	5.5e-09 	83730.98013 	4.957082e-03 	
1019 	5.5e-09 	83780.52944 	4.954151e-03 	
74 	5.5e-09 	83740.35359 	4.956528e-03 	
827 	5.5e-09 	83860.28106 	4.949439e-03 	
1363 	5.5e-09 	83788.71651 	4.953667e-03 	
706 	5.5e-09 	83766.83742 	4.954961e-03 	
1083 	5.5e-09 	83707.20531 	4.958490e-03 	
1433 	5.5e-09 	83715.19229 	4.958017e-03 	
1 	5.5e-09 	83735.93427 	4.956789e-03 	
1598 	5.5e-09 	83788.32601 	4.953690e-03 	
1035 	5.5e-09 	83696.16248 	4.959145e-03 	
709 	5.5e-09 	84079.76472 	4.936519e-03 	
1930 	5.5e-09 	83712.71078 	4.958164e-03 	
1372 	5.5e-09 	84031.92288 	4.939330e-03 	
1878 	5.5e-09 	84086.90176 	4.936100e-03 	
371 	5.5e-09 	83874.65984 	4.948591e-03 	
704 	5.5e-09 	83649.36919 	4.961919e-03 	
687 	5.5e-09 	83840.41704 	4.950612e-03 	
225 	5.5e-09 	83651.95395 	4.961765e-03 	
1369 	5.5e-09 	83823.35434 	4.951620e-03 	
884 	5.5e-09 	83863.19217 	4.949268e-03 	
1874 	5.5e-09 	83895.69537 	4.947350e-03 	
1374 	5.5e-09 	83989.68785 	4.941813e-03 	
836 	5.5e-09 	84105.85092 	4.934988e-03 	
1206 	5.5e-09 	84068.97611 	4.937153e-03 	
268 	5.5e-09 	84020.20153 	4.940019e-03 	
1976 	5.5e-09 	84150.08889 	4.932394e-03 	
1048 	5.5e-09 	83979.59338 	4.942407e-03 	
1315 	5.5e-09 	83953.17153 	4.943963e-03 	
1667 	5.5e-09 	84067.74135 	4.937225e-03 	
1455 	5.5e-09 	84161.83599 	4.931705e-03 	
1883 	5.5e-09 	83921.22749 	4.945845e-03 	
271 	5.5e-09 	83908.98574 	4.946566e-03 	
1272 	5.5e-09 	84178.48726 	4.930730e-03 	
838 	5.5e-09 	84199.05776 	4.929525e-03 	
1593 	5.5e-09 	83945.55158 	4.944412e-03 	
833 	5.5e-09 	83992.82129 	4.941629e-03 	
772 	5.5e-09 	84245.74419 	4.926793e-03 	
1153 	5.5e-09 	84224.11579 	4.928059e-03 	
416 	5.5e-09 	84222.51514 	4.928152e-03 	
1912 	5.5e-09 	84284.58031 	4.924523e-03 	
1981 	5.5e-09 	84271.87698 	4.925266e-03 	
697 	5.5e-09 	84290.03179 	4.924205e-03 	
1876 	5.5e-09 	84367.60237 	4.919677e-03 	
941 	5.5e-09 	84317.26436 	4.922614e-03 	
1596 	5.5e-09 	84352.5722 	4.920554e-03 	
1743 	5.5e-09 	84380.27173 	4.918939e-03 	
1522 	5.5e-09 	84306.40932 	4.923248e-03 	
1525 	5.5e-09 	84352.70244 	4.920546e-03 	
1518 	5.5e-09 	84405.29163 	4.917480e-03 	
792 	5.5e-09 	84401.54402 	4.917699e-03 	
1892 	5.5e-09 	84371.94704 	4.919424e-03 	
1158 	5.5e-09 	84368.54876 	4.919622e-03 	
421 	5.5e-09 	84434.99706 	4.915750e-03 	
1600 	5.5e-09 	84346.31187 	4.920919e-03 	
398 	5.5e-09 	84481.15535 	4.913065e-03 	
463 	5.5e-09 	84503.61804 	4.911759e-03 	
250 	5.5e-09 	84498.43005 	4.912060e-03 	
1226 	5.5e-09 	84441.36536 	4.915380e-03 	
1388 	5.5e-09 	84540.71827 	4.909603e-03 	
405 	5.5e-09 	84519.64039 	4.910827e-03 	
1978 	5.5e-09 	84579.85994 	4.907331e-03 	
599 	5.5e-09 	84613.57282 	4.905376e-03 	
897 	5.5e-09 	84629.61475 	4.904446e-03 	
402 	5.5e-09 	84646.17083 	4.903487e-03 	
1507 	5.5e-09 	84648.17311 	4.903371e-03 	
902 	5.5e-09 	84653.04505 	4.903089e-03 	
763 	5.5e-09 	84631.2151 	4.904353e-03 	
960 	5.5e-09 	84661.03303 	4.902626e-03 	
1899 	5.5e-09 	84672.75528 	4.901947e-03 	
743 	5.5e-09 	84727.53466 	4.898778e-03 	
925 	5.5e-09 	84717.35017 	4.899367e-03 	
15 	5.5e-09 	84735.69584 	4.898306e-03 	
1496 	5.5e-09 	84718.39919 	4.899306e-03 	
852 	5.5e-09 	84748.98978 	4.897538e-03 	
810 	5.5e-09 	84778.92961 	4.895808e-03 	
1671 	5.5e-09 	84781.24935 	4.895674e-03 	
418 	5.5e-09 	84794.33658 	4.894919e-03 	
289 	5.5e-09 	84791.02036 	4.895110e-03 	
1888 	5.5e-09 	84797.78636 	4.894719e-03 	
964 	5.5e-09 	84818.80453 	4.893507e-03 	
1849 	5.5e-09 	84905.07476 	4.888534e-03 	
485 	5.5e-09 	84876.06375 	4.890205e-03 	
1965 	5.5e-09 	84903.19103 	4.888643e-03 	
727 	5.5e-09 	84878.90805 	4.890041e-03 	
1650 	5.5e-09 	85006.25011 	4.882716e-03 	
1178 	5.5e-09 	84968.21946 	4.884901e-03 	
1500 	5.5e-09 	84958.21769 	4.885476e-03 	
813 	5.5e-09 	85011.80512 	4.882397e-03 	
293 	5.5e-09 	85049.35716 	4.880241e-03 	
582 	5.5e-09 	85034.36924 	4.881101e-03 	
1185 	5.5e-09 	85022.38369 	4.881789e-03 	
1379 	5.5e-09 	85074.75892 	4.878784e-03 	
1308 	5.5e-09 	85100.98466 	4.877280e-03 	
1853 	5.5e-09 	85102.23884 	4.877209e-03 	
254 	5.5e-09 	85069.80705 	4.879068e-03 	
722 	5.5e-09 	85067.81474 	4.879182e-03 	
499 	5.5e-09 	85126.52178 	4.875817e-03 	
106 	5.5e-09 	85127.78207 	4.875745e-03 	
8 	5.5e-09 	85133.0327 	4.875444e-03 	
1077 	5.5e-09 	85151.87134 	4.874366e-03 	
1514 	5.5e-09 	84804.52695 	4.894330e-03 	
1014 	5.5e-09 	85155.38323 	4.874165e-03 	
492 	5.5e-09 	85166.69894 	4.873517e-03 	
88 	5.5e-09 	85214.01896 	4.870811e-03 	
966 	5.5e-09 	85430.07814 	4.858492e-03 	
843 	5.5e-09 	85600.22108 	4.848835e-03 	
1265 	5.5e-09 	85562.29406 	4.850985e-03 	
1413 	5.5e-09 	85509.96586 	4.853953e-03 	
1073 	5.5e-09 	85567.01774 	4.850717e-03 	
745 	5.5e-09 	85449.88875 	4.857366e-03 	
380 	5.5e-09 	85382.27969 	4.861212e-03 	
330 	5.5e-09 	85605.68668 	4.848526e-03 	
575 	5.5e-09 	85345.06405 	4.863332e-03 	
1486 	5.5e-09 	85539.55747 	4.852274e-03 	
1502 	5.5e-09 	85383.07495 	4.861167e-03 	
355 	5.5e-09 	85324.86522 	4.864483e-03 	
1942 	5.5e-09 	85176.24407 	4.872971e-03 	
578 	5.5e-09 	85356.45606 	4.862683e-03 	
1751 	5.5e-09 	85505.19541 	4.854224e-03 	
855 	5.5e-09 	85439.96114 	4.857930e-03 	
1010 	5.5e-09 	85645.96522 	4.846245e-03 	
808 	5.5e-09 	85555.67795 	4.851360e-03 	
200 	5.5e-09 	85654.97741 	4.845736e-03 	
1552 	5.5e-09 	85298.83563 	4.865968e-03 	
303 	5.5e-09 	85425.95153 	4.858727e-03 	
1301 	5.5e-09 	85380.19553 	4.861331e-03 	
1835 	5.5e-09 	85675.9934 	4.844547e-03 	
204 	5.5e-09 	85226.42959 	4.870102e-03 	
921 	5.5e-09 	85252.96256 	4.868586e-03 	
376 	5.5e-09 	85667.32949 	4.845037e-03 	
1673 	5.5e-09 	85684.9984 	4.844038e-03 	
870 	5.5e-09 	85687.4111 	4.843901e-03 	
1481 	5.5e-09 	85693.60648 	4.843551e-03 	
576 	5.5e-09 	85691.60141 	4.843665e-03 	
1561 	5.5e-09 	85711.41686 	4.842545e-03 	
399 	5.5e-09 	85741.5858 	4.840841e-03 	
145 	5.5e-09 	85776.21114 	4.838887e-03 	
987 	5.5e-09 	85748.35457 	4.840459e-03 	
1118 	5.5e-09 	85761.41165 	4.839722e-03 	
258 	5.5e-09 	85790.75713 	4.838066e-03 	
304 	5.5e-09 	85782.29166 	4.838544e-03 	
1423 	5.5e-09 	85806.57424 	4.837174e-03 	
1607 	5.5e-09 	85290.08917 	4.866467e-03 	
478 	5.5e-09 	85833.44338 	4.835660e-03 	
1409 	5.5e-09 	85817.71715 	4.836546e-03 	
557 	5.5e-09 	85857.55082 	4.834302e-03 	
202 	5.5e-09 	85817.10364 	4.836581e-03 	
680 	5.5e-09 	85824.42187 	4.836169e-03 	
1475 	5.5e-09 	85901.98942 	4.831802e-03 	
711 	5.5e-09 	85877.35796 	4.833187e-03 	
1617 	5.5e-09 	85874.93457 	4.833324e-03 	
1721 	5.5e-09 	85857.8526 	4.834286e-03 	
1622 	5.5e-09 	85923.98167 	4.830565e-03 	
334 	5.5e-09 	85861.8706 	4.834059e-03 	
1128 	5.5e-09 	85896.44071 	4.832114e-03 	
67 	5.5e-09 	85892.77333 	4.832320e-03 	
1990 	5.5e-09 	85894.33349 	4.832232e-03 	
624 	5.5e-09 	85926.64825 	4.830415e-03 	
34 	5.5e-09 	85927.23822 	4.830382e-03 	
736 	5.5e-09 	85878.35834 	4.833131e-03 	
1636 	5.5e-09 	85948.97851 	4.829160e-03 	
37 	5.5e-09 	86011.43094 	4.825654e-03 	
1915 	5.5e-09 	85957.74373 	4.828668e-03 	
1244 	5.5e-09 	86043.56193 	4.823852e-03 	
261 	5.5e-09 	86113.58608 	4.819929e-03 	
1445 	5.5e-09 	86124.69699 	4.819307e-03 	
243 	5.5e-09 	86133.98981 	4.818787e-03 	
553 	5.5e-09 	86133.9111 	4.818792e-03 	
1395 	5.5e-09 	86138.2911 	4.818547e-03 	
781 	5.5e-09 	86174.52374 	4.816521e-03 	
1748 	5.5e-09 	86204.22563 	4.814861e-03 	
1442 	5.5e-09 	86268.49567 	4.811274e-03 	
1771 	5.5e-09 	86245.02721 	4.812583e-03 	
1951 	5.5e-09 	86162.82541 	4.817175e-03 	
1356 	5.5e-09 	86225.02263 	4.813700e-03 	
1114 	5.5e-09 	86147.05094 	4.818057e-03 	
957 	5.5e-09 	86279.29453 	4.810672e-03 	
1905 	5.5e-09 	86210.22119 	4.814526e-03 	
1762 	5.5e-09 	86329.81403 	4.807857e-03 	
1461 	5.5e-09 	86270.19967 	4.811179e-03 	
999 	5.5e-09 	86353.66084 	4.806529e-03 	
1334 	5.5e-09 	86303.80132 	4.809306e-03 	
1107 	5.5e-09 	86349.27717 	4.806773e-03 	
1860 	5.5e-09 	86333.61473 	4.807645e-03 	
149 	5.5e-09 	86364.11157 	4.805947e-03 	
1329 	5.5e-09 	86347.929 	4.806848e-03 	
1251 	5.5e-09 	86368.75494 	4.805689e-03 	
1995 	5.5e-09 	86391.66932 	4.804414e-03 	
669 	5.5e-09 	86373.9417 	4.805400e-03 	
1677 	5.5e-09 	86430.06506 	4.802280e-03 	
348 	5.5e-09 	86412.91619 	4.803233e-03 	
1532 	5.5e-09 	86449.91097 	4.801178e-03 	
954 	5.5e-09 	86469.48624 	4.800091e-03 	
456 	5.5e-09 	86525.19593 	4.797000e-03 	
767 	5.5e-09 	86483.83613 	4.799294e-03 	
891 	5.5e-09 	86471.05503 	4.800004e-03 	
1744 	5.5e-09 	86543.82537 	4.795967e-03 	
1132 	5.5e-09 	86542.95854 	4.796016e-03 	
543 	5.5e-09 	86553.12615 	4.795452e-03 	
904 	5.5e-09 	86559.37722 	4.795106e-03 	
332 	5.5e-09 	86550.06973 	4.795621e-03 	
1112 	5.5e-09 	86577.79095 	4.794086e-03 	
1406 	5.5e-09 	86609.55993 	4.792327e-03 	
1692 	5.5e-09 	86631.99459 	4.791086e-03 	
642 	5.5e-09 	86641.51681 	4.790560e-03 	
437 	5.5e-09 	86629.84255 	4.791205e-03 	
758 	5.5e-09 	86747.16098 	4.784726e-03 	
73 	5.5e-09 	86742.96859 	4.784957e-03 	
1910 	5.5e-09 	86638.92289 	4.790703e-03 	
708 	5.5e-09 	86748.26224 	4.784665e-03 	
592 	5.5e-09 	86750.24641 	4.784556e-03 	
1200 	5.5e-09 	86571.63715 	4.794427e-03 	
1627 	5.5e-09 	86801.68333 	4.781720e-03 	
1023 	5.5e-09 	86627.26884 	4.791348e-03 	
628 	5.5e-09 	86804.39315 	4.781571e-03 	
423 	5.5e-09 	86838.12675 	4.779714e-03 	
1195 	5.5e-09 	86771.67302 	4.783374e-03 	
78 	5.5e-09 	86872.52868 	4.777821e-03 	
1373 	5.5e-09 	86910.45505 	4.775736e-03 	
1419 	5.5e-09 	86909.83437 	4.775770e-03 	
1594 	5.5e-09 	86886.52364 	4.777051e-03 	
218 	5.5e-09 	86913.10939 	4.775590e-03 	
613 	5.5e-09 	86871.50615 	4.777877e-03 	
161 	5.5e-09 	86868.34162 	4.778051e-03 	
1705 	5.5e-09 	86911.74964 	4.775665e-03 	
666 	5.5e-09 	86963.99156 	4.772796e-03 	
1818 	5.5e-09 	86914.28947 	4.775525e-03 	
1597 	5.5e-09 	86985.83475 	4.771597e-03 	
1370 	5.5e-09 	86998.374 	4.770910e-03 	
11 	5.5e-09 	87006.75675 	4.770450e-03 	
982 	5.5e-09 	87064.00381 	4.767313e-03 	
837 	5.5e-09 	87039.8206 	4.768638e-03 	
1262 	5.5e-09 	87032.46805 	4.769041e-03 	
940 	5.5e-09 	87063.05626 	4.767365e-03 	
1199 	5.5e-09 	87010.27707 	4.770257e-03 	
1060 	5.5e-09 	87069.65753 	4.767004e-03 	
834 	5.5e-09 	87086.24056 	4.766096e-03 	
1766 	5.5e-09 	87091.14466 	4.765827e-03 	
875 	5.5e-09 	87087.55062 	4.766024e-03 	
16 	5.5e-09 	87113.59883 	4.764599e-03 	
587 	5.5e-09 	87130.4867 	4.763676e-03 	
1544 	5.5e-09 	87140.85519 	4.763109e-03 	
221 	5.5e-09 	87154.92677 	4.762340e-03 	
2 	5.5e-09 	87185.83559 	4.760651e-03 	
1639 	5.5e-09 	87191.89179 	4.760321e-03 	
361 	5.5e-09 	87180.89689 	4.760921e-03 	
1710 	5.5e-09 	87204.88159 	4.759612e-03 	
1863 	5.5e-09 	87221.55028 	4.758702e-03 	
515 	5.5e-09 	87209.12001 	4.759380e-03 	
977 	5.5e-09 	87236.48333 	4.757887e-03 	
1746 	5.5e-09 	87242.94658 	4.757535e-03 	
1877 	5.5e-09 	87111.87852 	4.764693e-03 	
631 	5.5e-09 	87139.6244 	4.763176e-03 	
1980 	5.5e-09 	87192.74579 	4.760274e-03 	
6 	5.5e-09 	87256.14937 	4.756815e-03 	
1555 	5.5e-09 	87266.80433 	4.756234e-03 	
610 	5.5e-09 	87259.14028 	4.756652e-03 	
1424 	5.5e-09 	87311.28922 	4.753811e-03 	
420 	5.5e-09 	87292.17695 	4.754852e-03 	
447 	5.5e-09 	87365.39511 	4.750867e-03 	
753 	5.5e-09 	87335.73822 	4.752480e-03 	
1046 	5.5e-09 	87402.31174 	4.748860e-03 	
1096 	5.5e-09 	87418.29088 	4.747992e-03 	
1821 	5.5e-09 	87449.87862 	4.746277e-03 	
526 	5.5e-09 	87360.68149 	4.751123e-03 	
1929 	5.5e-09 	87496.74106 	4.743735e-03 	
506 	5.5e-09 	87354.00631 	4.751486e-03 	
1832 	5.5e-09 	87527.80984 	4.742051e-03 	
232 	5.5e-09 	87495.22988 	4.743817e-03 	
1087 	5.5e-09 	87560.98668 	4.740255e-03 	
1122 	5.5e-09 	87382.17439 	4.749955e-03 	
1063 	5.5e-09 	87577.81131 	4.739344e-03 	
996 	5.5e-09 	87611.15935 	4.737540e-03 	
240 	5.5e-09 	87653.34647 	4.735260e-03 	
591 	5.5e-09 	87593.06315 	4.738519e-03 	
702 	5.5e-09 	87580.30956 	4.739209e-03 	
366 	5.5e-09 	87702.8979 	4.732584e-03 	
698 	5.5e-09 	87701.04199 	4.732685e-03 	
124 	5.5e-09 	87724.19808 	4.731435e-03 	
177 	5.5e-09 	87713.65059 	4.732004e-03 	
48 	5.5e-09 	87730.04979 	4.731120e-03 	
1257 	5.5e-09 	87753.73757 	4.729843e-03 	
411 	5.5e-09 	87725.32046 	4.731375e-03 	
52 	5.5e-09 	87753.85371 	4.729836e-03 	
1776 	5.5e-09 	87798.0576 	4.727455e-03 	
1041 	5.5e-09 	87811.16493 	4.726749e-03 	
1225 	5.5e-09 	87768.01271 	4.729073e-03 	
572 	5.5e-09 	87789.82409 	4.727898e-03 	
521 	5.5e-09 	87835.67496 	4.725430e-03 	
1229 	5.5e-09 	87768.75371 	4.729033e-03 	
1287 	5.5e-09 	87819.11589 	4.726321e-03 	
880 	5.5e-09 	87872.35129 	4.723458e-03 	
529 	5.5e-09 	87877.95658 	4.723157e-03 	
1768 	5.5e-09 	87823.30577 	4.726096e-03 	
814 	5.5e-09 	87858.09539 	4.724225e-03 	
1730 	5.5e-09 	87908.61021 	4.721510e-03 	
691 	5.5e-09 	87885.84503 	4.722733e-03 	
915 	5.5e-09 	87856.95489 	4.724286e-03 	
182 	5.5e-09 	87960.14333 	4.718744e-03 	
1033 	5.5e-09 	87993.06588 	4.716978e-03 	
809 	5.5e-09 	87969.25871 	4.718255e-03 	
1463 	5.5e-09 	87895.7204 	4.722202e-03 	
95 	5.5e-09 	87967.79732 	4.718333e-03 	
294 	5.5e-09 	88042.33932 	4.714338e-03 	
1157 	5.5e-09 	87993.19894 	4.716971e-03 	
459 	5.5e-09 	88156.74454 	4.708220e-03 	
1843 	5.5e-09 	88122.00466 	4.710076e-03 	
1966 	5.5e-09 	88171.73382 	4.707420e-03 	
1854 	5.5e-09 	88176.43979 	4.707169e-03 	
1797 	5.5e-09 	88176.86022 	4.707146e-03 	
1733 	5.5e-09 	88211.52616 	4.705296e-03 	
276 	5.5e-09 	88216.06038 	4.705055e-03 	
1934 	5.5e-09 	88270.40805 	4.702158e-03 	
509 	5.5e-09 	88244.77773 	4.703523e-03 	
879 	5.5e-09 	88300.29357 	4.700566e-03 	
577 	5.5e-09 	88289.79438 	4.701125e-03 	
127 	5.5e-09 	88307.0295 	4.700208e-03 	
1962 	5.5e-09 	88282.8021 	4.701497e-03 	
1811 	5.5e-09 	88312.12883 	4.699936e-03 	
187 	5.5e-09 	88321.59737 	4.699432e-03 	
1190 	5.5e-09 	88343.222 	4.698282e-03 	
1020 	5.5e-09 	88339.8534 	4.698461e-03 	
105 	5.5e-09 	88390.54339 	4.695767e-03 	
1775 	5.5e-09 	88389.94415 	4.695799e-03 	
1451 	5.5e-09 	88399.29047 	4.695302e-03 	
1074 	5.5e-09 	88405.26751 	4.694985e-03 	
