5.5e-09 	100037.7707 	466.826 	3.18282 	625.763 	2.71407
5.5e-09 	100267.1694 	466.826 	3.18282 	625.68 	2.71438
5.5e-09 	100264.8496 	466.826 	3.18282 	625.681 	2.71437
5.5e-09 	100297.5346 	466.826 	3.18282 	625.669 	2.71442
5.5e-09 	100332.3469 	466.826 	3.18282 	625.656 	2.71446
5.5e-09 	100340.7181 	466.826 	3.18282 	625.653 	2.71447
5.5e-09 	100264.1543 	466.826 	3.18282 	625.681 	2.71437
5.5e-09 	100342.137 	466.826 	3.18282 	625.653 	2.71448
5.5e-09 	100377.0052 	466.826 	3.18282 	625.64 	2.71452
5.5e-09 	100411.6306 	466.826 	3.18282 	625.627 	2.71457
5.5e-09 	100415.4329 	466.826 	3.18282 	625.626 	2.71457
5.5e-09 	100430.1248 	466.826 	3.18282 	625.621 	2.71459
5.5e-09 	100484.2856 	466.826 	3.18282 	625.601 	2.71467
5.5e-09 	100555.1181 	466.826 	3.18282 	625.575 	2.71476
5.5e-09 	100582.2781 	466.826 	3.18282 	625.566 	2.7148
5.5e-09 	100593.8893 	466.826 	3.18282 	625.561 	2.71481
5.5e-09 	100584.0387 	466.826 	3.18282 	625.565 	2.7148
5.5e-09 	100650.8243 	466.826 	3.18282 	625.541 	2.71489
5.5e-09 	100742.0076 	466.826 	3.18282 	625.508 	2.71501
5.5e-09 	100720.0391 	466.826 	3.18282 	625.516 	2.71498
5.5e-09 	100750.069 	466.826 	3.18282 	625.505 	2.71502
5.5e-09 	100948.4469 	466.826 	3.18282 	625.433 	2.71528
5.5e-09 	100973.4193 	466.826 	3.18282 	625.424 	2.71532
5.5e-09 	101117.3674 	466.826 	3.18282 	625.372 	2.71551
5.5e-09 	101125.8389 	466.826 	3.18282 	625.369 	2.71552
5.5e-09 	101184.9633 	466.826 	3.18282 	625.348 	2.7156
5.5e-09 	101228.8241 	466.826 	3.18282 	625.332 	2.71566
5.5e-09 	101285.45 	466.826 	3.18282 	625.312 	2.71573
5.5e-09 	101435.1271 	466.826 	3.18282 	625.258 	2.71593
5.5e-09 	101442.4114 	466.826 	3.18282 	625.256 	2.71594
5.5e-09 	101599.0563 	466.826 	3.18282 	625.2 	2.71615
5.5e-09 	101518.9085 	466.826 	3.18282 	625.228 	2.71604
5.5e-09 	101726.1024 	466.826 	3.18282 	625.154 	2.71631
5.5e-09 	101745.7405 	466.826 	3.18282 	625.147 	2.71634
5.5e-09 	101817.3559 	466.826 	3.18282 	625.121 	2.71643
5.5e-09 	101796.0694 	466.826 	3.18282 	625.129 	2.7164
5.5e-09 	101965.9938 	466.826 	3.18282 	625.068 	2.71663
5.5e-09 	101972.2782 	466.826 	3.18282 	625.066 	2.71664
5.5e-09 	102150.1029 	466.826 	3.18282 	625.003 	2.71687
5.5e-09 	102180.0856 	466.826 	3.18282 	624.992 	2.71691
5.5e-09 	102276.3077 	466.826 	3.18282 	624.958 	2.71703
5.5e-09 	102337.581 	466.826 	3.18282 	624.936 	2.71711
5.5e-09 	102506.0993 	466.826 	3.18282 	624.877 	2.71733
5.5e-09 	102365.4219 	466.826 	3.18282 	624.926 	2.71715
5.5e-09 	102554.198 	466.826 	3.18282 	624.86 	2.7174
5.5e-09 	102558.9554 	466.826 	3.18282 	624.858 	2.7174
5.5e-09 	102621.5529 	466.826 	3.18282 	624.836 	2.71748
5.5e-09 	102630.0302 	466.826 	3.18282 	624.833 	2.7175
5.5e-09 	102576.6377 	466.826 	3.18282 	624.852 	2.71743
5.5e-09 	102578.8541 	466.826 	3.18282 	624.851 	2.71743
5.5e-09 	102631.7177 	466.826 	3.18282 	624.832 	2.7175
5.5e-09 	102633.9342 	466.826 	3.18282 	624.831 	2.7175
5.5e-09 	102721.9357 	466.826 	3.18282 	624.8 	2.71761
5.5e-09 	102805.4695 	466.826 	3.18282 	624.771 	2.71772
5.5e-09 	103037.907 	466.826 	3.18282 	624.689 	2.71802
5.5e-09 	102878.4424 	466.826 	3.18282 	624.745 	2.71782
5.5e-09 	103233.7315 	466.826 	3.18282 	624.62 	2.71828
5.5e-09 	103219.5693 	466.826 	3.18282 	624.625 	2.71826
5.5e-09 	103596.7075 	466.826 	3.18282 	624.493 	2.71875
5.5e-09 	103513.9451 	466.826 	3.18282 	624.522 	2.71864
5.5e-09 	103683.6263 	466.826 	3.18282 	624.462 	2.71886
5.5e-09 	103233.9057 	466.826 	3.18282 	624.62 	2.71828
5.5e-09 	103296.9283 	466.826 	3.18282 	624.598 	2.71836
5.5e-09 	103769.7614 	466.826 	3.18282 	624.432 	2.71897
5.5e-09 	103977.005 	466.826 	3.18282 	624.36 	2.71923
5.5e-09 	103909.1928 	466.826 	3.18282 	624.383 	2.71915
5.5e-09 	104167.8714 	466.826 	3.18282 	624.293 	2.71948
5.5e-09 	104169.5482 	466.826 	3.18282 	624.293 	2.71948
5.5e-09 	104249.416 	466.826 	3.18282 	624.265 	2.71958
5.5e-09 	104266.7002 	466.826 	3.18282 	624.259 	2.7196
5.5e-09 	104289.2669 	466.826 	3.18282 	624.251 	2.71963
5.5e-09 	104359.974 	466.826 	3.18282 	624.227 	2.71972
5.5e-09 	104587.3343 	466.826 	3.18282 	624.148 	2.72001
5.5e-09 	104576.6554 	466.826 	3.18282 	624.151 	2.72
5.5e-09 	104646.2203 	466.826 	3.18282 	624.127 	2.72009
5.5e-09 	104744.8903 	466.826 	3.18282 	624.093 	2.72021
5.5e-09 	104716.6379 	466.826 	3.18282 	624.103 	2.72018
5.5e-09 	104908.8877 	466.826 	3.18282 	624.037 	2.72042
5.5e-09 	105047.446 	466.826 	3.18282 	623.989 	2.72059
5.5e-09 	105442.2893 	466.826 	3.18282 	623.853 	2.72109
5.5e-09 	105081.5522 	466.826 	3.18282 	623.977 	2.72064
5.5e-09 	105443.8303 	466.826 	3.18282 	623.853 	2.72109
5.5e-09 	105241.8794 	466.826 	3.18282 	623.922 	2.72084
5.5e-09 	105411.0133 	466.826 	3.18282 	623.864 	2.72105
