2.563579066e-09 	12767.38179 	3311256085.260871 	2500735216.153549
2.566005997e-09 	12767.38179 	3305752339.6462183 	2500708950.9876046
2.566733501e-09 	12767.38179 	3304076834.324336 	2500120005.760277
2.574334875e-09 	12767.38179 	3286664883.1031895 	2491919949.56354
2.574710501e-09 	12767.38179 	3285656270.41214 	2491528802.0729523
2.577820284e-09 	12767.38179 	3278755174.6953545 	2486645470.500676
2.579142563e-09 	12767.38179 	3275715678.3614087 	2484857279.737281
2.59774278e-09 	12767.38179 	3232843622.181445 	2466531632.2815714
2.598928098e-09 	12767.38179 	3229861490.619836 	2464592432.8139772
2.604630148e-09 	12767.38179 	3216766300.641552 	2459302236.9321284
2.608301314e-09 	12767.38179 	3208375657.155544 	2454302121.6460123
2.615115805e-09 	12767.38179 	3191971553.1495185 	2439233807.390293
2.621317226e-09 	12767.38179 	3177837506.9991875 	2432414156.455797
2.621672205e-09 	12767.38179 	3177039913.7878447 	2431953929.064768
2.627640478e-09 	12767.38179 	3163750005.536563 	2429187956.474782
2.635771512e-09 	12767.38179 	3144883526.0937276 	2418675658.980277
2.654519824e-09 	12767.38179 	3101912080.6447515 	2401381274.5090976
2.659729044e-09 	12767.38179 	3090070614.293678 	2395108613.3854
2.66748597e-09 	12767.38179 	3072449590.3195715 	2384514391.2597055
2.667858303e-09 	12767.38179 	3071724773.460298 	2385973150.166947
2.678796474e-09 	12767.38179 	3047299574.5360336 	2369596372.4323053
2.68184857e-09 	12767.38179 	3039962742.2166314 	2369258398.4287076
2.692417377e-09 	12767.38179 	3016820584.8529058 	2357265232.8836617
2.700115161e-09 	12767.38179 	2998962958.6089134 	2349295070.5211396
2.705175655e-09 	12767.38179 	2987812711.947964 	2342736766.348554
2.707780781e-09 	12767.38179 	2981772425.1649666 	2340566463.8955917
2.713848817e-09 	12767.38179 	2967862794.5158644 	2331824176.726156
2.719989672e-09 	12767.38179 	2954272587.1864924 	2325307766.109383
2.728028258e-09 	12767.38179 	2937199157.3763056 	2319587150.6005874
2.736711536e-09 	12767.38179 	2917878072.3797164 	2303866117.7321663
2.741905377e-09 	12767.38179 	2906113358.18254 	2303728123.22181
2.754344797e-09 	12767.38179 	2878575910.925347 	2283375065.818286
2.755865582e-09 	12767.38179 	2875225561.4452953 	2281012532.3390555
2.757803672e-09 	12767.38179 	2871073304.817833 	2276707371.1588535
2.765236098e-09 	12767.38179 	2854451517.140981 	2268699300.242388
2.768155197e-09 	12767.38179 	2847951297.7544475 	2278533390.084005
2.770689197e-09 	12767.38179 	2842811836.558788 	2264814833.2688613
2.7769948e-09 	12767.38179 	2828638265.2527246 	2254301432.563474
2.781429904e-09 	12767.38179 	2818764174.860345 	2248146852.5494437
2.78521411e-09 	12767.38179 	2810615131.22762 	2246849692.046781
2.786667039e-09 	12767.38179 	2807287043.4158173 	2244358580.2726264
2.787267246e-09 	12767.38179 	2805914868.5428886 	2243740189.2460227
2.794206845e-09 	12767.38179 	2790991572.3218484 	2238575764.3728876
2.794967418e-09 	12767.38179 	2789266456.393166 	2237681117.9096837
2.806490499e-09 	12767.38179 	2763892290.011901 	2220882783.1392355
2.806589416e-09 	12767.38179 	2763673829.003762 	2220365010.2447643
2.826574695e-09 	12767.38179 	2719528499.0269527 	2190732151.4479423
2.848419362e-09 	12767.38179 	2671969278.766021 	2164833918.2714577
2.852590046e-09 	12767.38179 	2663244929.581141 	2160503829.4930377
2.860578803e-09 	12767.38179 	2646314742.0901656 	2147714659.7848163
2.863633821e-09 	12767.38179 	2639480719.121243 	2146061826.324367
2.895827421e-09 	12767.38179 	2570226293.0037413 	2107597044.3059049
