1.769681514e-09         10757.8064      5126144155.37548        1936074686.0170882
2.863633821e-09         10233.74179     2639480719.121243       2116439741.9975297
1.762020037e-09         12067.50316     5141784713.474047       1987794148.8086555
2.41e-09        12767.38179     3670188089.7992263      2605965054.008626
2.28431026e-09  13235.53985     3966689329.6850376      2640948755.5585365
2.437348467e-09         14178.10861     3605848975.5061893      2616965262.403107
2.145169023e-09         11387.27038     4295023442.237948       2541053256.410569
2.930342663e-09         11582.46052     2497350311.3196898      2043401020.3109972
2.145169023e-09         7422.520101     4295023442.237948       2350526494.429487
2.754344797e-09         11371.92802     2878575910.925347       2264658910.6628294
2.121024282e-09         19569.16275     4351776743.408798       2764350712.0691
1.762020037e-09         13388.03748     5141784713.474047       2048230083.4203148
2.198885566e-09         13067.7855      4169227267.079865       2639231329.153847
2.863633821e-09         10187.71331     2639480719.121243       2115779696.554876
2.246980558e-09         11514.24478     4055449347.8431897      2595940779.3221893
2.05395413e-09  6675.02912      4508070347.53616        2232347156.7710443
1.705906656e-09         13263.5612      5250413207.519432       1907206034.7050467
1.896301233e-09         12153.31058     4861429804.842762       2286580834.5196877
2.044674218e-09         14667.30748     4529510667.903524       2607239678.8506455
2.290755585e-09         11871.00821     3951947480.1987677      2604334863.293254
2.321449699e-09         11063.82672     3878184668.2949867      2593889729.597371
2.528465037e-09         10994.70097     3392841511.5516076      2492537343.1944757
1.642740828e-09         13388.03748     5365417096.7942705      1736620037.2609196
2.566005997e-09         7813.793522     3305752339.6462183      2386482201.1384473
1.774302402e-09         11068.63004     5117262060.10736        1969335865.1115215
1.411145733e-09         15841.26775     5694767306.113105       1163117993.6679857
2.464206806e-09         12153.31058     3542466378.451602       2554444145.2906523
2.24588326e-09  13310.8527      4058026533.000683       2649789977.646372
1.769681514e-09         13773.25299     5126144155.37548        2080149837.3530838
1.96721505e-09  8563.951545     4704518596.021106       2212270935.936616
2.524561245e-09         13067.7855      3401443844.883276       2537026635.2278323
1.540605161e-09         11371.00904     5530031388.458161       1359456282.7408051
1.705906656e-09         11721.86899     5250413207.519432       1834440295.7558022
2.466701086e-09         12136.11857     3536733218.554551       2553161937.8703365
1.619648603e-09         10193.90187     5404984693.083349       1519081332.5259924
1.794152247e-09         6732.828372     5077600975.711803       1717931459.3449802
2.421547154e-09         12937.23136     3642883735.908415       2600803232.070193
2.309545211e-09         8730.953066     3907110785.3448963      2494451093.542415
2.368449692e-09         7422.520101     3767170764.343879       2454225022.0021276
2.290755585e-09         11954.25944     3951947480.1987677      2606789748.8514485
2.700115161e-09         11371.00904     2998962958.6089134      2328285455.247327
1.924531791e-09         7791.022163     4799897090.206386       2098221966.7054138
1.990112457e-09         14814.29278     4653283822.393463       2546654714.3672075
2.467306884e-09         6170.160834     3535205342.4023137      2358974600.9204717
2.563579066e-09         15229.11752     3311256085.260871       2538881703.853667
2.945687608e-09         13440.09297     2464468525.040232       2043426908.6629043
2.787267246e-09         11374.59055     2805914868.5428886      2226304770.4368095
2.192200852e-09         9169.502601     4185168599.517031       2492795820.079969
1.818022401e-09         8012.416597     5028243644.551446       1873923899.200884
2.982870499e-09         13151.70778     2387324263.092683       1984827187.051305
